step,train/k0_point_rel,train/k0_depth_rel,train/k0_depth_delta_1.01,train/k0_depth_delta_1.25,train/k0_boundary_f1,val/k0_point_rel,val/k0_depth_rel,val/k0_depth_delta_1.01,val/k0_depth_delta_1.25,val/k0_boundary_f1,train/k3_point_rel,train/k3_depth_rel,train/k3_depth_delta_1.01,train/k3_depth_delta_1.25,train/k3_boundary_f1,val/k3_point_rel,val/k3_depth_rel,val/k3_depth_delta_1.01,val/k3_depth_delta_1.25,val/k3_boundary_f1
800,0.008871909463778138,0.0076627073576673865,0.7962341606616974,0.9996719509363174,0.894366666674614,0.021979297045618296,0.02021522121503949,0.4098534621298313,0.9931918382644653,0.8508867472410202,0.008407828281633556,0.007323047844693065,0.8008270561695099,0.9994074702262878,0.8945025950670242,0.02501199347898364,0.022815983509644866,0.35695286840200424,0.9933266341686249,0.8434736877679825
804,0.008751386543735862,0.007611791603267193,0.7987213283777237,0.9996719360351562,0.895837664604187,0.021970510948449373,0.02017868240363896,0.41219570487737656,0.9931880384683609,0.850922703742981,0.006004132097586989,0.0050326387863606215,0.9027684777975082,0.9988606870174408,0.896833136677742,0.024047731887549162,0.0222300854511559,0.3433454595506191,0.9930837750434875,0.8404129594564438
