step,train/k0_point_rel,train/k0_depth_rel,train/k0_depth_delta_1.01,train/k0_depth_delta_1.25,train/k0_boundary_f1,train/k3_point_rel,train/k3_depth_rel,train/k3_depth_delta_1.01,train/k3_depth_delta_1.25,train/k3_boundary_f1,val/k0_point_rel,val/k0_depth_rel,val/k0_depth_delta_1.01,val/k0_depth_delta_1.25,val/k0_boundary_f1,val/k3_point_rel,val/k3_depth_rel,val/k3_depth_delta_1.01,val/k3_depth_delta_1.25,val/k3_boundary_f1
3000,0.03353704600362107,0.026806241637095808,0.6596989968419075,0.9728584253787994,0.8119229376316071,0.03344780563609675,0.026727662379853426,0.662794554233551,0.9728723132610321,0.8127177324891091,0.10407649772241712,0.07526652654632926,0.18510775174945593,0.9425378404557705,0.856961403042078,0.10400824504904449,0.07527358119841665,0.18314510397613049,0.9418410211801529,0.8572964146733284
3250,0.033699982217513025,0.02699198935413733,0.6557912567257881,0.9726908499002457,0.8059055575728417,0.0336081714881584,0.026906815187539904,0.6602837702631951,0.9727019846439362,0.8069744452834129,0.10774414299521595,0.07740800804458559,0.18050488154403865,0.9399219043552876,0.8513728119432926,0.10773119993973523,0.07743967755232006,0.17981345765292645,0.9395070634782314,0.8517789468169212
3500,0.033868965785950424,0.027215998629108073,0.6446027997136116,0.9728930723667145,0.8040827938914299,0.033750967448577286,0.027101445756852627,0.6506739419698715,0.9729058331251145,0.805124297440052,0.11178122274577618,0.08018687891308218,0.17379145859740674,0.9316147640347481,0.8469788171350956,0.11175806913524866,0.0802401410182938,0.17449148779269308,0.931071799248457,0.8479144163429737
3750,0.034325157566927375,0.02771857816260308,0.621709265857935,0.9729092609882355,0.8083887040615082,0.03413391985464841,0.027537047031801196,0.6305352388322354,0.9729068458080292,0.8093246752023697,0.11550350033212453,0.08274390595033765,0.1618439891608432,0.9286364391446114,0.849328950047493,0.11533700244035572,0.08264706947375089,0.16440497222356498,0.928736250847578,0.8499867357313633
4000,0.03558534264098853,0.02890898778103292,0.5848536501824856,0.9724474602937698,0.7991664311289788,0.03536750909406692,0.02870013552252203,0.5954525551199913,0.9724551951885223,0.8004990887641906,0.12159745837561786,0.08621946140192449,0.1467033342923969,0.9211437292397022,0.8380903080105782,0.12142850062809885,0.08607226761523634,0.15052473626565188,0.9211821928620338,0.8387339673936367
