id,split,scene,frame,k0_point_rel,k0_depth_rel,k0_depth_delta_1.01,k0_depth_delta_1.25,k0_alignment_scale,k0_alignment_z_shift,k0_boundary_f1,k1_point_rel,k1_depth_rel,k1_depth_delta_1.01,k1_depth_delta_1.25,k1_alignment_scale,k1_alignment_z_shift,k1_boundary_f1,k3_point_rel,k3_depth_rel,k3_depth_delta_1.01,k3_depth_delta_1.25,k3_alignment_scale,k3_alignment_z_shift,k3_boundary_f1,k5_point_rel,k5_depth_rel,k5_depth_delta_1.01,k5_depth_delta_1.25,k5_alignment_scale,k5_alignment_z_shift,k5_boundary_f1,k0_crop_point_rel,k0_crop_depth_rel,k0_crop_depth_delta_1.01,k0_crop_depth_delta_1.25,k0_crop_boundary_f1,k0_structure_point_rel,k0_structure_depth_rel,k0_structure_depth_delta_1.01,k0_structure_depth_delta_1.25,k0_structure_boundary_f1,k1_crop_point_rel,k1_crop_depth_rel,k1_crop_depth_delta_1.01,k1_crop_depth_delta_1.25,k1_crop_boundary_f1,k1_structure_point_rel,k1_structure_depth_rel,k1_structure_depth_delta_1.01,k1_structure_depth_delta_1.25,k1_structure_boundary_f1,k3_crop_point_rel,k3_crop_depth_rel,k3_crop_depth_delta_1.01,k3_crop_depth_delta_1.25,k3_crop_boundary_f1,k3_structure_point_rel,k3_structure_depth_rel,k3_structure_depth_delta_1.01,k3_structure_depth_delta_1.25,k3_structure_boundary_f1,k5_crop_point_rel,k5_crop_depth_rel,k5_crop_depth_delta_1.01,k5_crop_depth_delta_1.25,k5_crop_boundary_f1,k5_structure_point_rel,k5_structure_depth_rel,k5_structure_depth_delta_1.01,k5_structure_depth_delta_1.25,k5_structure_boundary_f1
ai_001_001_cam_00_frame.0000,train,ai_001_001,0,0.015143867582082748,0.013398188166320324,0.5213216543197632,0.9998626708984375,2.375182867050171,0.020506858825683594,0.8539453148841858,0.011363553814589977,0.009996037930250168,0.7091522216796875,0.9998525381088257,2.427652359008789,0.012274980545043945,0.8467624187469482,0.00875904131680727,0.007328788749873638,0.8170675039291382,0.9998118281364441,2.5287599563598633,0.013297080993652344,0.8351933360099792,0.012164711020886898,0.010313110426068306,0.7314860224723816,0.9997152090072632,2.6294944286346436,0.019439697265625,0.8308107852935791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai_001_001_cam_00_frame.0014,train,ai_001_001,14,0.007504054345190525,0.006356716156005859,0.8680318593978882,0.9989522695541382,2.084052562713623,-0.01754581928253174,0.8891149163246155,0.007235024124383926,0.0061300089582800865,0.8722330927848816,0.998992919921875,2.124162197113037,-0.013821125030517578,0.885817289352417,0.008778225630521774,0.0074994442984461784,0.7550201416015625,0.9990234375,2.206380844116211,-0.008564233779907227,0.8988280892372131,0.012070447206497192,0.01038577314466238,0.6415609121322632,0.9989471435546875,2.291090488433838,-0.0032384395599365234,0.9031208157539368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai_001_001_cam_00_frame.0028,train,ai_001_001,28,0.007128773257136345,0.00609563197940588,0.8666433095932007,0.9999186396598816,2.2590043544769287,0.015695571899414062,0.9221713542938232,0.00628085620701313,0.005298343487083912,0.9049937129020691,0.999359130859375,2.3005993366241455,0.018340349197387695,0.9241806864738464,0.006096703466027975,0.005127086769789457,0.9366099238395691,0.9990794062614441,2.3858413696289062,0.021382808685302734,0.9077820181846619,0.007757887244224548,0.006690268404781818,0.8546854853630066,0.9989522695541382,2.474929094314575,0.020876169204711914,0.8928384780883789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai_001_001_cam_00_frame.0043,train,ai_001_001,43,0.005710942670702934,0.004800293128937483,0.9289398193359375,0.9999542236328125,1.9568144083023071,0.0058858394622802734,0.9122350811958313,0.0056809112429618835,0.004867936484515667,0.95245361328125,0.9999542236328125,1.9902998208999634,0.007053375244140625,0.9225153923034668,0.007036292925477028,0.006210066378116608,0.7996877431869507,0.9999593496322632,2.060906171798706,0.00879979133605957,0.9349313974380493,0.00913340225815773,0.008178728632628918,0.7020365595817566,0.9999491572380066,2.135746479034424,0.010917901992797852,0.9313406944274902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai_001_001_cam_00_frame.0056,train,ai_001_001,56,0.007214350625872612,0.00622177217155695,0.8363749384880066,0.9998983144760132,1.7264277935028076,0.013072729110717773,0.8851439952850342,0.005616340786218643,0.004765594378113747,0.8976186513900757,0.9999237060546875,1.7591767311096191,0.013475656509399414,0.8991537690162659,0.008884623646736145,0.007748465985059738,0.75042724609375,0.999908447265625,1.8281641006469727,0.019376397132873535,0.9137087464332581,0.013827458024024963,0.01236018817871809,0.4844157099723816,0.9998983144760132,1.8996529579162598,0.022122859954833984,0.9158871173858643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai_001_001_cam_00_frame.0071,train,ai_001_001,71,0.012856538407504559,0.010379180312156677,0.63043212890625,0.9996592402458191,1.67726731300354,0.03162384033203125,0.8932819962501526,0.009561984799802303,0.007810204289853573,0.723114013671875,0.9996541738510132,1.7180455923080444,0.02297794818878174,0.8914927840232849,0.009498686529695988,0.008545530959963799,0.7437744140625,0.9996389150619507,1.8001781702041626,0.01165473461151123,0.8584004044532776,0.01342250406742096,0.012330431491136551,0.5311838984489441,0.999542236328125,1.875080943107605,0.010307073593139648,0.8317990303039551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai_001_001_cam_00_frame.0085,train,ai_001_001,85,0.009475240483880043,0.008315414190292358,0.8034108877182007,0.9995371699333191,2.1834757328033447,0.015693187713623047,0.9118930697441101,0.0075835129246115685,0.006618504878133535,0.8509114980697632,0.9994913935661316,2.2246224880218506,0.01700615882873535,0.9123555421829224,0.006758853793144226,0.00593207310885191,0.8775686025619507,0.9994100332260132,2.3122122287750244,0.01606583595275879,0.9066683650016785,0.008612709119915962,0.007643492426723242,0.7760264277458191,0.9993489980697632,2.4070162773132324,0.013846635818481445,0.8869504332542419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai_001_001_cam_00_frame.0099,train,ai_001_001,99,0.020020918920636177,0.015412375330924988,0.6312001943588257,0.9931742548942566,2.2747349739074707,-0.08388185501098633,0.9309347867965698,0.017214639112353325,0.012554280459880829,0.7083333730697632,0.9964599609375,2.313821315765381,-0.08304166793823242,0.9349362850189209,0.014679821208119392,0.010235553607344627,0.7816823720932007,0.996734619140625,2.3903133869171143,-0.07270729541778564,0.9360945820808411,0.01557178795337677,0.011765937320888042,0.6795705556869507,0.9966888427734375,2.4657845497131348,-0.05835151672363281,0.9199916124343872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai_018_003_cam_00_frame.0000,train,ai_018_003,0,0.018509577959775925,0.016101842746138573,0.41455078125,0.9954122304916382,3.4547247886657715,-0.011181354522705078,0.893461287021637,0.016293903812766075,0.013977526687085629,0.4935455322265625,0.9954325556755066,3.517913341522217,-0.0073931217193603516,0.8925958275794983,0.01544962078332901,0.013383982703089714,0.5410919189453125,0.9953969717025757,3.6369469165802,0.006487369537353516,0.8888289928436279,0.019143354147672653,0.017078101634979248,0.4453277587890625,0.9908040761947632,3.7605831623077393,0.019884586334228516,0.8716232776641846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai_018_003_cam_00_frame.0014,train,ai_018_003,14,0.017119091004133224,0.015187214128673077,0.5063883662223816,0.9961649775505066,3.469848155975342,0.03492450714111328,0.8305282592773438,0.015941016376018524,0.013698212802410126,0.540374755859375,0.9963887929916382,3.522247314453125,0.0437161922454834,0.8279419541358948,0.01874375343322754,0.015642177313566208,0.5889434814453125,0.9901682734489441,3.6359915733337402,0.0544130802154541,0.7962398529052734,0.02153346687555313,0.017771882936358452,0.5511016845703125,0.9886881709098816,3.767552375793457,0.05751609802246094,0.795021116733551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
