split,gradient_pair,batch_count,cosine_mean,cosine_median,cosine_min,cosine_max
train,global_edge,1,0.888194016647566,0.888194016647566,0.888194016647566,0.888194016647566
train,global_local,1,0.9856740822540043,0.9856740822540043,0.9856740822540043,0.9856740822540043
train,local_edge,1,0.921618479463587,0.921618479463587,0.921618479463587,0.921618479463587
