id,split,scene,frame,selection_mode,selection_score,crop_x0,crop_y0,crop_x1,crop_y1,fine_pixels,k0_point_rel,k3_point_rel,k0_depth_rel,k3_depth_rel,point_rel_reduction,depth_rel_reduction
ai_055_003_cam_00_frame.0013,val,ai_055_003,13,structure,36722.0,96,96,288,288,36722,0.13076898455619812,0.13075241446495056,0.1268264651298523,0.1268099993467331,0.00012671270105668597,0.00012982923636906119
ai_046_001_cam_00_frame.0079,test,ai_046_001,79,structure,36864.0,192,0,384,192,36864,0.11313579976558685,0.1131514459848404,0.10911139100790024,0.1091269850730896,-0.0001382959177020915,-0.00014291876444172402
