id,split,scene,frame,k0_point_rel,k0_depth_rel,k0_depth_delta_1.01,k0_depth_delta_1.25,k0_alignment_scale,k0_alignment_z_shift,k0_boundary_f1,k1_point_rel,k1_depth_rel,k1_depth_delta_1.01,k1_depth_delta_1.25,k1_alignment_scale,k1_alignment_z_shift,k1_boundary_f1,k3_point_rel,k3_depth_rel,k3_depth_delta_1.01,k3_depth_delta_1.25,k3_alignment_scale,k3_alignment_z_shift,k3_boundary_f1,k5_point_rel,k5_depth_rel,k5_depth_delta_1.01,k5_depth_delta_1.25,k5_alignment_scale,k5_alignment_z_shift,k5_boundary_f1,k0_crop_point_rel,k0_crop_depth_rel,k0_crop_depth_delta_1.01,k0_crop_depth_delta_1.25,k0_crop_boundary_f1,k0_structure_point_rel,k0_structure_depth_rel,k0_structure_depth_delta_1.01,k0_structure_depth_delta_1.25,k0_structure_boundary_f1,k1_crop_point_rel,k1_crop_depth_rel,k1_crop_depth_delta_1.01,k1_crop_depth_delta_1.25,k1_crop_boundary_f1,k1_structure_point_rel,k1_structure_depth_rel,k1_structure_depth_delta_1.01,k1_structure_depth_delta_1.25,k1_structure_boundary_f1,k3_crop_point_rel,k3_crop_depth_rel,k3_crop_depth_delta_1.01,k3_crop_depth_delta_1.25,k3_crop_boundary_f1,k3_structure_point_rel,k3_structure_depth_rel,k3_structure_depth_delta_1.01,k3_structure_depth_delta_1.25,k3_structure_boundary_f1,k5_crop_point_rel,k5_crop_depth_rel,k5_crop_depth_delta_1.01,k5_crop_depth_delta_1.25,k5_crop_boundary_f1,k5_structure_point_rel,k5_structure_depth_rel,k5_structure_depth_delta_1.01,k5_structure_depth_delta_1.25,k5_structure_boundary_f1
ai_001_001_cam_00_frame.0000,train,ai_001_001,0,0.01417883113026619,0.012524990364909172,0.56231689453125,0.9998728632926941,3.0563361644744873,-0.07636332511901855,0.864654004573822,0.011831375770270824,0.010381907224655151,0.6583608388900757,0.9997711181640625,3.1423072814941406,-0.08053350448608398,0.8576561212539673,0.013344629667699337,0.011684383265674114,0.5294851064682007,0.9996439814567566,3.3164756298065186,-0.07791614532470703,0.8428076505661011,0.018966175615787506,0.016668405383825302,0.4081929624080658,0.9940999746322632,3.495077610015869,-0.07611727714538574,0.8263607621192932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai_001_001_cam_00_frame.0014,train,ai_001_001,14,0.006999050732702017,0.006135719828307629,0.8744456171989441,0.9990438222885132,2.6425232887268066,-0.08651018142700195,0.9117499589920044,0.008016364648938179,0.006740382872521877,0.8834788203239441,0.9990234375,2.7083709239959717,-0.07948422431945801,0.9165112972259521,0.014276492409408092,0.01170399785041809,0.4717763364315033,0.9988657832145691,2.8400402069091797,-0.06312000751495361,0.9157374501228333,0.023127233609557152,0.018933743238449097,0.2245635986328125,0.9988454580307007,2.9768941402435303,-0.041040658950805664,0.9145675301551819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai_001_001_cam_00_frame.0028,train,ai_001_001,28,0.007708895951509476,0.006963655352592468,0.8585052490234375,0.9998677968978882,2.868439197540283,-0.07845449447631836,0.924769937992096,0.006912059150636196,0.006251543760299683,0.8990325927734375,0.9995880126953125,2.9505438804626465,-0.07922840118408203,0.9223661422729492,0.010500505566596985,0.009601919911801815,0.7180227041244507,0.9990438222885132,3.1028623580932617,-0.07819628715515137,0.8860604763031006,0.015969136729836464,0.014636347070336342,0.5520833730697632,0.9989166259765625,3.2595033645629883,-0.07776951789855957,0.871161699295044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai_001_001_cam_00_frame.0043,train,ai_001_001,43,0.004787711426615715,0.00400027958676219,0.9396209716796875,0.9999644160270691,2.466006278991699,-0.06983065605163574,0.9230251908302307,0.006170165725052357,0.005337362177670002,0.8774465322494507,0.9999135732650757,2.5227956771850586,-0.06766963005065918,0.9295912981033325,0.010008636862039566,0.00905069150030613,0.7000936269760132,0.9998983144760132,2.6443533897399902,-0.06461620330810547,0.9279015064239502,0.014806879684329033,0.01348140463232994,0.519561767578125,0.9998931884765625,2.77397084236145,-0.06547832489013672,0.9294226765632629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai_001_001_cam_00_frame.0056,train,ai_001_001,56,0.006623501889407635,0.005815564654767513,0.8993632197380066,0.999908447265625,2.1742329597473145,-0.05623197555541992,0.9103128910064697,0.00725399237126112,0.006374186836183071,0.8618876338005066,0.9998983144760132,2.2312843799591064,-0.05108284950256348,0.9118306636810303,0.014281539246439934,0.01266799122095108,0.443939208984375,0.9998576045036316,2.3509814739227295,-0.04260373115539551,0.9085597991943359,0.02275889739394188,0.019912298768758774,0.2938639521598816,0.9998423457145691,2.477694272994995,-0.0280001163482666,0.9077879190444946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai_001_001_cam_00_frame.0071,train,ai_001_001,71,0.009930011816322803,0.008611099794507027,0.711883544921875,0.9996744990348816,2.12556791305542,-0.054616451263427734,0.9139894247055054,0.008143540471792221,0.00700543075799942,0.7894744873046875,0.9996490478515625,2.1851308345794678,-0.056604862213134766,0.9111461043357849,0.010212760418653488,0.009154333733022213,0.6498870849609375,0.99957275390625,2.3019843101501465,-0.06079506874084473,0.8364469408988953,0.015594820491969585,0.014173920266330242,0.4912516474723816,0.9976400136947632,2.4172146320343018,-0.061249732971191406,0.7938640713691711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai_001_001_cam_00_frame.0085,train,ai_001_001,85,0.009725570678710938,0.008708070032298565,0.7897796630859375,0.9995829463005066,2.7700560092926025,-0.07292294502258301,0.9299273490905762,0.00833052210509777,0.007439900189638138,0.8110809326171875,0.999420166015625,2.8432657718658447,-0.07295918464660645,0.9195877909660339,0.009311938658356667,0.008432839065790176,0.7431640625,0.9992574453353882,2.9928154945373535,-0.071990966796875,0.9036989212036133,0.012268146499991417,0.011203981935977936,0.5761464834213257,0.9991607666015625,3.1472127437591553,-0.07093501091003418,0.8776987791061401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai_001_001_cam_00_frame.0099,train,ai_001_001,99,0.019105341285467148,0.015790877863764763,0.6359405517578125,0.9923197627067566,2.893080234527588,-0.13380956649780273,0.9338418245315552,0.014627903699874878,0.011477801017463207,0.7621256709098816,0.9968516230583191,2.966346263885498,-0.13004398345947266,0.9379205107688904,0.012220136821269989,0.00883728452026844,0.8181661367416382,0.9967702627182007,3.1125779151916504,-0.13190388679504395,0.9403839707374573,0.015547873452305794,0.012838326394557953,0.5771484375,0.9958394765853882,3.260779857635498,-0.12362432479858398,0.9240776300430298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai_018_003_cam_00_frame.0000,train,ai_018_003,0,0.017061524093151093,0.0149667514488101,0.5056101679801941,0.995574951171875,4.516096591949463,-0.1291952133178711,0.9029669165611267,0.012993941083550453,0.011327890679240227,0.6921641230583191,0.9955851435661316,4.608672142028809,-0.12295722961425781,0.9018601775169373,0.013539537787437439,0.012299319729208946,0.6849924921989441,0.9934591054916382,4.797134876251221,-0.11228561401367188,0.8879392743110657,0.019427504390478134,0.018002215772867203,0.5106353759765625,0.9886220693588257,5.006933212280273,-0.10245323181152344,0.8825419545173645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai_018_003_cam_00_frame.0014,train,ai_018_003,14,0.014821592718362808,0.013494073413312435,0.6081492304801941,0.9963531494140625,4.530599117279053,-0.09566330909729004,0.8690972924232483,0.014626799151301384,0.012192793190479279,0.6167399287223816,0.9965006709098816,4.607411861419678,-0.06937062740325928,0.861253023147583,0.020636804401874542,0.0162503682076931,0.5223287343978882,0.9924774169921875,4.781137466430664,-0.03400754928588867,0.8215842843055725,0.028637303039431572,0.023283205926418304,0.3857981562614441,0.988433837890625,4.985844612121582,-0.016746044158935547,0.7719374299049377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
