mode,repeat,id,split,scene,frame,iteration,highlighted,max_abs_residual,max_signed_residual,max_row,max_col,p99_abs_residual,p999_abs_residual,mean_abs_residual,pixels_exceeding_threshold,cumulative_max_abs_residual,depth_span,active_voxels
eval,0,ai_001_001_cam_00_frame.0000,train,ai_001_001,0,1,False,0.005506845191121101,-0.005506845191121101,219,465,0.005006415769457817,0.005210967734456062,0.004204653203487396,0,0.005506845191121101,194.0,196608
eval,0,ai_001_001_cam_00_frame.0000,train,ai_001_001,0,2,False,0.005585518665611744,-0.005585518665611744,337,405,0.0049984571523964405,0.005197492428123951,0.004204379394650459,0,0.01096637174487114,193.0,196608
eval,0,ai_001_001_cam_00_frame.0000,train,ai_001_001,0,3,False,0.005663759540766478,-0.005663759540766478,360,395,0.00499463826417923,0.0051947240717709064,0.0042035384103655815,0,0.016101300716400146,193.0,196608
eval,0,ai_001_001_cam_00_frame.0014,train,ai_001_001,14,1,False,0.005445759743452072,-0.005445759743452072,156,304,0.004764724522829056,0.004999510478228331,0.004007948562502861,0,0.005445759743452072,289.0,196608
eval,0,ai_001_001_cam_00_frame.0014,train,ai_001_001,14,2,False,0.005698466207832098,-0.005698466207832098,155,304,0.004758552648127079,0.004992921371012926,0.004005488008260727,0,0.010582919232547283,289.0,196608
eval,0,ai_001_001_cam_00_frame.0014,train,ai_001_001,14,3,False,0.005402732640504837,-0.005402732640504837,249,373,0.004755562637001276,0.004987300373613834,0.0040010493248701096,0,0.01577782817184925,289.0,196608
eval,0,ai_001_001_cam_00_frame.0028,train,ai_001_001,28,1,False,0.00573195843026042,-0.00573195843026042,247,192,0.004830868449062109,0.005055590532720089,0.004048705566674471,0,0.00573195843026042,203.0,196608
eval,0,ai_001_001_cam_00_frame.0028,train,ai_001_001,28,2,False,0.005476061720401049,-0.005476061720401049,253,179,0.004833884071558714,0.005065073724836111,0.0040477579459548,0,0.010777169838547707,203.0,196608
eval,0,ai_001_001_cam_00_frame.0028,train,ai_001_001,28,3,False,0.005820238962769508,-0.005820238962769508,252,184,0.0048262993805110455,0.00505524268373847,0.004046269226819277,0,0.01614464819431305,204.0,196608
eval,0,ai_001_001_cam_00_frame.0043,train,ai_001_001,43,1,False,0.005588270723819733,-0.005588270723819733,345,477,0.005065844394266605,0.005230467766523361,0.004044923931360245,0,0.005588270723819733,102.0,196608
eval,0,ai_001_001_cam_00_frame.0043,train,ai_001_001,43,2,False,0.005507610738277435,-0.005507610738277435,223,466,0.00506298802793026,0.005226413253694773,0.004045128356665373,0,0.01085346844047308,101.0,196608
eval,0,ai_001_001_cam_00_frame.0043,train,ai_001_001,43,3,False,0.0055369362235069275,-0.0055369362235069275,364,399,0.005063863005489111,0.005233027506619692,0.004047077149152756,0,0.016346188262104988,101.0,196608
eval,0,ai_001_001_cam_00_frame.0056,train,ai_001_001,56,1,False,0.005512223578989506,-0.005512223578989506,245,417,0.005095232278108597,0.005254538729786873,0.0041960254311561584,0,0.005512223578989506,127.0,196608
eval,0,ai_001_001_cam_00_frame.0056,train,ai_001_001,56,2,False,0.005415955558419228,-0.005415955558419228,328,430,0.005096773151308298,0.005256709177047014,0.004195418208837509,0,0.010794353671371937,126.0,196608
eval,0,ai_001_001_cam_00_frame.0056,train,ai_001_001,56,3,False,0.0054235816933214664,-0.0054235816933214664,379,418,0.005091402679681778,0.005239452701061964,0.004192929714918137,0,0.015963871031999588,126.0,196608
eval,0,ai_001_001_cam_00_frame.0071,train,ai_001_001,71,1,False,0.0054937973618507385,-0.0054937973618507385,93,111,0.005109827499836683,0.005235439166426659,0.0043059904128313065,0,0.0054937973618507385,259.0,196608
