step,stage,loss,grad_norm,lr_ssr,lr_heads,lr_backbone,base/k1/global,base/k1/local,base/k1/edge,refined/k1/global,refined/k1/local,refined/k1/edge,refined/k2/global,refined/k2/local,refined/k2/edge,refined/k3/global,refined/k3/local,refined/k3/edge
342,detached_warmup,0.09796131402254105,0.9260751008987427,2e-05,1e-05,5e-07,0.012041341979056597,0.013432346750050783,0.000488735837279819,0.01204416248947382,0.010638866107910872,0.000489886588184163,0.012047106865793467,0.01361383218318224,0.0004906920366920531,0.012050057295709848,0.010132951196283102,0.0004913315933663398
343,detached_warmup,0.09453903324902058,2.477344512939453,2e-05,1e-05,5e-07,0.011831109412014484,0.01175372302532196,0.0003726756476680748,0.011834975564852357,0.011399575043469667,0.00037329058977775276,0.01183886406943202,0.012556906789541245,0.00037367752520367503,0.0118427739944309,0.00998762995004654,0.0003738327795872465
344,detached_warmup,0.05531037598848343,1.1869580745697021,2e-05,1e-05,5e-07,0.007166168186813593,0.006327076815068722,0.00043479932355694473,0.007166667375713587,0.0061437091790139675,0.00043654053297359496,0.007165422663092613,0.006285952171310782,0.0004374770069262013,0.00716513441875577,0.006143918726593256,0.00043750571785494685
345,detached_warmup,0.7760341763496399,3.6356253623962402,2e-05,1e-05,5e-07,0.15361636225134134,0.02485209796577692,0.0007018180331215262,0.15361628029495478,0.050873877480626106,0.0007021732162684202,0.1536162169650197,0.02393544465303421,0.0007023131765890867,0.15361596830189228,0.05909958574920893,0.0007020720076980069
346,detached_warmup,0.12487035617232323,2.087904453277588,2e-05,1e-05,5e-07,0.015357067342847586,0.01687891548499465,0.0005338526098057628,0.015357370022684336,0.015086553758010268,0.0005341655196389183,0.01535772392526269,0.0150078518781811,0.000534275925019756,0.015358040574938059,0.01433036383241415,0.0005341747892089188
347,detached_warmup,0.13906189799308777,2.3560023307800293,2e-05,1e-05,5e-07,0.020244072191417217,0.015045241918414831,0.0003340271068736911,0.020246866159141064,0.014688021969050169,0.00033454362710472196,0.020249735563993454,0.010953270364552736,0.00033471784263383597,0.020252645947039127,0.016044159419834614,0.00033459137193858624
348,detached_warmup,0.27183558233082294,2.6669886112213135,2e-05,1e-05,5e-07,0.03239956544712186,0.02609963109716773,0.0005349930579541251,0.03240092005580664,0.03746557189151645,0.0005349061684682965,0.03240233287215233,0.03798857098445296,0.0005348434206098318,0.0324037941172719,0.03853580355644226,0.0005346360412659124
349,detached_warmup,0.09571632370352745,1.1343262195587158,2e-05,1e-05,5e-07,0.012858129572123289,0.010620479937642813,0.00043299427488818765,0.012860794551670551,0.010837421286851168,0.0004336026613600552,0.012863398529589176,0.011425160337239504,0.00043407769408077,0.012866135220974684,0.009649890940636396,0.0004342372703831643
350,detached_warmup,0.10284824669361115,2.340946912765503,2e-05,1e-05,5e-07,0.014217210467904806,0.010518038179725409,0.0004725548205897212,0.01421362953260541,0.011272812495008111,0.00047335978888440877,0.014209951274096966,0.011272760573774576,0.0004738987045129761,0.014206470921635628,0.011043338803574443,0.00047422241186723113
351,detached_warmup,0.7138195782899857,3.2224280834198,2e-05,1e-05,5e-07,0.1377500332891941,0.04838220216333866,0.0007535258482675999,0.13775294087827206,0.049106807447969913,0.0007539112702943385,0.137755760923028,0.030603570863604546,0.0007540470396634191,0.13775859959423542,0.0316942660138011,0.0007539192738477141
352,detached_warmup,0.06926174834370613,2.7261409759521484,2e-05,1e-05,5e-07,0.010378278326243162,0.006577319465577602,0.00033768809225875884,0.010374310426414013,0.006812787381932139,0.00033852222259156406,0.010370350442826748,0.006544289644807577,0.00033919660199899226,0.010366418631747365,0.006483121309429407,0.0003394644445506856
353,detached_warmup,0.06475687772035599,3.0965089797973633,2e-05,1e-05,5e-07,0.00979709648527205,0.005912960506975651,0.0003363799332873896,0.009784535737708211,0.005848580505698919,0.00033780608646338806,0.009771951707080007,0.006641003070399165,0.00033900325797731057,0.009759345324710011,0.005888601299375296,0.00033961755980271846
354,detached_warmup,0.42701996862888336,2.2499337196350098,2e-05,1e-05,5e-07,0.07592164957895875,0.018957980442792177,0.0007046996324788779,0.07591601647436619,0.042064766865223646,0.0007048545521683991,0.07591033726930618,0.04063392383977771,0.0007048011175356805,0.07590468879789114,0.018891548737883568,0.0007046790851745754
355,detached_warmup,0.12178726494312286,5.086052894592285,2e-05,1e-05,5e-07,0.017062445171177387,0.011146459728479385,0.00046614784514531493,0.017064901534467936,0.011731635313481092,0.0004667757893912494,0.0170673462562263,0.013974062632769346,0.0004671279602916911,0.01706994930282235,0.014803295955061913,0.00046711986942682415
356,detached_warmup,0.1000850461423397,2.0461020469665527,2e-05,1e-05,5e-07,0.013510221615433693,0.01482560089789331,0.0003291236498625949,0.013525533024221659,0.0071322801522910595,0.0003312813496449962,0.013540811371058226,0.01536303828470409,0.0003326255246065557,0.013556140474975109,0.007305232807993889,0.00033315917244181037
357,detached_warmup,0.07722753286361694,2.100813627243042,2e-05,1e-05,5e-07,0.010716954246163368,0.008128942921757698,0.00040043002809397876,0.010723590850830078,0.008328634779900312,0.0004018609179183841,0.010730836540460587,0.007935675792396069,0.0004027407121611759,0.010737673845142126,0.0083167077973485,0.0004034875310026109
358,detached_warmup,0.2818189263343811,2.417515754699707,2e-05,1e-05,5e-07,0.03906082734465599,0.02597168553620577,0.0006872340745758265,0.039063289761543274,0.038106237538158894,0.0006881171138957143,0.039065904915332794,0.025671858340501785,0.0006885750917717814,0.03906867187470198,0.03305793087929487,0.0006885896436870098
359,detached_warmup,0.058031558990478516,1.4557143449783325,2e-05,1e-05,5e-07,0.007793167373165488,0.006560094654560089,0.0003234099131077528,0.0077942896168679,0.006274045445024967,0.0003256385098211467,0.007795580429956317,0.006306258495897055,0.00032714667031541467,0.0077968137338757515,0.006407062290236354,0.0003280522214481607
360,detached_warmup,0.08703549206256866,1.875516653060913,2e-05,1e-05,5e-07,0.011151396669447422,0.010052351979538798,0.0004058603954035789,0.011155658401548862,0.009995918022468686,0.0004069162823725492,0.011160177178680897,0.010349458316341043,0.00040759099647402763,0.011164752300828695,0.010377392871305346,0.0004080163489561528
361,detached_warmup,0.08386009931564331,1.821994423866272,2e-05,1e-05,5e-07,0.011408794205635786,0.00952552491798997,0.0004168508748989552,0.01140557136386633,0.008338913088664412,0.0004175075300736353,0.01140226935967803,0.009358827490359545,0.0004181085532763973,0.011399034410715103,0.009350046515464783,0.0004186519072391093
362,detached_warmup,0.10968530923128128,2.546278715133667,2e-05,1e-05,5e-07,0.015834306133911014,0.010844439966604114,0.0004356344434199855,0.0158410279545933,0.011790387332439423,0.00043757157982327044,0.015847674570977688,0.010774516267701983,0.0004388452653074637,0.01585451909340918,0.011147241806611419,0.00043914692651014775
363,detached_warmup,0.13634639233350754,3.0927481651306152,2e-05,1e-05,5e-07,0.02343533607199788,0.009750742465257645,0.000415937538491562,0.023443341720849276,0.010814820881932974,0.0004168098093941808,0.023451469838619232,0.009949457831680775,0.00041735157719813287,0.02345946291461587,0.010374224744737148,0.0004174329078523442
364,detached_warmup,0.05400875210762024,1.5092597007751465,2e-05,1e-05,5e-07,0.006901381304487586,0.00656825490295887,0.00033273527515120804,0.006909525720402598,0.005989807657897472,0.0003347217425471172,0.006917920894920826,0.006349264178425074,0.0003364629374118522,0.006926550297066569,0.006104842061176896,0.00033728519338183105
365,detached_warmup,0.12628953158855438,1.2180981636047363,2e-05,1e-05,5e-07,0.014114778023213148,0.016482084523886442,0.0006317244260571897,0.014117326121777296,0.016221240162849426,0.0006325373251456767,0.014119714964181185,0.016191832721233368,0.0006331657205009833,0.014122183434665203,0.01838961336761713,0.0006333205092232674
366,detached_warmup,0.08247320353984833,1.5871379375457764,2e-05,1e-05,5e-07,0.010504030156880617,0.009830263908952475,0.0004270093486411497,0.010504497797228396,0.00966655625961721,0.0004287537085474469,0.010505026555620134,0.00970646203495562,0.00042989597568521276,0.010505668469704688,0.00953448354266584,0.00043055679998360574
367,detached_warmup,0.12709057331085205,1.4643172025680542,2e-05,1e-05,5e-07,0.01483513554558158,0.016174478456377983,0.0005200941814109683,0.01483214134350419,0.016584397526457906,0.0005208196380408481,0.014829525724053383,0.01642251736484468,0.0005212555697653443,0.014826742466539145,0.016502372920513153,0.0005210859817452729
368,detached_warmup,0.06384507194161415,2.127173900604248,2e-05,1e-05,5e-07,0.008310829289257526,0.0074214783962816,0.0004060060891788453,0.008314734091982245,0.006836781045421958,0.00040766544407233596,0.008318670792505145,0.007138393586501479,0.0004084760003024712,0.008322679670527577,0.007550254464149475,0.00040910247480496764
369,detached_warmup,0.10412625968456268,2.301100492477417,2e-05,1e-05,5e-07,0.012508145067840815,0.013259693281725049,0.0005735692684538662,0.012504380661994219,0.012443826301023364,0.0005742897919844836,0.012500805780291557,0.01210632105357945,0.0005748181283706799,0.012496808543801308,0.014008753700181842,0.0005748500698246062
370,detached_warmup,0.40024319291114807,3.6259851455688477,2e-05,1e-05,5e-07,0.06752520613372326,0.020494967699050903,0.000683372825733386,0.0675281910225749,0.033607021905481815,0.000683585021761246,0.06753106880933046,0.03473192220553756,0.0006836800603196025,0.06753391679376364,0.03855662886053324,0.0006836316897533834
371,detached_warmup,0.09160332381725311,2.2219719886779785,2e-05,1e-05,5e-07,0.01160309324041009,0.01119430735707283,0.00045099180715624243,0.011606201995164156,0.010853465646505356,0.00045209935342427343,0.011609346605837345,0.010729703353717923,0.0004526628472376615,0.011612510308623314,0.010586126009002328,0.00045280939957592636
372,detached_warmup,0.5590624287724495,3.3133208751678467,2e-05,1e-05,5e-07,0.10883704572916031,0.036130926571786404,0.0008167508931364864,0.10884128278121352,0.022926862351596355,0.0008171709778252989,0.10884551936760545,0.02398107899352908,0.0008173722308129072,0.10884984070435166,0.03738123318180442,0.0008173180685844272
373,detached_warmup,0.10559866577386856,0.9488349556922913,2e-05,1e-05,5e-07,0.011338421376422048,0.014940984547138214,0.0004241658461978659,0.01133917667903006,0.01687104720622301,0.00042472072527743876,0.011340028140693903,0.011687048245221376,0.00042508652404649183,0.011340951081365347,0.01504166703671217,0.00042536985711194575
374,detached_warmup,0.05945122055709362,2.932253122329712,2e-05,1e-05,5e-07,0.008324888534843922,0.006470842752605677,0.00033713356242515147,0.008329621283337474,0.00657301489263773,0.0003379853587830439,0.008334164042025805,0.005309342173859477,0.00033866539888549596,0.008338966174051166,0.0064175184816122055,0.00033907491888385266
375,detached_warmup,0.09693611040711403,2.8740270137786865,2e-05,1e-05,5e-07,0.012749644927680492,0.010953227989375591,0.0004970603622496128,0.012744606705382466,0.01096790749579668,0.0004977720964234322,0.012739743571728468,0.011118056252598763,0.000498216861160472,0.01273492444306612,0.010936420410871506,0.0004985246632713825
376,detached_warmup,0.11353258043527603,1.621923565864563,2e-05,1e-05,5e-07,0.013586996588855982,0.015010146424174309,0.0004998158547095954,0.013591740746051073,0.014549787156283855,0.0005008275911677629,0.013596525881439447,0.012556878384202719,0.000501446396810934,0.013601301237940788,0.015035984106361866,0.0005011356843169779
377,detached_warmup,0.10755405202507973,2.0797407627105713,2e-05,1e-05,5e-07,0.013922596350312233,0.01212697522714734,0.00041504233377054334,0.013923728372901678,0.014305341057479382,0.00041557493386790156,0.013925074134021997,0.012340368703007698,0.0004159841046202928,0.013926212675869465,0.011421102564781904,0.00041605369187891483
378,detached_warmup,0.06145568564534187,2.821672201156616,2e-05,1e-05,5e-07,0.008719251956790686,0.007550925249233842,0.00033247072133235633,0.008718118071556091,0.005792820127680898,0.00033348536817356944,0.0087170519400388,0.005996833788231015,0.0003343271091580391,0.008716013748198748,0.005909261293709278,0.00033512334630358964
379,detached_warmup,0.11794538795948029,1.0681278705596924,2e-05,1e-05,5e-07,0.01202700287103653,0.01639434602111578,0.0006897681159898639,0.012029640842229128,0.016253705602139235,0.0006899153668200597,0.012032436672598124,0.016475917771458626,0.0006901032174937427,0.012035111896693707,0.017937425058335066,0.0006900139269419014
380,detached_warmup,0.09527237713336945,1.5054842233657837,2e-05,1e-05,5e-07,0.011726887198165059,0.011770663782954216,0.0004779862065333873,0.011731768492609262,0.010738502955064178,0.000478476460557431,0.011736733140423894,0.012137291254475713,0.0004787825309904292,0.011741681955754757,0.011774683371186256,0.00047891875146888196
381,detached_warmup,0.4808773696422577,4.747884750366211,2e-05,1e-05,5e-07,0.08564576879143715,0.019984147045761347,0.0007964283868204802,0.08564805868081748,0.04643177520483732,0.0007967185229063034,0.08565043332055211,0.0190226670820266,0.0007968881982378662,0.08565278025344014,0.04965486330911517,0.0007968508580233902
382,detached_warmup,0.5495261996984482,2.908966541290283,2e-05,1e-05,5e-07,0.10334591520950198,0.027906628791242838,0.00109798094490543,0.10332121467217803,0.035841249860823154,0.0010980251245200634,0.10331781907007098,0.041404678486287594,0.0010979849903378636,0.10331430518999696,0.02668258361518383,0.0010978167701978236
383,detached_warmup,0.11871971189975739,2.563131809234619,2e-05,1e-05,5e-07,0.013809848576784134,0.014371694065630436,0.0005573840317083523,0.013808511663228273,0.015795675106346607,0.0005573048256337643,0.013807311654090881,0.015341567806899548,0.0005572645750362426,0.013806028757244349,0.015749981626868248,0.0005571372021222487
384,detached_warmup,0.11158418655395508,1.1252222061157227,2e-05,1e-05,5e-07,0.014506056439131498,0.014795162715017796,0.0004236893873894587,0.014507135841995478,0.014242300298064947,0.00042443841812200844,0.01450818544253707,0.011033278424292803,0.00042494073568377644,0.014509121887385845,0.011784787755459547,0.00042509016930125654
385,detached_warmup,0.11477863043546677,1.6312421560287476,2e-05,1e-05,5e-07,0.014953507576137781,0.013607139233499765,0.0004890025447821245,0.014955461490899324,0.013551935320720077,0.0004895311576547101,0.014957272913306952,0.01289305742830038,0.0004898514307569712,0.014959208201617002,0.012942636152729392,0.0004900279745925218
386,detached_warmup,0.06826930493116379,1.6416113376617432,2e-05,1e-05,5e-07,0.008591171819716692,0.008245186414569616,0.0003852190711768344,0.00859114434570074,0.008280130103230476,0.00038598751416429877,0.008591173216700554,0.00846835132688284,0.0003866535553243011,0.008591129444539547,0.007366357138380408,0.0003868028725264594
387,detached_warmup,0.08309391513466835,1.7965960502624512,2e-05,1e-05,5e-07,0.011586597189307213,0.00874704890884459,0.0003476407582638785,0.01158546656370163,0.008038278901949525,0.0003482959291432053,0.011584295891225338,0.009794205660000443,0.00034871144453063607,0.011583230458199978,0.008781093871220946,0.00034905046049971133
388,detached_warmup,0.11999479681253433,3.7268991470336914,2e-05,1e-05,5e-07,0.018820934928953648,0.011897417716681957,0.0003544469509506598,0.01882423833012581,0.009904588339850307,0.00035488912544678897,0.0188274085521698,0.011499964632093906,0.0003553031856426969,0.01883044233545661,0.009969596518203616,0.0003555659932317212
389,detached_warmup,0.05142661835998297,1.0711374282836914,2e-05,1e-05,5e-07,0.00665378978010267,0.006343041895888746,0.00032789343094918877,0.006653600023128092,0.005656025372445583,0.0003305705904494971,0.006653491058386862,0.0057599046267569065,0.0003327657177578658,0.006653358461335301,0.005728381336666644,0.00033379491651430726
390,detached_warmup,0.0643752682954073,1.3887704610824585,2e-05,1e-05,5e-07,0.008086428279057145,0.007835252210497856,0.00037456346035469323,0.008091391064226627,0.007026059320196509,0.0003756681617232971,0.008096289355307817,0.007927300408482552,0.0003762315391213633,0.008101232349872589,0.007708427961915731,0.0003764283756026998
391,detached_warmup,0.11450906842947006,6.012191295623779,2e-05,1e-05,5e-07,0.018998155603185296,0.009312552167102695,0.000353518029442057,0.018999206135049462,0.010072405682876706,0.0003543744096532464,0.019000348867848516,0.008505479898303747,0.00035503055551089346,0.019001534674316645,0.009201052132993937,0.0003554169670678675
392,detached_warmup,0.30020077526569366,2.7222912311553955,2e-05,1e-05,5e-07,0.05201583169400692,0.021939759142696857,0.000838390231365338,0.05201337765902281,0.022835703566670418,0.0008384777465835214,0.05201089847832918,0.022572350688278675,0.0008385983819607645,0.05200851894915104,0.021450310945510864,0.0008385581895709038
393,detached_warmup,0.08329429849982262,1.9530457258224487,2e-05,1e-05,5e-07,0.010505819460377097,0.010016923537477851,0.0004107233544345945,0.01050981949083507,0.009917366784065962,0.0004115371557418257,0.010513865621760488,0.010160484351217747,0.00041255219548474997,0.010517911985516548,0.009504494722932577,0.00041280000004917383
394,detached_warmup,0.08220944181084633,1.095611810684204,2e-05,1e-05,5e-07,0.009978159330785275,0.009837772231549025,0.0004675877862609923,0.009976905304938555,0.010313645470887423,0.00046929156815167516,0.009975653607398272,0.010281236842274666,0.0004706607141997665,0.009974682703614235,0.009992390871047974,0.00047145380813162774
395,detached_warmup,0.05618766322731972,3.6020162105560303,2e-05,1e-05,5e-07,0.008610763819888234,0.004643083200789988,0.00029096243088133633,0.008609457174316049,0.005929278442636132,0.0002918662503361702,0.008608296746388078,0.004696071147918701,0.0002926599991042167,0.008607227122411132,0.005314848385751247,0.0002931499475380406
396,detached_warmup,0.10132430493831635,1.8405150175094604,2e-05,1e-05,5e-07,0.012236936017870903,0.01203124038875103,0.0004982101818313822,0.012242438271641731,0.01324883196502924,0.0004984417610103264,0.012248107232153416,0.012742896098643541,0.0004987560969311744,0.012253753375262022,0.012325852178037167,0.000498837951454334
397,detached_warmup,0.1197429122403264,1.6203032732009888,2e-05,1e-05,5e-07,0.01280244067311287,0.016247025225311518,0.0004450472188182175,0.012804194469936192,0.016930991783738136,0.0004460449854377657,0.01280594477429986,0.015758925466798246,0.00044668240298051387,0.01280776981730014,0.017800755915232003,0.000447087615611963
398,detached_warmup,0.11439383774995804,0.9470363259315491,2e-05,1e-05,5e-07,0.011788337491452694,0.015194839797914028,0.0006574094441020861,0.01178994681686163,0.014951578807085752,0.0006578915345016867,0.011791714001446962,0.017670507077127695,0.0006583259964827448,0.011793410405516624,0.016781393438577652,0.0006584855873370543
399,detached_warmup,0.07991404458880424,1.3190653324127197,2e-05,1e-05,5e-07,0.01125899376347661,0.008334259036928415,0.0003874324611388147,0.011260564904659986,0.008128487505018711,0.00038804742507636547,0.011262317653745413,0.008315963670611382,0.00038849591510370374,0.011264095548540354,0.00853662472218275,0.0003887608036166057
400,detached_warmup,0.035314569249749184,0.8879975080490112,2e-05,1e-05,5e-07,0.0043387815821915865,0.004101125290617347,0.00026985177828464657,0.004338515922427177,0.004311925731599331,0.00027074549871031195,0.004338335245847702,0.004261381225660443,0.0002714702859520912,0.0043381755240261555,0.0042021810077130795,0.00027208105893805623
401,detached_warmup,0.09237033873796463,2.481755018234253,2e-05,1e-05,5e-07,0.01267023803666234,0.009823865024372935,0.0004198245005682111,0.012674720957875252,0.010300902184098959,0.0004202079144306481,0.012679210398346186,0.010193677386268973,0.0004205956356599927,0.012683740817010403,0.009662517346441746,0.00042083716834895313
402,detached_warmup,0.14675569534301758,1.834234595298767,2e-05,1e-05,5e-07,0.017938735894858837,0.017026511952280998,0.0006057437567505985,0.017937067430466413,0.018665525130927563,0.0006060763262212276,0.017935449723154306,0.01960413157939911,0.0006063388427719474,0.017933850176632404,0.017290045507252216,0.0006062220491003245
403,detached_warmup,0.13707341998815536,3.084885835647583,2e-05,1e-05,5e-07,0.017305248882621527,0.01431091083213687,0.0006305853603407741,0.017308362293988466,0.015415639150887728,0.0006304491544142365,0.017311460338532925,0.01780177466571331,0.0006302568363025784,0.01731455000117421,0.017784131690859795,0.0006300528912106529
404,detached_warmup,0.15798389166593552,3.495421886444092,2e-05,1e-05,5e-07,0.02460577804595232,0.01437429990619421,0.0004618507664417848,0.024609037674963474,0.01450987346470356,0.0004622677806764841,0.02461223304271698,0.014754450879991055,0.00046265433775261045,0.02461540512740612,0.01405322551727295,0.00046281859977170825
405,detached_warmup,0.05253320373594761,0.8580723404884338,2e-05,1e-05,5e-07,0.006179084302857518,0.006427542306482792,0.0003433214733377099,0.006179023301228881,0.006571562495082617,0.00034372239315416664,0.006179216783493757,0.006766286911442876,0.0003440525470068678,0.006179178366437554,0.0066759237088263035,0.00034428833168931305
406,detached_warmup,0.061067063361406326,2.575779914855957,2e-05,1e-05,5e-07,0.009487445466220379,0.005348402773961425,0.0003153760262648575,0.009487573057413101,0.0051053413189947605,0.0003155944577883929,0.009487723000347614,0.00625105039216578,0.00031584179669152945,0.009487784467637539,0.005148925120010972,0.0003160042251693085
407,detached_warmup,0.06509651988744736,1.4259566068649292,2e-05,1e-05,5e-07,0.007299740565940738,0.009249529801309109,0.000359084879164584,0.007298907032236457,0.008276654873043299,0.0003592506254790351,0.007298156153410673,0.008216187125071883,0.0003594628069549799,0.007297402946278453,0.008722684811800718,0.0003594591689761728
408,detached_warmup,0.06778785772621632,1.0809940099716187,2e-05,1e-05,5e-07,0.008756048744544387,0.007748461328446865,0.00037929585960227996,0.008755887392908335,0.007364833727478981,0.00037973240250721574,0.00875773630104959,0.008946364279836416,0.0003801857528742403,0.008759580319747329,0.007179449079558253,0.0003802832216024399
409,detached_warmup,0.04552564863115549,1.4262481927871704,2e-05,1e-05,5e-07,0.005783279542811215,0.0046855611726641655,0.00031706850859336555,0.0057883900590240955,0.005951899802312255,0.0003180879939463921,0.005793485790491104,0.005871972301974893,0.0003190964489476755,0.005798703525215387,0.004578401567414403,0.00031970307463780046
410,detached_warmup,0.09044969081878662,0.9376425743103027,2e-05,1e-05,5e-07,0.010766862891614437,0.011618576012551785,0.0005604763282462955,0.010770566761493683,0.011230810079723597,0.0005612040113192052,0.01077435351908207,0.011078748386353254,0.000561824010219425,0.010778052266687155,0.011186175979673862,0.0005620438023470342
411,detached_warmup,0.11707459017634392,4.058824062347412,2e-05,1e-05,5e-07,0.02118103252723813,0.008219319628551602,0.0003780093538807705,0.021179992239922285,0.007353877881541848,0.00037926167715340853,0.021179053466767073,0.007685704622417688,0.00038041285006329417,0.0211780802346766,0.007578775053843856,0.0003810725320363417
412,detached_warmup,0.04391645826399326,0.7931706309318542,2e-05,1e-05,5e-07,0.005141212255693972,0.0053014588775113225,0.0003123828355455771,0.005142869660630822,0.006323444424197078,0.00031440978636965156,0.0051445652497932315,0.00531692267395556,0.0003159619518555701,0.005146312876604497,0.00513990456238389,0.00031701422994956374
413,detached_warmup,0.06269020959734917,1.0204284191131592,2e-05,1e-05,5e-07,0.007321397075429559,0.007860249374061823,0.0004231384809827432,0.007324005709961057,0.007524742046371102,0.00042381171078886837,0.007326082326471806,0.00811765156686306,0.0004244682495482266,0.007328655105084181,0.008191040018573403,0.00042496781679801643
414,detached_warmup,0.21896068006753922,1.9455986022949219,2e-05,1e-05,5e-07,0.029032932594418526,0.02595706656575203,0.0008588915225118399,0.029034272767603397,0.02335790079087019,0.0008591618970967829,0.029035668820142746,0.025345182046294212,0.0008592404192313552,0.029036964289844036,0.024724270217120647,0.0008591289224568754
415,detached_warmup,0.10809643566608429,0.714929461479187,2e-05,1e-05,5e-07,0.013332213507965207,0.019999617245048285,0.0003279562370153144,0.013333438197150826,0.00631983857601881,0.00032904786348808557,0.013334691291674972,0.020676926244050264,0.0003300036769360304,0.013335965340957046,0.0064459682907909155,0.000330767928971909
416,detached_warmup,0.06625714898109436,1.2824784517288208,2e-05,1e-05,5e-07,0.006930573843419552,0.009794015437364578,0.0003412559744901955,0.006930175935849547,0.009875250980257988,0.0003415009705349803,0.006929834606125951,0.008105977671220899,0.0003418194246478379,0.006929457886144519,0.00939524732530117,0.00034204138501081616
417,detached_warmup,0.2510836496949196,1.535631537437439,2e-05,1e-05,5e-07,0.04513393249362707,0.01678316295146942,0.0006227372650755569,0.04513314878568053,0.014419172424823046,0.0006233926105778664,0.04513245774433017,0.015462800860404968,0.0006239476788323373,0.045131768099963665,0.021392740309238434,0.0006243772513698786
418,detached_warmup,0.10359431430697441,2.3116455078125,2e-05,1e-05,5e-07,0.015189665369689465,0.010250617284327745,0.00043921776523347944,0.01518806116655469,0.009880862198770046,0.000439961368101649,0.015186481876298785,0.010779828764498234,0.0004408268432598561,0.015184911899268627,0.010172515409067273,0.00044136344513390213
419,detached_warmup,0.07907429337501526,2.8865208625793457,2e-05,1e-05,5e-07,0.010620414279401302,0.008044534595683217,0.00040393922245129943,0.010616350919008255,0.008429172914475203,0.00040444612386636436,0.010612206533551216,0.009203072637319565,0.00040502200135961175,0.010608070995658636,0.009321627207100391,0.0004054353048559278
420,detached_warmup,0.05844999849796295,1.244559645652771,2e-05,1e-05,5e-07,0.006761708529666066,0.006821977440267801,0.00039920228300616145,0.006762642879039049,0.006545061245560646,0.00040042318869382143,0.006763899931684136,0.006862552836537361,0.0004017656610812992,0.006764539051800966,0.009563624858856201,0.00040260155219584703
421,detached_warmup,0.044848065823316574,1.4340791702270508,2e-05,1e-05,5e-07,0.006268496625125408,0.0042509251506999135,0.000267922441707924,0.006272367667406797,0.005011764355003834,0.0002688626991584897,0.006276244297623634,0.004476761911064386,0.000269845113507472,0.006280196597799659,0.004934070166200399,0.00027061032596975565
422,detached_warmup,0.06793945096433163,1.9481006860733032,2e-05,1e-05,5e-07,0.008701116079464555,0.00852547469548881,0.00036210205871611834,0.0087053042370826,0.00963451387360692,0.0003628079721238464,0.008709477260708809,0.006749643012881279,0.00036349191213957965,0.008714709896594286,0.006746636005118489,0.00036417310184333473
423,detached_warmup,0.052369462326169014,1.1544296741485596,2e-05,1e-05,5e-07,0.005262334598228335,0.008282121270895004,0.00031283992575481534,0.005263612838461995,0.007891734363511205,0.00031310305348597467,0.005264992127195001,0.00749868736602366,0.00031329208286479115,0.005266353255137801,0.0063869531732052565,0.000313437805743888
424,detached_warmup,0.06705925613641739,2.069005250930786,2e-05,1e-05,5e-07,0.00893490039743483,0.008235096000134945,0.0003385189484106377,0.008935054764151573,0.006759864278137684,0.00033936070394702256,0.00893528200685978,0.007841033861041069,0.00034023489570245147,0.008935613557696342,0.007123383693397045,0.00034091419365722686
425,detached_warmup,0.1298636794090271,3.2139761447906494,2e-05,1e-05,5e-07,0.016012342646718025,0.016852546948939562,0.0004896578029729426,0.01600946905091405,0.01707435864955187,0.000490065140184015,0.01600673794746399,0.013286749832332134,0.0004907367256237194,0.01600406924262643,0.016655853483825922,0.0004910899151582271
426,detached_warmup,0.7905570194125175,1.0346146821975708,2e-05,1e-05,5e-07,0.15343147842213511,0.02723770448938012,0.000861040738527663,0.15343119716271758,0.06312802573665977,0.0008613489917479455,0.15343088237568736,0.058541507460176945,0.0008619209111202508,0.15343064535409212,0.024478951934725046,0.0008623198373243213
427,detached_warmup,0.06037200428545475,1.262027621269226,2e-05,1e-05,5e-07,0.007922374876216054,0.007119348272681236,0.00035275401023682207,0.007923269062303007,0.006517092930153012,0.00035393203143030405,0.007924282108433545,0.006884220754727721,0.000355192125425674,0.00792543904390186,0.006737689254805446,0.00035640777787193656
428,detached_warmup,0.7759800404310226,1.117024302482605,2e-05,1e-05,5e-07,0.14049309957772493,0.06853100284934044,0.001107970834709704,0.14048899617046118,0.07391836121678352,0.0011076717055402696,0.14048516936600208,0.0343630351126194,0.0011075440561398864,0.14048130810260773,0.03278861567378044,0.001107264804886654
429,detached_warmup,0.509710393846035,1.6205109357833862,2e-05,1e-05,5e-07,0.09028799366205931,0.02208109200000763,0.0007617083028890193,0.09028304135426879,0.05183948576450348,0.000762194104027003,0.09027814632281661,0.023105568252503872,0.0007630783948116004,0.09027333231642842,0.04851112375035882,0.0007636202353751287
430,detached_warmup,0.1416189707815647,2.781903028488159,2e-05,1e-05,5e-07,0.019471459090709686,0.02197714103385806,0.0004344181506894529,0.019474939443171024,0.01029793405905366,0.00043554860167205334,0.019478680565953255,0.008907527895644307,0.00043714308412745595,0.01948250876739621,0.02078336733393371,0.0004383004561532289
431,detached_warmup,0.12237121537327766,1.3128315210342407,2e-05,1e-05,5e-07,0.012808945495635271,0.016594303771853447,0.0006244848773349077,0.012809554114937782,0.016621568705886602,0.0006255558982957155,0.012810221407562494,0.016798777971416712,0.0006271100137382746,0.012811000924557447,0.01861126022413373,0.0006284304545260966
