step,stage,loss,grad_norm,lr_ssr,lr_heads,lr_backbone,base/k1/global,base/k1/local,base/k1/edge,refined/k1/global,refined/k1/local,refined/k1/edge,refined/k2/global,refined/k2/local,refined/k2/edge,refined/k3/global,refined/k3/local,refined/k3/edge
21,detached_warmup,0.10925720259547234,0.805528461933136,2e-05,1e-05,0.0,0.01459646038711071,0.012258872855454683,0.0004644412256311625,0.014593679457902908,0.01247486937791109,0.0004660187987610698,0.014590940903872252,0.012315459083765745,0.00046892950194887817,0.014588281512260437,0.011967089027166367,0.0004721598816104233
22,detached_warmup,0.1354495733976364,0.7051661610603333,2e-05,1e-05,0.0,0.020033428445458412,0.013442724477499723,0.0005211248790146783,0.020035316236317158,0.011876814067363739,0.0005236185097601265,0.020037149079144,0.012558104936033487,0.0005276009032968432,0.02003905363380909,0.015323162078857422,0.0005314731388352811
23,detached_warmup,0.1283496618270874,0.8211057782173157,2e-05,1e-05,0.0,0.01796386670321226,0.014418697450309992,0.000503804738400504,0.017961527220904827,0.012720800004899502,0.0005055165675003082,0.01795927807688713,0.013087295461446047,0.0005083803698653355,0.017957045696675777,0.014252090826630592,0.0005113559163874015
24,detached_warmup,0.08490723557770252,0.967177152633667,2e-05,1e-05,0.0,0.01272910158149898,0.007674417458474636,0.00035119365202263,0.01272937236353755,0.008500878931954503,0.00035306245263200253,0.012730232207104564,0.008298476692289114,0.0003557686577551067,0.01273017912171781,0.008095998782664537,0.00035855207534041256
25,detached_warmup,0.10828365013003349,0.7664178609848022,2e-05,1e-05,0.0,0.01563692418858409,0.01091297622770071,0.0004648893518606201,0.015638904180377722,0.011169507168233395,0.0004674867232097313,0.01564326649531722,0.010817093309015036,0.00047101377276703715,0.015643199905753136,0.010943908710032701,0.00047448092664126307
26,detached_warmup,0.0945378765463829,1.143694281578064,2e-05,1e-05,0.0,0.014881744515150785,0.008262882940471172,0.0004144948616158217,0.014882895397022367,0.008562133181840181,0.0004167495062574744,0.014884154545143247,0.008324105758219957,0.00042003285489045084,0.01488551334477961,0.00817981199361384,0.00042335662874393165
27,detached_warmup,0.20337403565645218,1.4072571992874146,2e-05,1e-05,0.0,0.032165068201720715,0.019271177239716053,0.000597264792304486,0.032178765162825584,0.016795175150036812,0.0005994759558234364,0.0321925412863493,0.018106562085449696,0.0006019481515977532,0.032206266187131405,0.01805531233549118,0.0006044790789019316
28,detached_warmup,0.22566021233797073,1.1927648782730103,2e-05,1e-05,0.0,0.032236894592642784,0.025084877386689186,0.0006097065343055874,0.0322440667077899,0.023949183523654938,0.000611679395660758,0.03225115220993757,0.023523494601249695,0.0006148202519398183,0.03225819021463394,0.021658281795680523,0.0006178768817335367
29,detached_warmup,0.11202773079276085,0.6556717753410339,2e-05,1e-05,0.0,0.013691422995179892,0.012407834408804774,0.0005662852781824768,0.013693120330572128,0.014516693772748113,0.000567591268918477,0.013694808352738619,0.013220482040196657,0.0005695053696399555,0.013696541078388691,0.01483211969025433,0.0005713257123716176
30,detached_warmup,0.0702150110155344,0.9817993640899658,2e-05,1e-05,0.0,0.009707265999168158,0.007022693054750562,0.00035127910086885095,0.009707460878416896,0.007892291760072112,0.00035256188130006194,0.009707631077617407,0.0071533676236867905,0.0003542693011695519,0.00970780709758401,0.007902378449216485,0.00035600457340478897
31,detached_warmup,0.111580990254879,1.2315757274627686,2e-05,1e-05,0.0,0.014348691329360008,0.012391281314194202,0.00048350985161960125,0.01435721106827259,0.013269240967929363,0.00048415755736641586,0.014365799259394407,0.013892934657633305,0.00048505698214285076,0.014374410267919302,0.012642632238566875,0.0004860682238359004
32,detached_warmup,0.10950940102338791,0.8707742691040039,2e-05,1e-05,0.0,0.013155881315469742,0.013320799451321363,0.0005535257078008726,0.013155099470168352,0.0142791667021811,0.0005541202408494428,0.013154367450624704,0.013998207869008183,0.0005548124318011105,0.013153605163097382,0.013074279995635152,0.0005555414973059669
33,detached_warmup,0.1019505113363266,1.1361424922943115,2e-05,1e-05,0.0,0.014949721284210682,0.010881271678954363,0.0004812419065274298,0.014949892647564411,0.009727653115987778,0.0004817500594072044,0.014949992764741182,0.009932639775797725,0.0004824055504286662,0.01495009707286954,0.009680825285613537,0.00048302118375431746
34,detached_warmup,0.09660262987017632,0.5008503794670105,2e-05,1e-05,0.0,0.014135206583887339,0.009110534563660622,0.00041755533311516047,0.014133458957076073,0.01102852076292038,0.0004183221608400345,0.014131729025393724,0.009188368916511536,0.00041946370038203895,0.014129964634776115,0.009068910032510757,0.00042059412226080894
35,detached_warmup,0.06138840317726135,0.7467307448387146,2e-05,1e-05,0.0,0.009194552199915051,0.00522438099142164,0.00035593551001511514,0.009189658565446734,0.005577451433055103,0.0003569287364371121,0.009184848982840776,0.0065759229473769665,0.00035826658131554723,0.009180014254525304,0.005831215530633926,0.00035922469396609813
36,detached_warmup,0.21190736815333366,1.3746446371078491,2e-05,1e-05,0.0,0.028186568524688482,0.025067277252674103,0.0005121923750266433,0.028195584658533335,0.023125155363231897,0.0005126284377183765,0.02820449136197567,0.02515127696096897,0.0005134168459335342,0.02821351308375597,0.023711050860583782,0.0005141989386174828
37,detached_warmup,0.09031311050057411,0.6342527866363525,2e-05,1e-05,0.0,0.012173134833574295,0.012116480618715286,0.00033344940311508253,0.012173663126304746,0.007901263423264027,0.0003340651892358437,0.012174209812656045,0.008940176572650671,0.000334820659190882,0.012174749514088035,0.011321587953716516,0.00033551127125974745
38,detached_warmup,0.5581375360488892,0.8542181849479675,2e-05,1e-05,0.0,0.10850105434656143,0.02173308376222849,0.0009601573401596397,0.10850336868315935,0.02163711516186595,0.0009605567320249975,0.10850558988749981,0.038097682408988476,0.0009609775734134018,0.10850796662271023,0.03880852600559592,0.0009614511218387634
39,detached_warmup,0.10699905455112457,1.2823089361190796,2e-05,1e-05,0.0,0.016236415598541498,0.01047726720571518,0.00045483488065656275,0.016228085849434137,0.010032142978161573,0.0004559094668366015,0.016219798009842634,0.009397307876497507,0.0004574667545966804,0.01621152739971876,0.010369181167334318,0.0004591146862367168
40,detached_warmup,0.15527696907520294,0.6396870017051697,2e-05,1e-05,0.0,0.017847079783678055,0.020548906177282333,0.0006737250369042158,0.017846801318228245,0.020589109044522047,0.0006744672718923539,0.017846574541181326,0.020034665940329432,0.0006758755480404943,0.017846732400357723,0.020015587797388434,0.0006774472130928189
41,detached_warmup,0.13140546716749668,1.0807255506515503,2e-05,1e-05,0.0,0.018866860307753086,0.015160039300099015,0.0005227578512858599,0.01887069270014763,0.012969505041837692,0.0005236916767898947,0.018874624278396368,0.01245330972597003,0.00052492104441626,0.01887849811464548,0.013234357698820531,0.0005261992919258773
42,detached_warmup,0.08084096387028694,0.6144664287567139,2e-05,1e-05,0.0,0.009899345692247152,0.009379750117659569,0.00042682916682679206,0.00989931309595704,0.00940921250730753,0.0004280093708075583,0.00989937037229538,0.010168819222599268,0.0004294993123039603,0.00989957107231021,0.010570283979177475,0.0004309618379920721
43,detached_warmup,0.7219675630331039,0.7788841724395752,2e-05,1e-05,0.0,0.12404363043606281,0.04957369156181812,0.0012216225732117891,0.12404471822082996,0.05492113344371319,0.0012219706259202212,0.12404681369662285,0.0685916319489479,0.0012222997611388564,0.12404660694301128,0.04781088978052139,0.0012225813698023558
44,detached_warmup,0.2188021019101143,0.9304386377334595,2e-05,1e-05,0.0,0.027413317933678627,0.026178608648478985,0.0006128220120444894,0.02741648443043232,0.026922368444502354,0.0006136565352790058,0.027419733814895153,0.022890708409249783,0.0006146646628621966,0.027422921732068062,0.03068115096539259,0.0006156662711873651
45,detached_warmup,0.14197128266096115,0.9190230369567871,2e-05,1e-05,0.0,0.022469718009233475,0.012676916550844908,0.0005462487315526232,0.022471030242741108,0.012619527522474527,0.000547129224287346,0.0224723806604743,0.01173345884308219,0.0005481930274982005,0.02247373852878809,0.012863769195973873,0.0005491768824867904
46,detached_warmup,0.5675538666546345,1.1116575002670288,2e-05,1e-05,0.0,0.1049177497625351,0.026613461319357157,0.001047456607921049,0.10492400452494621,0.028552685864269733,0.001048009071382694,0.10493032820522785,0.06233637221157551,0.0010484674130566418,0.10493667609989643,0.02614967105910182,0.0010489941632840782
47,detached_warmup,0.060629863291978836,0.6960614919662476,2e-05,1e-05,0.0,0.008288184180855751,0.007153573562391102,0.0003178757324349135,0.008285888470709324,0.006209874525666237,0.00031925784423947334,0.008283642586320639,0.006205775192938745,0.00032055382325779647,0.008281449088826776,0.006642066058702767,0.00032172050850931555
48,detached_warmup,0.057586465030908585,0.8650842905044556,2e-05,1e-05,0.0,0.009187182411551476,0.005441004526801407,0.0002623730251798406,0.009185866452753544,0.004662463441491127,0.0002633742187754251,0.009184625698253512,0.004885761416517198,0.000264499984041322,0.009183438727632165,0.004800244816578925,0.0002656301512615755
49,detached_warmup,0.12166781350970268,0.5795795321464539,2e-05,1e-05,0.0,0.01312091201543808,0.017731950851157308,0.0005916402442380786,0.013122053118422627,0.0149534298107028,0.0005922509299125522,0.01312327547930181,0.017014289740473032,0.000593039469094947,0.013124627992510796,0.017106469720602036,0.0005938792455708608
50,detached_warmup,0.12736278772354126,1.3014434576034546,2e-05,1e-05,0.0,0.02214125730097294,0.009789183735847473,0.0004427958629094064,0.02213730476796627,0.009481805842369795,0.0004434415022842586,0.02213338389992714,0.008060301188379526,0.0004441975470399484,0.022129476070404053,0.009714691434055567,0.0004449482075870037
51,detached_warmup,0.13127520307898521,1.6124967336654663,2e-05,1e-05,0.0,0.019454837776720524,0.01282957848161459,0.0004972666793037206,0.0194541085511446,0.012877929490059614,0.000497978791827336,0.019453365355730057,0.013085846789181232,0.000498822279041633,0.01945246197283268,0.012673311866819859,0.0004996952484361827
52,detached_warmup,0.09373185783624649,1.4366215467453003,2e-05,1e-05,0.0,0.014241772703826427,0.008696185890585184,0.000339493592036888,0.01423732191324234,0.009416319895535707,0.0003404384187888354,0.014232904650270939,0.007990072015672922,0.00034161908843088895,0.014228542800992727,0.009324595332145691,0.00034258930827490985
53,detached_warmup,0.08821209892630577,0.4923921823501587,2e-05,1e-05,0.0,0.012034368701279163,0.00877570454031229,0.0004406004445627332,0.012034232029691339,0.010038611013442278,0.0004419549077283591,0.012034155894070864,0.00955027574673295,0.0004436199087649584,0.012034071842208505,0.009939282666891813,0.0004452199209481478
54,detached_warmup,0.06831551343202591,0.9187266230583191,2e-05,1e-05,0.0,0.008756875293329358,0.007844958454370499,0.0003993380523752421,0.008760271361097693,0.007895883405581117,0.00040087150409817696,0.008763730525970459,0.007938342401757836,0.0004027807299280539,0.00876719388179481,0.007980833761394024,0.00040443730540573597
55,detached_warmup,0.18237223476171494,0.8855797648429871,2e-05,1e-05,0.0,0.02666671434417367,0.02993163652718067,0.0005573530506808311,0.026668213307857513,0.013898411765694618,0.0005583314050454646,0.02666999539360404,0.014844678808003664,0.000559552529011853,0.026671423111110926,0.014785140752792358,0.000560778149520047
56,detached_warmup,0.09095041826367378,1.1448942422866821,2e-05,1e-05,0.0,0.013540203683078289,0.008783332072198391,0.0003884999605361372,0.013545347843319178,0.0087108772713691,0.0003894799156114459,0.013551332522183657,0.008979189209640026,0.00039079569978639483,0.013555693440139294,0.008723751408979297,0.00039191439282149076
57,detached_warmup,0.06026826426386833,1.2564947605133057,2e-05,1e-05,0.0,0.008822049014270306,0.006025177659466863,0.0002962716098409146,0.008825011551380157,0.006150152999907732,0.0002979034907184541,0.008828273974359035,0.005718112224712968,0.0002995163667947054,0.008831406943500042,0.005873749265447259,0.0003006392653333023
58,detached_warmup,0.10284782387316227,1.177640676498413,2e-05,1e-05,0.0,0.014135298319160938,0.014304019277915359,0.00036256364546716213,0.014137053396552801,0.007501516491174698,0.0003635260072769597,0.014138871803879738,0.015466758515685797,0.0003645938995759934,0.014140748884528875,0.007567354012280703,0.0003655230684671551
59,detached_warmup,0.10894427448511124,0.6013911366462708,2e-05,1e-05,0.0,0.01458378229290247,0.012147113680839539,0.0005047290469519794,0.014581213239580393,0.012180203571915627,0.0005057018424849957,0.01457867119461298,0.012642311863601208,0.000506743133882992,0.014576083049178123,0.011630085296928883,0.0005076278030173853
60,detached_warmup,0.17775286734104156,0.6933058500289917,2e-05,1e-05,0.0,0.022000121884047985,0.022715507075190544,0.0006314506463240832,0.022001110948622227,0.02317953109741211,0.0006322177941910923,0.02200213260948658,0.019070846028625965,0.0006330439646262676,0.022003128193318844,0.0222500367090106,0.0006337394006550312
61,detached_warmup,0.0978994071483612,0.8613117337226868,2e-05,1e-05,0.0,0.01320322509855032,0.01198080531321466,0.0004097602504771203,0.013201972004026175,0.012319381348788738,0.00041089938895311207,0.013200690038502216,0.011209876742213964,0.0004120023222640157,0.013199534267187119,0.0079383107367903,0.00041294765833299607
62,detached_warmup,0.12376286089420319,0.7250609397888184,2e-05,1e-05,0.0,0.014623535796999931,0.014619696885347366,0.0005920168478041887,0.014622153714299202,0.015168614685535431,0.0005929051985731348,0.01462077721953392,0.017509350087493658,0.0005937475943937898,0.01461944542825222,0.015606080647557974,0.0005945357261225581
63,detached_warmup,0.08277616277337074,1.119706630706787,2e-05,1e-05,0.0,0.010908081196248531,0.008608493488281965,0.0004028184775961563,0.010906608309596777,0.00851099332794547,0.0004040342610096559,0.010905148461461067,0.010117587633430958,0.0004051052237628028,0.010903737507760525,0.010297542903572321,0.00040601160435471684
64,detached_warmup,0.1242893896996975,1.2589157819747925,2e-05,1e-05,0.0,0.017041807062923908,0.012148946523666382,0.0005109041812829673,0.017034162767231464,0.013096306473016739,0.0005119370034663007,0.017026853747665882,0.016209358349442482,0.0005130477948114276,0.017019503749907017,0.012662574648857117,0.0005139867134857923
65,detached_warmup,0.09266313537955284,1.1311932802200317,2e-05,1e-05,0.0,0.013322670012712479,0.009549636859446764,0.00048047699965536594,0.013319361954927444,0.009033905109390616,0.00048177168355323374,0.013316024094820023,0.009200435131788254,0.0004831494443351403,0.013312758412212133,0.009678707923740149,0.00048423578846268356
66,detached_warmup,0.1932830959558487,1.3680787086486816,2e-05,1e-05,0.0,0.025410663336515427,0.023837096989154816,0.0005953367799520493,0.02541755558922887,0.02398316003382206,0.0005969404883217067,0.025424588937312365,0.01742939045652747,0.0005987297045066953,0.025431541725993156,0.02395794354379177,0.0006001571891829371
67,detached_warmup,0.09892981499433517,0.7550134062767029,2e-05,1e-05,0.0,0.011911969166249037,0.012771193403750658,0.0004551469173748046,0.011913448572158813,0.012804745696485043,0.00045638073061127216,0.011914912145584822,0.011707521975040436,0.00045764217793475837,0.011916330549865961,0.012161916121840477,0.00045861167018301785
68,detached_warmup,0.11983335763216019,1.3679137229919434,2e-05,1e-05,0.0,0.014833792578428984,0.014712353702634573,0.0005809397844132036,0.014844154007732868,0.015281779691576958,0.000582584529183805,0.014854538720101118,0.013628383167088032,0.0005844158586114645,0.014864765107631683,0.014480086509138346,0.0005855648778378963
69,detached_warmup,0.16085143014788628,1.0207563638687134,2e-05,1e-05,0.0,0.01999789383262396,0.02001266134902835,0.0005538633558899164,0.02000289224088192,0.019136163871735334,0.000555672071641311,0.02000797726213932,0.019391336478292942,0.0005573751113843173,0.020013171713799238,0.020063824485987425,0.0005585955805145204
70,detached_warmup,0.1445910446345806,1.1536273956298828,2e-05,1e-05,0.0,0.020915166474878788,0.01391572505235672,0.0004940342769259587,0.02091694436967373,0.01791111147031188,0.000495561835123226,0.020918792579323053,0.013530709780752659,0.0004972926835762337,0.02092086710035801,0.013576161116361618,0.0004986806015949696
71,detached_warmup,0.11007072404026985,1.312671184539795,2e-05,1e-05,0.0,0.014171219430863857,0.012115101795643568,0.0004976531490683556,0.0141718122176826,0.012361759319901466,0.0004992809263058007,0.014172420371323824,0.013650183100253344,0.0005008428706787527,0.014172978233546019,0.013255416415631771,0.0005020579556003213
72,detached_warmup,0.10636413842439651,1.084026575088501,2e-05,1e-05,0.0,0.014283996541053057,0.01112393569201231,0.0004910823627142236,0.014289865735918283,0.011883750557899475,0.00049342549755238,0.01429580245167017,0.012347385752946138,0.0004957200872013345,0.014301745221018791,0.011860065627843142,0.0004973647592123598
73,detached_warmup,0.5482224822044373,1.1238287687301636,2e-05,1e-05,0.0,0.10345552861690521,0.022814932744950056,0.0010495075839571655,0.10346130607649684,0.03984201280400157,0.0010505752288736403,0.10346942627802491,0.023964380845427513,0.0010515967442188412,0.10347291780635715,0.04353778762742877,0.0010524888202780858
74,detached_warmup,0.04228115268051624,0.9239301681518555,2e-05,1e-05,0.0,0.006840051035396755,0.003566166269592941,0.0002489283579052426,0.006837727269157767,0.0033272459404543042,0.00025164768885588273,0.006835543899796903,0.003593356115743518,0.0002541085777920671,0.00683340837713331,0.0034368688939139247,0.0002561006185715087
75,detached_warmup,0.1418118178844452,1.4345237016677856,2e-05,1e-05,0.0,0.02144456235691905,0.013313804753124714,0.0005075819208286703,0.021451640874147415,0.013730345293879509,0.000510070996824652,0.02145922090858221,0.013453957624733448,0.0005120844289194793,0.02146680513396859,0.013448274228721857,0.0005134735692990944
76,detached_warmup,0.10412982478737831,0.832453191280365,2e-05,1e-05,0.0,0.014885194133967161,0.011273922398686409,0.0004304557805880904,0.014881588518619537,0.010038164909929037,0.00043200924119446427,0.01487808022648096,0.01081207487732172,0.0004333768447395414,0.014874748885631561,0.01075541926547885,0.0004347882932052016
77,detached_warmup,0.1302674263715744,1.102830410003662,2e-05,1e-05,0.0,0.019609826616942883,0.012594474945217371,0.00039011897752061486,0.01960565894842148,0.012271585874259472,0.0003927022480638698,0.01960164774209261,0.012350864708423615,0.00039474495861213654,0.019597654230892658,0.013061776291579008,0.00039636451401747763
78,detached_warmup,0.5061504617333412,0.8017288446426392,2e-05,1e-05,0.0,0.10045095440000296,0.022664824035018682,0.0009153439168585464,0.10044865543022752,0.0211014561355114,0.0009164154471363872,0.10044636437669396,0.03640182106755674,0.0009174259612336755,0.10044422093778849,0.02052466245368123,0.0009182979702018201
79,detached_warmup,0.09164682403206825,0.8493928909301758,2e-05,1e-05,0.0,0.014196619391441345,0.008326686453074217,0.0003978515014750883,0.014194584917277098,0.008392137940973043,0.00040108783286996186,0.014192003756761551,0.008462661877274513,0.000403842976083979,0.014189614914357662,0.008084433153271675,0.00040529856050852686
80,detached_warmup,0.1144782043993473,1.4010947942733765,2e-05,1e-05,0.0,0.017564086243510246,0.010310071520507336,0.0003792458010138944,0.01757656317204237,0.010788334999233484,0.0003826608881354332,0.01758919283747673,0.010508457664400339,0.0003854198585031554,0.017601771280169487,0.011005285196006298,0.00038711771776434034
81,detached_warmup,0.0830906294286251,0.8969996571540833,2e-05,1e-05,0.0,0.013665820471942425,0.0072898855432868,0.0003221169172320515,0.013669087551534176,0.007400621194392443,0.0003261957608629018,0.01367236115038395,0.006348867667838931,0.0003299656236777082,0.013675546273589134,0.0060575546231120825,0.0003326050937175751
82,detached_warmup,0.08433933556079865,0.6757133603096008,2e-05,1e-05,0.0,0.010650126729160547,0.01021719491109252,0.00040910216921474785,0.010645585367456079,0.009825438959524035,0.0004111198941245675,0.010641246568411589,0.010837169364094734,0.0004127327410969883,0.010636924533173442,0.009239142294973135,0.0004135498311370611
83,detached_warmup,0.28481224179267883,1.3029958009719849,2e-05,1e-05,0.0,0.05005935346707702,0.02159535652026534,0.0006681089580524713,0.050073822028934956,0.01834926474839449,0.0006698209617752582,0.05008863937109709,0.021230651065707207,0.0006713158218190074,0.050103550776839256,0.020629681181162596,0.0006726744177285582
84,detached_warmup,0.1137397438287735,0.8226383328437805,2e-05,1e-05,0.0,0.014895961619913578,0.013642399106174707,0.00048718793550506234,0.014896671753376722,0.012555576860904694,0.0004907907423330471,0.01489770645275712,0.013238712679594755,0.0004936176119372249,0.014899020548909903,0.01274686399847269,0.0004952374438289553
85,detached_warmup,0.08826437219977379,0.643684983253479,2e-05,1e-05,0.0,0.012264209100976586,0.009133320301771164,0.00047521397937089205,0.012267854763194919,0.009275738382712007,0.0004797684377990663,0.012271693674847484,0.009423464187420905,0.00048319590860046446,0.012275625253096223,0.009428394376300275,0.0004858947067987174
86,detached_warmup,0.5657929182052612,1.072942852973938,2e-05,1e-05,0.0,0.10422367136925459,0.03786704409867525,0.000987070961855352,0.10422003548592329,0.04146187426522374,0.000988127023447305,0.10421656351536512,0.04228319972753525,0.0009888765926007181,0.10421319212764502,0.023353803902864456,0.0009894880058709532
87,detached_warmup,0.04647212103009224,0.8915713429450989,2e-05,1e-05,0.0,0.005838026758283377,0.005121057387441397,0.000295521822408773,0.005830774549394846,0.0057203806936740875,0.00029893990722484887,0.0058237528428435326,0.005298307165503502,0.0003019880095962435,0.005817025201395154,0.005821848753839731,0.0003044980257982388
88,detached_warmup,0.08178478851914406,0.5900090932846069,2e-05,1e-05,0.0,0.00971097289584577,0.010488772764801979,0.00036149381776340306,0.009705323725938797,0.0103911142796278,0.0003629715065471828,0.009699909249320626,0.010067627299576998,0.0003642783558461815,0.009694469859823585,0.010572662111371756,0.0003651922452263534
89,detached_warmup,0.1818617582321167,0.5475538372993469,2e-05,1e-05,0.0,0.022085770033299923,0.0205446882173419,0.0006083683692850173,0.022088666446506977,0.02530218567699194,0.0006094463169574738,0.022091777995228767,0.02243492566049099,0.0006104155909270048,0.022094903513789177,0.02277955412864685,0.0006110514514148235
90,detached_warmup,0.09675309807062149,1.5366225242614746,2e-05,1e-05,0.0,0.011686005629599094,0.011770277749747038,0.0004624869907274842,0.011683285236358643,0.012313293758779764,0.00046498696610797197,0.01168045587837696,0.011965553741902113,0.0004668183973990381,0.011677890550345182,0.012114022858440876,0.00046801514690741897
