step,train/k0_point_rel,train/k0_depth_rel,train/k0_depth_delta_1.01,train/k0_depth_delta_1.25,train/k0_boundary_f1,val/k0_point_rel,val/k0_depth_rel,val/k0_depth_delta_1.01,val/k0_depth_delta_1.25,val/k0_boundary_f1,train/k3_point_rel,train/k3_depth_rel,train/k3_depth_delta_1.01,train/k3_depth_delta_1.25,train/k3_boundary_f1,val/k3_point_rel,val/k3_depth_rel,val/k3_depth_delta_1.01,val/k3_depth_delta_1.25,val/k3_boundary_f1
0,0.012859626673161983,0.01163498917594552,0.6119067072868347,0.9996109157800674,0.8857196420431137,0.022347492864355445,0.02038333984091878,0.4258996658027172,0.9927900433540344,0.8452016860246658,0.012859626673161983,0.01163498917594552,0.6119067072868347,0.9996109157800674,0.8857196420431137,0.022347492864355445,0.02038333984091878,0.4258996658027172,0.9927900433540344,0.8452016860246658
4,0.01181852025911212,0.010433894814923406,0.6748886257410049,0.9996223747730255,0.8840540200471878,0.022079277085140347,0.020097467582672834,0.44464071094989777,0.9928091019392014,0.844487339258194,0.011785468435846269,0.010389531264081597,0.6773542016744614,0.999623641371727,0.8840495347976685,0.022070564329624176,0.0200896798633039,0.4456668719649315,0.9928078353404999,0.8445279002189636
