mode,repeat,id,split,scene,frame,iteration,highlighted,max_abs_residual,max_signed_residual,max_row,max_col,p99_abs_residual,p999_abs_residual,mean_abs_residual,pixels_exceeding_threshold,cumulative_max_abs_residual,depth_span,active_voxels
eval,0,ai_001_001_cam_00_frame.0000,train,ai_001_001,0,1,False,0.12674109637737274,-0.12674109637737274,376,41,0.03538056090474129,0.07840876281261444,0.020143428817391396,0,0.12674109637737274,189.0,196608
eval,0,ai_001_001_cam_00_frame.0000,train,ai_001_001,0,2,False,0.08613979816436768,-0.08613979816436768,377,36,0.04456879571080208,0.06715509295463562,0.021438192576169968,0,0.1963285356760025,194.0,196608
eval,0,ai_001_001_cam_00_frame.0000,train,ai_001_001,0,3,False,0.11974368244409561,-0.11974368244409561,375,38,0.046119481325149536,0.08203522861003876,0.02189699187874794,0,0.3039758801460266,198.0,196608
eval,0,ai_001_001_cam_00_frame.0014,train,ai_001_001,14,1,False,0.0724724531173706,-0.0724724531173706,163,366,0.041157107800245285,0.05658283829689026,0.021106481552124023,0,0.0724724531173706,282.0,196608
eval,0,ai_001_001_cam_00_frame.0014,train,ai_001_001,14,2,False,0.09499253332614899,-0.09499253332614899,186,370,0.03698188439011574,0.05824057012796402,0.021267175674438477,0,0.15367025136947632,283.0,196608
eval,0,ai_001_001_cam_00_frame.0014,train,ai_001_001,14,3,False,0.09113720804452896,-0.09113720804452896,175,371,0.03845773637294769,0.05850142613053322,0.021503370255231857,0,0.21799220144748688,286.0,196608
eval,0,ai_001_001_cam_00_frame.0028,train,ai_001_001,28,1,False,0.22013157606124878,-0.22013157606124878,125,354,0.03009534627199173,0.14380033314228058,0.020329028367996216,0,0.22013157606124878,200.0,196608
eval,0,ai_001_001_cam_00_frame.0028,train,ai_001_001,28,2,False,0.17031385004520416,-0.17031385004520416,91,353,0.028234561905264854,0.0700656846165657,0.019634857773780823,0,0.2780035734176636,202.0,196608
eval,0,ai_001_001_cam_00_frame.0028,train,ai_001_001,28,3,False,0.09249106049537659,-0.09249106049537659,111,354,0.027182625606656075,0.03323885798454285,0.019196826964616776,0,0.2902073860168457,202.0,196608
eval,0,ai_001_001_cam_00_frame.0043,train,ai_001_001,43,1,False,0.08636988699436188,0.08636988699436188,361,359,0.02904977835714817,0.06606714427471161,0.018652331084012985,0,0.08636988699436188,99.0,196608
eval,0,ai_001_001_cam_00_frame.0043,train,ai_001_001,43,2,False,0.07515409588813782,-0.07515409588813782,366,222,0.025964543223381042,0.05114499852061272,0.018772169947624207,0,0.1507372260093689,98.0,196608
eval,0,ai_001_001_cam_00_frame.0043,train,ai_001_001,43,3,False,0.06007542461156845,-0.06007542461156845,371,220,0.0245366208255291,0.04734957590699196,0.018859347328543663,0,0.2012138068675995,98.0,196608
eval,0,ai_001_001_cam_00_frame.0056,train,ai_001_001,56,1,False,0.1812148094177246,-0.1812148094177246,367,489,0.03450280427932739,0.13716597855091095,0.021201355382800102,0,0.1812148094177246,125.0,196608
eval,0,ai_001_001_cam_00_frame.0056,train,ai_001_001,56,2,False,0.08456340432167053,-0.08456340432167053,378,486,0.0284383837133646,0.05788228660821915,0.020930301398038864,0,0.22362765669822693,125.0,196608
eval,0,ai_001_001_cam_00_frame.0056,train,ai_001_001,56,3,False,0.07634629309177399,-0.07634629309177399,352,478,0.029015859588980675,0.05763271823525429,0.021173551678657532,0,0.27474460005760193,129.0,196608
