mode,repeat,id,split,scene,frame,iteration,highlighted,max_abs_residual,max_signed_residual,max_row,max_col,p99_abs_residual,p999_abs_residual,mean_abs_residual,pixels_exceeding_threshold,cumulative_max_abs_residual,depth_span,active_voxels
eval,0,ai_001_001_cam_00_frame.0000,train,ai_001_001,0,1,False,0.14306503534317017,-0.14306503534317017,376,41,0.037349700927734375,0.08544725924730301,0.019535042345523834,0,0.14306503534317017,189.0,196608
eval,0,ai_001_001_cam_00_frame.0000,train,ai_001_001,0,2,False,0.12493206560611725,-0.12493206560611725,287,25,0.048628050833940506,0.08489096164703369,0.020837269723415375,0,0.2502674162387848,195.0,196608
eval,0,ai_001_001_cam_00_frame.0000,train,ai_001_001,0,3,False,0.14112815260887146,-0.14112815260887146,381,32,0.0484812930226326,0.09675797075033188,0.021355636417865753,0,0.346030592918396,196.0,196608
eval,0,ai_001_001_cam_00_frame.0014,train,ai_001_001,14,1,False,0.0869133248925209,-0.0869133248925209,163,366,0.04566711559891701,0.0665343850851059,0.020749783143401146,0,0.0869133248925209,282.0,196608
eval,0,ai_001_001_cam_00_frame.0014,train,ai_001_001,14,2,False,0.11402483284473419,-0.11402483284473419,183,374,0.0417107418179512,0.06159538775682449,0.02109704539179802,0,0.18027247488498688,285.0,196608
eval,0,ai_001_001_cam_00_frame.0014,train,ai_001_001,14,3,False,0.07099708914756775,-0.07099708914756775,167,400,0.031567081809043884,0.04207079857587814,0.020809147506952286,0,0.20963400602340698,286.0,196608
eval,0,ai_001_001_cam_00_frame.0028,train,ai_001_001,28,1,False,0.29621681571006775,-0.29621681571006775,125,354,0.031894501298666,0.20150387287139893,0.020589735358953476,0,0.29621681571006775,200.0,196608
eval,0,ai_001_001_cam_00_frame.0028,train,ai_001_001,28,2,False,0.15536849200725555,-0.15536849200725555,33,339,0.029063811525702477,0.06751030683517456,0.019610213115811348,0,0.31475070118904114,202.0,196608
eval,0,ai_001_001_cam_00_frame.0028,train,ai_001_001,28,3,False,0.0740928202867508,-0.0740928202867508,111,354,0.027273090556263924,0.03166104480624199,0.019244469702243805,0,0.33365556597709656,203.0,196608
eval,0,ai_001_001_cam_00_frame.0043,train,ai_001_001,43,1,False,0.106197789311409,-0.106197789311409,364,279,0.030224304646253586,0.07987688481807709,0.018835434690117836,0,0.106197789311409,99.0,196608
eval,0,ai_001_001_cam_00_frame.0043,train,ai_001_001,43,2,False,0.09419167041778564,-0.09419167041778564,368,226,0.02895726077258587,0.06378210335969925,0.018873244524002075,0,0.18212856352329254,98.0,196608
eval,0,ai_001_001_cam_00_frame.0043,train,ai_001_001,43,3,False,0.0660172775387764,-0.0660172775387764,362,218,0.02925180457532406,0.04151814058423042,0.01897250860929489,0,0.2227092981338501,101.0,196608
eval,0,ai_001_001_cam_00_frame.0056,train,ai_001_001,56,1,False,0.21349047124385834,-0.21349047124385834,366,484,0.03705772012472153,0.15663839876651764,0.02054634317755699,0,0.21349047124385834,125.0,196608
eval,0,ai_001_001_cam_00_frame.0056,train,ai_001_001,56,2,False,0.1296064704656601,-0.1296064704656601,376,487,0.02674928493797779,0.09011112153530121,0.02022494375705719,0,0.275774210691452,132.0,196608
eval,0,ai_001_001_cam_00_frame.0056,train,ai_001_001,56,3,False,0.1662905365228653,-0.1662905365228653,361,487,0.0263748187571764,0.11286217719316483,0.020384859293699265,0,0.4121953248977661,141.0,196608
eval,0,ai_001_001_cam_00_frame.0071,train,ai_001_001,71,1,False,0.09283767640590668,-0.09283767640590668,4,132,0.034700170159339905,0.06615348905324936,0.021558072417974472,0,0.09283767640590668,253.0,196608
eval,0,ai_001_001_cam_00_frame.0071,train,ai_001_001,71,2,False,0.12589599192142487,0.12589599192142487,200,392,0.04219558462500572,0.0886097401380539,0.021350568160414696,0,0.1832597553730011,249.0,196608
eval,0,ai_001_001_cam_00_frame.0071,train,ai_001_001,71,3,False,0.12606148421764374,-0.12606148421764374,9,477,0.03672512248158455,0.09263145923614502,0.0211934894323349,0,0.25474023818969727,250.0,196608
eval,0,ai_001_001_cam_00_frame.0085,train,ai_001_001,85,1,False,0.12034895271062851,-0.12034895271062851,290,93,0.04493745043873787,0.0832175463438034,0.02114156447350979,0,0.12034895271062851,177.0,196608
eval,0,ai_001_001_cam_00_frame.0085,train,ai_001_001,85,2,False,0.07868479937314987,-0.07868479937314987,150,453,0.03994631767272949,0.0548681914806366,0.021001731976866722,0,0.16016069054603577,179.0,196608
eval,0,ai_001_001_cam_00_frame.0085,train,ai_001_001,85,3,False,0.0641852468252182,-0.0641852468252182,153,459,0.03956141322851181,0.051395054906606674,0.02107073739171028,0,0.2185276746749878,181.0,196608
eval,0,ai_001_001_cam_00_frame.0099,train,ai_001_001,99,1,True,0.09194862097501755,0.09194862097501755,377,368,0.03856668621301651,0.06223567575216293,0.019495397806167603,0,0.09194862097501755,309.0,196608
eval,0,ai_001_001_cam_00_frame.0099,train,ai_001_001,99,2,True,0.10131585597991943,-0.10131585597991943,371,499,0.03936365246772766,0.08125338703393936,0.019724242389202118,0,0.15443050861358643,313.0,196608
eval,0,ai_001_001_cam_00_frame.0099,train,ai_001_001,99,3,True,0.1003568023443222,-0.1003568023443222,371,495,0.03499746695160866,0.08128686994314194,0.01896611787378788,0,0.24001188576221466,323.0,196608
eval,0,ai_018_003_cam_00_frame.0000,train,ai_018_003,0,1,False,0.15339426696300507,-0.15339426696300507,300,438,0.045212894678115845,0.06185165420174599,0.018660951405763626,0,0.15339426696300507,373.0,196608
eval,0,ai_018_003_cam_00_frame.0000,train,ai_018_003,0,2,False,0.09027467668056488,-0.09027467668056488,303,428,0.034340616315603256,0.057059213519096375,0.018226005136966705,0,0.1995694488286972,374.0,196608
eval,0,ai_018_003_cam_00_frame.0000,train,ai_018_003,0,3,False,0.16387434303760529,0.16387434303760529,87,142,0.032814957201480865,0.11528512835502625,0.0185285285115242,0,0.23848827183246613,374.0,196608
eval,0,ai_018_003_cam_00_frame.0014,train,ai_018_003,14,1,False,0.1023368388414383,0.1023368388414383,88,203,0.04262201488018036,0.06216897815465927,0.01736355945467949,0,0.1023368388414383,460.0,196608
eval,0,ai_018_003_cam_00_frame.0014,train,ai_018_003,14,2,False,0.28577902913093567,0.28577902913093567,72,160,0.04384799301624298,0.19178003072738647,0.01836942695081234,0,0.29640769958496094,461.0,196608
eval,0,ai_018_003_cam_00_frame.0014,train,ai_018_003,14,3,False,0.4955345094203949,0.4955345094203949,82,176,0.0404723659157753,0.3732156455516815,0.019786324352025986,0,0.7015966773033142,461.0,196608
eval,0,ai_018_003_cam_00_frame.0028,train,ai_018_003,28,1,False,0.1472155600786209,-0.1472155600786209,211,134,0.0691353902220726,0.11316052079200745,0.0215467419475317,0,0.1472155600786209,383.0,196608
eval,0,ai_018_003_cam_00_frame.0028,train,ai_018_003,28,2,False,0.19371476769447327,-0.19371476769447327,245,144,0.07441415637731552,0.12407124787569046,0.020865172147750854,0,0.2987861633300781,380.0,196608
eval,0,ai_018_003_cam_00_frame.0028,train,ai_018_003,28,3,False,0.20993629097938538,-0.20993629097938538,202,133,0.06107310950756073,0.15614446997642517,0.020905669778585434,0,0.4143630266189575,379.0,196608
eval,0,ai_018_003_cam_00_frame.0042,train,ai_018_003,42,1,False,0.3504275977611542,0.3504275977611542,363,301,0.09599553048610687,0.14362065494060516,0.021640872582793236,0,0.3504275977611542,402.0,196608
eval,0,ai_018_003_cam_00_frame.0042,train,ai_018_003,42,2,False,0.629815399646759,0.629815399646759,374,287,0.05628172308206558,0.29656460881233215,0.02052347920835018,39,0.7366390228271484,398.0,196608
eval,0,ai_018_003_cam_00_frame.0042,train,ai_018_003,42,3,False,0.19991447031497955,-0.19991447031497955,375,286,0.05201283469796181,0.07556599378585815,0.020025499165058136,0,0.714043140411377,395.0,196608
eval,0,ai_018_003_cam_00_frame.0057,train,ai_018_003,57,1,False,0.132947638630867,-0.132947638630867,281,198,0.047979842871427536,0.08306802064180374,0.020538639277219772,0,0.132947638630867,291.0,196608
eval,0,ai_018_003_cam_00_frame.0057,train,ai_018_003,57,2,False,0.15566714107990265,0.15566714107990265,220,184,0.03548862785100937,0.10475128889083862,0.02031593583524227,0,0.21511468291282654,289.0,196608
eval,0,ai_018_003_cam_00_frame.0057,train,ai_018_003,57,3,False,0.1246153935790062,-0.1246153935790062,270,192,0.03182171657681465,0.07003781944513321,0.020275874063372612,0,0.2522169053554535,289.0,196608
eval,0,ai_018_003_cam_00_frame.0071,train,ai_018_003,71,1,False,0.08074446767568588,-0.08074446767568588,31,504,0.03298722580075264,0.06118224933743477,0.020133107900619507,0,0.08074446767568588,416.0,196608
eval,0,ai_018_003_cam_00_frame.0071,train,ai_018_003,71,2,False,0.07161802053451538,-0.07161802053451538,231,424,0.030933955684304237,0.0469532236456871,0.02001228928565979,0,0.13517943024635315,415.0,196608
eval,0,ai_018_003_cam_00_frame.0071,train,ai_018_003,71,3,False,0.0462627038359642,-0.0462627038359642,224,482,0.030660780146718025,0.03815476596355438,0.02045348659157753,0,0.1700107753276825,416.0,196608
eval,0,ai_018_003_cam_00_frame.0085,train,ai_018_003,85,1,False,0.1239284873008728,-0.1239284873008728,243,176,0.06736011058092117,0.08586248010396957,0.02312031388282776,0,0.1239284873008728,405.0,196608
eval,0,ai_018_003_cam_00_frame.0085,train,ai_018_003,85,2,False,0.13949131965637207,0.13949131965637207,84,324,0.058615852147340775,0.09216673672199249,0.023015331476926804,0,0.17148706316947937,410.0,196608
eval,0,ai_018_003_cam_00_frame.0085,train,ai_018_003,85,3,False,0.3635106384754181,0.3635106384754181,71,294,0.06601303070783615,0.24772712588310242,0.023931195959448814,0,0.44446802139282227,419.0,196608
eval,0,ai_018_003_cam_00_frame.0099,train,ai_018_003,99,1,False,0.1551254540681839,0.1551254540681839,77,102,0.032769832760095596,0.097316212952137,0.01710180565714836,0,0.1551254540681839,357.0,196608
eval,0,ai_018_003_cam_00_frame.0099,train,ai_018_003,99,2,False,0.19122911989688873,0.19122911989688873,66,117,0.029450636357069016,0.13063715398311615,0.016524598002433777,0,0.2732621133327484,355.0,196608
eval,0,ai_018_003_cam_00_frame.0099,train,ai_018_003,99,3,False,1.045814037322998,1.045814037322998,76,106,0.025870058685541153,0.7365609407424927,0.017752723768353462,558,1.238785982131958,352.0,196608
eval,0,ai_036_002_cam_00_frame.0000,train,ai_036_002,0,1,False,0.2293904572725296,-0.2293904572725296,271,29,0.07211260497570038,0.19106130301952362,0.021672513335943222,0,0.2293904572725296,468.0,196608
eval,0,ai_036_002_cam_00_frame.0000,train,ai_036_002,0,2,False,0.26741597056388855,-0.26741597056388855,270,11,0.058313339948654175,0.20337921380996704,0.020904740318655968,0,0.43095412850379944,466.0,196608
eval,0,ai_036_002_cam_00_frame.0000,train,ai_036_002,0,3,False,0.1537531614303589,-0.1537531614303589,275,1,0.04871266707777977,0.0923350527882576,0.020420443266630173,0,0.4912903606891632,466.0,196608
eval,0,ai_036_002_cam_00_frame.0014,train,ai_036_002,14,1,False,0.19405338168144226,-0.19405338168144226,320,106,0.1022893637418747,0.1399630904197693,0.021724892780184746,0,0.19405338168144226,359.0,196608
eval,0,ai_036_002_cam_00_frame.0014,train,ai_036_002,14,2,False,0.1984378844499588,-0.1984378844499588,356,184,0.1175825223326683,0.16281472146511078,0.02267131209373474,0,0.3259996771812439,369.0,196608
