id,split,scene,frame,k0_point_rel,k0_depth_rel,k0_depth_delta_1.01,k0_depth_delta_1.25,k0_boundary_f1,k1_point_rel,k1_depth_rel,k1_depth_delta_1.01,k1_depth_delta_1.25,k1_boundary_f1,k3_point_rel,k3_depth_rel,k3_depth_delta_1.01,k3_depth_delta_1.25,k3_boundary_f1,k5_point_rel,k5_depth_rel,k5_depth_delta_1.01,k5_depth_delta_1.25,k5_boundary_f1
ai_001_001_cam_00_frame.0000,train,ai_001_001,0,0.019033344462513924,0.01733360067009926,0.5545603632926941,0.9998931884765625,0.8451493382453918,0.013323545455932617,0.012206564657390118,0.60858154296875,0.9997202754020691,0.8429970145225525,0.008804259821772575,0.007719126995652914,0.7741546630859375,0.9995778799057007,0.8345346450805664,0.011761460453271866,0.010029943659901619,0.6749979853630066,0.9993438720703125,0.8201319575309753
ai_001_001_cam_00_frame.0006,train,ai_001_001,6,0.022681696340441704,0.018773343414068222,0.4241587519645691,0.9996083974838257,0.8874740600585938,0.018623702228069305,0.015149313025176525,0.4494171142578125,0.9996134638786316,0.8782128691673279,0.01962369680404663,0.01649167388677597,0.3418935239315033,0.9995626211166382,0.8254826664924622,0.02318727783858776,0.019914399832487106,0.2753702998161316,0.9995778799057007,0.7716667056083679
ai_001_001_cam_00_frame.0013,train,ai_001_001,13,0.010531919077038765,0.009407821111381054,0.69219970703125,0.9989980459213257,0.856866180896759,0.00878554955124855,0.00781362783163786,0.7560374140739441,0.999053955078125,0.859921395778656,0.00975483376532793,0.00866011157631874,0.6899668574333191,0.9989980459213257,0.849129319190979,0.011790226213634014,0.010494180023670197,0.6083018183708191,0.9989471435546875,0.8356442451477051
ai_001_001_cam_00_frame.0019,train,ai_001_001,19,0.01250222697854042,0.011619525030255318,0.6942495107650757,0.9992574453353882,0.8980407118797302,0.010365216992795467,0.009573047049343586,0.7487030029296875,0.9994252920150757,0.9112929105758667,0.008776734583079815,0.007957716472446918,0.83392333984375,0.9995473623275757,0.9188255071640015,0.008047587238252163,0.006913299672305584,0.8693135976791382,0.9994913935661316,0.9187250733375549
ai_001_001_cam_00_frame.0026,train,ai_001_001,26,0.013128489255905151,0.011580700986087322,0.6790924072265625,0.9925944209098816,0.899315595626831,0.011163007467985153,0.010001908987760544,0.6976115107536316,0.9996592402458191,0.886154055595398,0.012200288474559784,0.011149303987622261,0.5648397207260132,0.9995219111442566,0.8767489194869995,0.013704635202884674,0.012572359293699265,0.5181376338005066,0.9995321035385132,0.8725302219390869
ai_001_001_cam_00_frame.0032,train,ai_001_001,32,0.043592147529125214,0.03140924498438835,0.2020518034696579,0.9853414297103882,0.9159255623817444,0.03479231148958206,0.02416819892823696,0.264007568359375,0.9921926259994507,0.9321033954620361,0.030995652079582214,0.020261898636817932,0.408355712890625,0.9927419424057007,0.9377471804618835,0.03190561383962631,0.021351275965571404,0.3992106318473816,0.9927927851676941,0.929803192615509
ai_001_001_cam_00_frame.0040,train,ai_001_001,40,0.024814099073410034,0.020638488233089447,0.4336954951286316,0.9977671504020691,0.7952151298522949,0.02389627695083618,0.019273042678833008,0.4154103696346283,0.9977620840072632,0.8591785430908203,0.02339756488800049,0.017678070813417435,0.4156951904296875,0.9977569580078125,0.8794838786125183,0.02361489087343216,0.016999386250972748,0.4070689082145691,0.9977824091911316,0.885963499546051
ai_001_001_cam_00_frame.0046,train,ai_001_001,46,0.01680442877113819,0.013806235045194626,0.6461029052734375,0.9971262812614441,0.8222308158874512,0.01277391891926527,0.010339511558413506,0.6987203359603882,0.9976857900619507,0.8755372166633606,0.011947027407586575,0.00989943090826273,0.7019399404525757,0.9974924921989441,0.8914682865142822,0.013416565023362637,0.011478008702397346,0.6699473261833191,0.9972127676010132,0.8912447690963745
ai_001_001_cam_00_frame.0053,train,ai_001_001,53,0.00888412818312645,0.007884174585342407,0.7574310302734375,0.9993947744369507,0.9059992432594299,0.007332335226237774,0.006357088685035706,0.7815297842025757,0.999237060546875,0.9101304411888123,0.00666026771068573,0.005657527595758438,0.8296356201171875,0.9991862177848816,0.8955669403076172,0.007066703867167234,0.005766546353697777,0.8484751582145691,0.9991607666015625,0.8666691780090332
ai_001_001_cam_00_frame.0059,train,ai_001_001,59,0.015483522787690163,0.01252042781561613,0.583709716796875,0.9997609853744507,0.7671406269073486,0.012545624747872353,0.00971989519894123,0.6799062490463257,0.9997915029525757,0.7810701131820679,0.011664420366287231,0.008101976476609707,0.6753743886947632,0.9998830556869507,0.7906906008720398,0.014453738927841187,0.010007941164076328,0.643524169921875,0.9998983144760132,0.7804697155952454
ai_001_001_cam_00_frame.0067,train,ai_001_001,67,0.010961605235934258,0.009847636334598064,0.6380056142807007,1.0,0.8628117442131042,0.009845484048128128,0.008787852711975574,0.7126617431640625,1.0,0.8424926996231079,0.010143477469682693,0.009035633876919746,0.6272837519645691,0.9999593496322632,0.8158402442932129,0.012199848890304565,0.010979327373206615,0.5372365713119507,0.9999542236328125,0.7809157967567444
ai_001_001_cam_00_frame.0073,train,ai_001_001,73,0.020545732229948044,0.019696304574608803,0.3399607539176941,0.9995473623275757,0.843585193157196,0.01636601611971855,0.0157301165163517,0.4233245849609375,0.9995269775390625,0.8030298352241516,0.012587063014507294,0.011373352259397507,0.6837107539176941,0.999420166015625,0.774372398853302,0.012150153517723083,0.010318906046450138,0.7066854238510132,0.9994049072265625,0.73161381483078
ai_001_001_cam_00_frame.0080,train,ai_001_001,80,0.006878545042127371,0.005801163613796234,0.8506927490234375,0.9992879629135132,0.9047551155090332,0.005067211575806141,0.00394079415127635,0.9330190420150757,0.9990946650505066,0.9050395488739014,0.005761456675827503,0.00439031794667244,0.9337667226791382,0.9990081787109375,0.9067147374153137,0.00824450608342886,0.0068799760192632675,0.8033193349838257,0.9989980459213257,0.8980476260185242
ai_001_001_cam_00_frame.0086,train,ai_001_001,86,0.009127134457230568,0.008047282695770264,0.88525390625,0.9989420771598816,0.8047142028808594,0.00782695785164833,0.006844175513833761,0.9136810302734375,0.9992319941520691,0.8404855132102966,0.008929151110351086,0.007808101363480091,0.8264364004135132,0.9990641474723816,0.8780929446220398,0.010809732601046562,0.009527519345283508,0.6991323232650757,0.9990133047103882,0.9019263982772827
ai_001_001_cam_00_frame.0093,train,ai_001_001,93,0.012035000137984753,0.010780148208141327,0.5559896230697632,0.9997915029525757,0.8334853649139404,0.010415236465632915,0.009272899478673935,0.6118978261947632,0.9998372793197632,0.8282034397125244,0.009966455399990082,0.008694601245224476,0.6513316035270691,0.99981689453125,0.8280158638954163,0.010279906913638115,0.008841295726597309,0.6563059687614441,0.9997965693473816,0.8107357025146484
ai_001_001_cam_00_frame.0099,train,ai_001_001,99,0.02054808847606182,0.013925053179264069,0.7536367177963257,0.9960429072380066,0.9147796630859375,0.017047880217432976,0.009813191369175911,0.8482259511947632,0.996826171875,0.9299644827842712,0.017396239563822746,0.00909575168043375,0.8632558584213257,0.996917724609375,0.9214537143707275,0.01949623040854931,0.010627193376421928,0.83575439453125,0.9939982295036316,0.923149824142456
ai_003_001_cam_00_frame.0000,train,ai_003_001,0,0.18639355897903442,0.16978880763053894,0.0357666015625,0.67822265625,1.0,0.18813930451869965,0.17133250832557678,0.0360361747443676,0.6725108027458191,1.0,0.18912598490715027,0.17229001224040985,0.0351918563246727,0.669891357421875,1.0,0.19080621004104614,0.17371372878551483,0.03399658203125,0.6648101806640625,1.0
ai_003_001_cam_00_frame.0007,train,ai_003_001,7,0.689443051815033,0.6247484683990479,0.012552897445857525,0.2216644287109375,0.0,0.7028059959411621,0.6370351910591125,0.01202392578125,0.2290700376033783,0.0,0.7056740522384644,0.6395382881164551,0.0119781494140625,0.229522705078125,0.0,0.7089246511459351,0.6422469615936279,0.0120086669921875,0.2296040952205658,0.0
