snapshot,step,stage,k0/full/point_rel,k0/full/depth_rel,k0/full/depth_delta_1.01,k0/full/depth_delta_1.25,k0/full/boundary_f1,k0/crop/point_rel,k0/crop/depth_rel,k0/crop/depth_delta_1.01,k0/crop/depth_delta_1.25,k0/crop/boundary_f1,k0/structure/point_rel,k0/structure/depth_rel,k0/structure/depth_delta_1.01,k0/structure/depth_delta_1.25,k0/structure/boundary_f1,k1/full/point_rel,k1/full/depth_rel,k1/full/depth_delta_1.01,k1/full/depth_delta_1.25,k1/full/boundary_f1,k1/crop/point_rel,k1/crop/depth_rel,k1/crop/depth_delta_1.01,k1/crop/depth_delta_1.25,k1/crop/boundary_f1,k1/structure/point_rel,k1/structure/depth_rel,k1/structure/depth_delta_1.01,k1/structure/depth_delta_1.25,k1/structure/boundary_f1,k3/full/point_rel,k3/full/depth_rel,k3/full/depth_delta_1.01,k3/full/depth_delta_1.25,k3/full/boundary_f1,k3/crop/point_rel,k3/crop/depth_rel,k3/crop/depth_delta_1.01,k3/crop/depth_delta_1.25,k3/crop/boundary_f1,k3/structure/point_rel,k3/structure/depth_rel,k3/structure/depth_delta_1.01,k3/structure/depth_delta_1.25,k3/structure/boundary_f1,k5/full/point_rel,k5/full/depth_rel,k5/full/depth_delta_1.01,k5/full/depth_delta_1.25,k5/full/boundary_f1,k5/crop/point_rel,k5/crop/depth_rel,k5/crop/depth_delta_1.01,k5/crop/depth_delta_1.25,k5/crop/boundary_f1,k5/structure/point_rel,k5/structure/depth_rel,k5/structure/depth_delta_1.01,k5/structure/depth_delta_1.25,k5/structure/boundary_f1
periodic,0,initial,0.08768990635871887,0.080174021422863,0.2464040219783783,0.9224955439567566,0.8510226011276245,0.1844811588525772,0.17061595618724823,0.1024848073720932,0.8413357138633728,0.9260382056236267,0.21668797731399536,0.20031823217868805,0.1139865443110466,0.8271484375,0.8040807843208313,0.08768990635871887,0.080174021422863,0.2464040219783783,0.9224955439567566,0.8510226011276245,0.1844811588525772,0.17061595618724823,0.1024848073720932,0.8413357138633728,0.9260382056236267,0.21668797731399536,0.20031823217868805,0.1139865443110466,0.8271484375,0.8040807843208313,0.08768990635871887,0.080174021422863,0.2464040219783783,0.9224955439567566,0.8510226011276245,0.1844811588525772,0.17061595618724823,0.1024848073720932,0.8413357138633728,0.9260382056236267,0.21668797731399536,0.20031823217868805,0.1139865443110466,0.8271484375,0.8040807843208313,0.08768990635871887,0.080174021422863,0.2464040219783783,0.9224955439567566,0.8510226011276245,0.1844811588525772,0.17061595618724823,0.1024848073720932,0.8413357138633728,0.9260382056236267,0.21668797731399536,0.20031823217868805,0.1139865443110466,0.8271484375,0.8040807843208313
periodic,100,detached,0.04646851122379303,0.04193663224577904,0.690582275390625,0.945343017578125,0.8887526988983154,0.09404648840427399,0.08439137041568756,0.4215223491191864,0.891465961933136,0.9544479846954346,0.10916929692029953,0.09650605916976929,0.4705946147441864,0.8943142294883728,0.8220455050468445,0.0464228056371212,0.04187585040926933,0.6939697265625,0.9453226923942566,0.8888976573944092,0.09398535639047623,0.08428701013326645,0.4296603798866272,0.891465961933136,0.9550085663795471,0.10922016203403473,0.09648466855287552,0.47509765625,0.8943142294883728,0.8217661380767822,0.04641932249069214,0.041851453483104706,0.6983134150505066,0.9453074336051941,0.888623058795929,0.09395447373390198,0.08419498056173325,0.4382053017616272,0.8913031816482544,0.9560480713844299,0.10938701778650284,0.09655066579580307,0.4807400107383728,0.8938801884651184,0.8212608695030212,0.04651493579149246,0.041927602142095566,0.69989013671875,0.9452616572380066,0.8885834217071533,0.09403855353593826,0.08422856777906418,0.4403482973575592,0.891221821308136,0.9566523432731628,0.10964182764291763,0.09671461582183838,0.4803602397441864,0.893663227558136,0.8200250267982483
periodic,200,detached,0.039212293922901154,0.034640565514564514,0.7343496084213257,0.9537506103515625,0.8950260281562805,0.0800759568810463,0.07110036164522171,0.4913736879825592,0.9028591513633728,0.9593367576599121,0.09321685880422592,0.08100216090679169,0.5264214277267456,0.9071180820465088,0.8327351808547974,0.03779182583093643,0.033098310232162476,0.79095458984375,0.9536184072494507,0.8926371932029724,0.07677922397851944,0.06763206422328949,0.6059027910232544,0.9031032919883728,0.9646402597427368,0.0919509306550026,0.07945775985717773,0.5921223759651184,0.9070637822151184,0.8352118730545044,0.03721247985959053,0.0324004702270031,0.8221435546875,0.9536539912223816,0.8871933221817017,0.0750761553645134,0.06575050204992294,0.6709797978401184,0.903076171875,0.9597957730293274,0.09193906933069229,0.07916101068258286,0.629503071308136,0.9060872197151184,0.8304237127304077,0.037484560161828995,0.03265536576509476,0.8225555419921875,0.9535471796989441,0.8847779035568237,0.0750286728143692,0.06572344899177551,0.6748589277267456,0.9032118320465088,0.9563626646995544,0.09279557317495346,0.07989079505205154,0.62548828125,0.9053276777267456,0.8269218802452087
periodic,300,detached,0.036496352404356,0.03144864737987518,0.7450510859489441,0.9572550654411316,0.9044941663742065,0.07383643090724945,0.06418471038341522,0.5194498896598816,0.905870258808136,0.9623518586158752,0.08372499793767929,0.07001731544733047,0.5481770634651184,0.9144965410232544,0.8413713574409485,0.03121386095881462,0.025860771536827087,0.8285929560661316,0.9642080068588257,0.8968403339385986,0.06156187504529953,0.05160992592573166,0.6754286289215088,0.9259711503982544,0.970535159111023,0.07635217159986496,0.061913132667541504,0.6406792402267456,0.9306098222732544,0.864145040512085,0.02899271622300148,0.023581143468618393,0.8659515380859375,0.96923828125,0.886722207069397,0.05454501509666443,0.04459081217646599,0.7579752802848816,0.9446343183517456,0.9629477858543396,0.07475115358829498,0.0602351576089859,0.6849501132965088,0.9357638955116272,0.9011945128440857,0.029342278838157654,0.02424207329750061,0.8547821044921875,0.969940185546875,0.8801714777946472,0.05397965386509895,0.0448039174079895,0.753770649433136,0.9490559697151184,0.9546879529953003,0.07621477544307709,0.06311394274234772,0.6662326455116272,0.93603515625,0.9039341807365417
periodic,400,detached,0.03923629969358444,0.03341364115476608,0.619537353515625,0.9582977294921875,0.9063197374343872,0.07451102882623672,0.06388289481401443,0.4454481303691864,0.9054090976715088,0.9617388248443604,0.08504904806613922,0.07068373262882233,0.4726020097732544,0.912706196308136,0.8392753601074219,0.031095262616872787,0.02470225654542446,0.6755117177963257,0.9737955927848816,0.9059395790100098,0.054544150829315186,0.042734093964099884,0.5469563603401184,0.9504936933517456,0.9703401923179626,0.06859896332025528,0.051863349974155426,0.5497504472732544,0.9466145634651184,0.8734175562858582,0.029611211270093918,0.023075196892023087,0.6163330078125,0.9780629873275757,0.8983784317970276,0.0482822023332119,0.03572827950119972,0.5068088173866272,0.9699164628982544,0.9640613198280334,0.06641850620508194,0.049232117831707,0.5625,0.9563259482383728,0.9229460954666138,0.03169512748718262,0.025791458785533905,0.5171915888786316,0.9775441884994507,0.892489492893219,0.050672974437475204,0.03931634873151779,0.395806223154068,0.9682074785232544,0.9563436508178711,0.0698545053601265,0.05537295341491699,0.4977213442325592,0.9526909589767456,0.9164074659347534
periodic,500,detached,0.040801119059324265,0.0355624184012413,0.5641988515853882,0.957550048828125,0.9077453017234802,0.0767851173877716,0.06697317957878113,0.3573676347732544,0.9051920771598816,0.9576175808906555,0.08308755606412888,0.07008592039346695,0.38134765625,0.91650390625,0.8354470729827881,0.03699164092540741,0.032515086233615875,0.4937896728515625,0.9657236933708191,0.9085295796394348,0.06196150556206703,0.053755417466163635,0.4166395366191864,0.9383137822151184,0.9619652628898621,0.07278592884540558,0.06247963383793831,0.4046224057674408,0.9341362714767456,0.8414793014526367,0.04230397939682007,0.03846694529056549,0.4908193051815033,0.9503021240234375,0.8970741033554077,0.06530652940273285,0.05801102891564369,0.439751535654068,0.9210883378982544,0.9481892585754395,0.09131733328104019,0.08457376062870026,0.3396809995174408,0.8706597089767456,0.8397249579429626,0.053698521107435226,0.04987707734107971,0.3931935727596283,0.9390462636947632,0.8409822583198547,0.07986731082201004,0.07275913655757904,0.3666449785232544,0.9073893427848816,0.9163427352905273,0.11660540103912354,0.11076503247022629,0.2625868022441864,0.8417426347732544,0.7927480936050415
periodic,600,detached,0.06846114993095398,0.05297777056694031,0.2233327329158783,0.9545390009880066,0.8971099257469177,0.09446842968463898,0.07833254337310791,0.232421875,0.8976508378982544,0.9533780813217163,0.11311361938714981,0.09410929679870605,0.1885308176279068,0.8946940302848816,0.8259145021438599,1.0820695161819458,1.0,0.0,0.0,0.0,1.076865315437317,1.0,0.0,0.0,0.0,1.076602816581726,1.0,0.0,0.0,0.0,0.6489324569702148,0.4779369831085205,0.009760539047420025,0.1304067075252533,0.008429685607552528,0.6997392773628235,0.5485575199127197,0.00531684048473835,0.1802571564912796,0.005322479642927647,0.5689743161201477,0.36796191334724426,0.0106336809694767,0.3605143129825592,0.0029325513169169426,1.0820695161819458,1.0,0.0,0.0,0.0,1.076865315437317,1.0,0.0,0.0,0.0,1.076602816581726,1.0,0.0,0.0,0.0
periodic,700,detached,0.08342570066452026,0.0752212256193161,0.10992431640625,0.9417216181755066,0.872901439666748,0.12189055979251862,0.10845735669136047,0.11669921875,0.8731825351715088,0.9167308211326599,0.1463371366262436,0.12826044857501984,0.1123589426279068,0.8554145097732544,0.7974210381507874,1.0820695161819458,1.0,0.0,0.0,0.0,1.076865315437317,1.0,0.0,0.0,0.0,1.076602816581726,1.0,0.0,0.0,0.0,1.0820695161819458,1.0,0.0,0.0,0.0,1.076865315437317,1.0,0.0,0.0,0.0,1.076602816581726,1.0,0.0,0.0,0.0,1.0820695161819458,1.0,0.0,0.0,0.0,1.076865315437317,1.0,0.0,0.0,0.0,1.076602816581726,1.0,0.0,0.0,0.0
periodic,800,detached,1.0820695161819458,1.0,0.0,0.0,0.0,1.076865315437317,1.0,0.0,0.0,0.0,1.076602816581726,1.0,0.0,0.0,0.0,1.0820695161819458,1.0,0.0,0.0,0.0,1.076865315437317,1.0,0.0,0.0,0.0,1.076602816581726,1.0,0.0,0.0,0.0,1.0820695161819458,1.0,0.0,0.0,0.0,1.076865315437317,1.0,0.0,0.0,0.0,1.076602816581726,1.0,0.0,0.0,0.0,1.0820695161819458,1.0,0.0,0.0,0.0,1.076865315437317,1.0,0.0,0.0,0.0,1.076602816581726,1.0,0.0,0.0,0.0
periodic,900,detached,1.0820695161819458,1.0,0.0,0.0,0.0,1.076865315437317,1.0,0.0,0.0,0.0,1.076602816581726,1.0,0.0,0.0,0.0,1.0820695161819458,1.0,0.0,0.0,0.0,1.076865315437317,1.0,0.0,0.0,0.0,1.076602816581726,1.0,0.0,0.0,0.0,1.0820695161819458,1.0,0.0,0.0,0.0,1.076865315437317,1.0,0.0,0.0,0.0,1.076602816581726,1.0,0.0,0.0,0.0,1.0820695161819458,1.0,0.0,0.0,0.0,1.076865315437317,1.0,0.0,0.0,0.0,1.076602816581726,1.0,0.0,0.0,0.0
