step,stage,loss,base_loss,refined_loss,grad_norm,lr_ssr,lr_heads,lr_backbone,base/k1/global,base/k1/local,base/k1/edge,refined/k1/global,refined/k1/local,refined/k1/edge,refined/k2/global,refined/k2/local,refined/k2/edge,refined/k3/global,refined/k3/local,refined/k3/edge
1,detached,0.2926064729690552,0.07522925734519958,0.2173772007226944,0.5960084795951843,2e-05,1e-05,0.0,0.03623887151479721,0.03815428540110588,0.0008361010695807636,0.03623887151479721,0.019801106303930283,0.0008361010695807636,0.03623887151479721,0.04364444315433502,0.0008361010695807636,0.03623887151479721,0.042706720530986786,0.0008361010695807636
2,detached,0.24365076422691345,0.07588959485292435,0.1677611619234085,0.3643144965171814,2e-05,1e-05,0.0,0.03500129655003548,0.04005447402596474,0.0008338206680491567,0.034997373819351196,0.01948363333940506,0.0008340240456163883,0.03499359264969826,0.02040969766676426,0.0008345954702235758,0.03498922660946846,0.02038353681564331,0.0008354720193892717
3,detached,0.2806142270565033,0.056410375982522964,0.22420385479927063,0.3692260980606079,2e-05,1e-05,0.0,0.03414510563015938,0.02143041044473648,0.000834859733004123,0.03413981944322586,0.04082169383764267,0.0008356199832633138,0.03413468599319458,0.04243481904268265,0.0008375543402507901,0.034129548817873,0.03602965921163559,0.0008404350955970585
4,detached,0.2721087336540222,0.05298521742224693,0.21912351250648499,0.3593197166919708,2e-05,1e-05,0.0,0.03350673243403435,0.01864333637058735,0.0008351460564881563,0.03349820151925087,0.04177748039364815,0.0008366532856598496,0.033490825444459915,0.038235172629356384,0.000839682761579752,0.03348376974463463,0.0361177995800972,0.0008439378580078483
5,detached,0.2146662473678589,0.053638942539691925,0.16102731227874756,0.3247973322868347,2e-05,1e-05,0.0,0.03292461484670639,0.019880199804902077,0.0008341296343132854,0.03291456401348114,0.019907688722014427,0.0008357231272384524,0.032905254513025284,0.019772259518504143,0.0008395590703003109,0.032897450029850006,0.02010994590818882,0.0008448605658486485
6,detached,0.2648627758026123,0.07372362911701202,0.1911391317844391,0.5010518431663513,2e-05,1e-05,0.0,0.03237781673669815,0.04051264002919197,0.0008331704884767532,0.032367754727602005,0.0333227701485157,0.0008354352321475744,0.03235954791307449,0.03932484611868858,0.0008401750819757581,0.03235260024666786,0.018889447674155235,0.0008465711143799126
7,detached,0.20399770140647888,0.05110345035791397,0.1528942584991455,0.449226438999176,2e-05,1e-05,0.0,0.031798187643289566,0.01847149431705475,0.0008337688632309437,0.03178892657160759,0.01856285333633423,0.0008363438537344337,0.031781964004039764,0.018519984558224678,0.0008416012860834599,0.03177643194794655,0.017937134951353073,0.0008490171749144793
8,detached,0.24970443546772003,0.05068470910191536,0.19901973009109497,0.5112873911857605,2e-05,1e-05,0.0,0.031309716403484344,0.01854170858860016,0.0008332852739840746,0.03130168840289116,0.03212955594062805,0.0008360701031051576,0.03129587695002556,0.03459544479846954,0.0008415951742790639,0.03129163011908531,0.035878829658031464,0.0008490307372994721
9,detached,0.24873283505439758,0.05039570853114128,0.198337122797966,0.48240604996681213,2e-05,1e-05,0.0,0.030893951654434204,0.01866970956325531,0.0008320462657138705,0.030885444954037666,0.036479465663433075,0.0008348423871211708,0.030879464000463486,0.03432407230138779,0.0008406246779486537,0.030875440686941147,0.03236956521868706,0.0008482130942866206
10,detached,0.1950279176235199,0.04851403087377548,0.146513894200325,0.418108731508255,2e-05,1e-05,0.0,0.030526353046298027,0.01715749502182007,0.0008301796624436975,0.030517663806676865,0.017712192609906197,0.0008333503501489758,0.03051164373755455,0.01765994355082512,0.0008392832241952419,0.03050815500319004,0.01708412729203701,0.0008475339272990823
11,detached,0.2368607074022293,0.06390079855918884,0.17295990884304047,0.40684887766838074,2e-05,1e-05,0.0,0.03018721006810665,0.03288574516773224,0.0008278388995677233,0.030177175998687744,0.017244430258870125,0.0008311900310218334,0.030171509832143784,0.032791104167699814,0.0008377571939490736,0.03016646020114422,0.029893986880779266,0.0008462896221317351
12,detached,0.21080049872398376,0.04879910498857498,0.16200140118598938,0.37033945322036743,2e-05,1e-05,0.0,0.029820438474416733,0.018152372911572456,0.0008262909250333905,0.02980867400765419,0.017360910773277283,0.0008298461325466633,0.029800958931446075,0.01791677437722683,0.0008367509581148624,0.0297965407371521,0.03480512648820877,0.0008458105730824172
13,detached,0.22410985827445984,0.0651271864771843,0.15898267924785614,0.41399022936820984,2e-05,1e-05,0.0,0.02946699969470501,0.03483531251549721,0.0008248728699982166,0.02945493720471859,0.016538314521312714,0.0008286326192319393,0.029446614906191826,0.01859699934720993,0.0008355226600542665,0.02944113500416279,0.03299602121114731,0.0008445020066574216
14,detached,0.23457618057727814,0.06209374964237213,0.172482430934906,0.38660696148872375,2e-05,1e-05,0.0,0.029098093509674072,0.03217089921236038,0.000824757618829608,0.029084311798214912,0.016703015193343163,0.0008285149815492332,0.029073651880025864,0.03362412378191948,0.0008356865728273988,0.02906600572168827,0.03242219612002373,0.0008449098095297813
15,detached,0.23539039492607117,0.06355731189250946,0.1718330830335617,0.35046297311782837,2e-05,1e-05,0.0,0.02874423749744892,0.03398725017905235,0.0008258238667622209,0.028727689757943153,0.017013108357787132,0.0008292550919577479,0.028713954612612724,0.032944727689027786,0.0008368283160962164,0.028703540563583374,0.033217113465070724,0.0008468643645755947
16,detached,0.21938590705394745,0.048341166228055954,0.1710447371006012,0.4307310879230499,2e-05,1e-05,0.0,0.028405116870999336,0.019108254462480545,0.0008277944871224463,0.028386294841766357,0.03352387994527817,0.0008313978905789554,0.028370821848511696,0.017369836568832397,0.0008390850853174925,0.028358787298202515,0.032515645027160645,0.0008489848114550114
17,detached,0.20918330550193787,0.04546650871634483,0.16371679306030273,0.3829096555709839,2e-05,1e-05,0.0,0.02808079496026039,0.01655721105635166,0.0008285006042569876,0.028063923120498657,0.017820261418819427,0.0008324238006025553,0.028050925582647324,0.02963075041770935,0.0008403912652283907,0.028042474761605263,0.029584940522909164,0.0008506912272423506
18,detached,0.21109239757061005,0.046200256794691086,0.16489213705062866,0.41928768157958984,2e-05,1e-05,0.0,0.02779812552034855,0.01757424883544445,0.000827882788144052,0.027784474194049835,0.03127148002386093,0.0008318809559568763,0.027774695307016373,0.01763034611940384,0.0008400290971621871,0.02776731178164482,0.03014177456498146,0.0008501450065523386
19,detached,0.2118120938539505,0.06087573245167732,0.15093636512756348,0.4691115915775299,2e-05,1e-05,0.0,0.027542004361748695,0.03250744938850403,0.0008262811461463571,0.027529411017894745,0.01742498204112053,0.0008300414774566889,0.02752040885388851,0.031510889530181885,0.0008375024190172553,0.027513699606060982,0.01692230813205242,0.0008471151813864708
20,detached,0.20731520652770996,0.04500946030020714,0.16230574250221252,0.33199793100357056,2e-05,1e-05,0.0,0.02722243405878544,0.01696131005883217,0.0008257136214524508,0.02720697596669197,0.03186212107539177,0.0008290130645036697,0.027194324880838394,0.01709875464439392,0.0008358088089153171,0.02718443237245083,0.029249830171465874,0.0008444800041615963
21,detached,0.2163948267698288,0.044708218425512314,0.17168660461902618,0.2962469160556793,2e-05,1e-05,0.0,0.026911389082670212,0.01697205752134323,0.0008247718797065318,0.026892410591244698,0.028011105954647064,0.0008276758599095047,0.026876043528318405,0.02963201515376568,0.0008338916813954711,0.026862530037760735,0.030909428372979164,0.0008415112970396876
22,detached,0.20478078722953796,0.045363135635852814,0.15941765904426575,0.3799728751182556,2e-05,1e-05,0.0,0.026612047106027603,0.017927546054124832,0.000823542766738683,0.026591317728161812,0.0317046120762825,0.0008261915063485503,0.026573291048407555,0.016544120386242867,0.0008321042405441403,0.02655784972012043,0.02894853986799717,0.0008396394550800323
23,detached,0.1879134327173233,0.04304422438144684,0.14486920833587646,0.3638690114021301,2e-05,1e-05,0.0,0.026302771642804146,0.01591922901570797,0.0008222220349125564,0.026282573118805885,0.02973226085305214,0.0008246466750279069,0.0262651015073061,0.01758592762053013,0.0008303036447614431,0.026249557733535767,0.016261525452136993,0.0008373090531677008
24,detached,0.18639296293258667,0.042980026453733444,0.14341293275356293,0.31916552782058716,2e-05,1e-05,0.0,0.025989646092057228,0.01616925746202469,0.0008211239473894238,0.025969604030251503,0.016762059181928635,0.0008237765287049115,0.025952164083719254,0.028535988181829453,0.000829590018838644,0.025937050580978394,0.01776563748717308,0.0008370615541934967
25,detached,0.19144649803638458,0.053167954087257385,0.1382785439491272,0.33970004320144653,2e-05,1e-05,0.0,0.025655657052993774,0.026691855862736702,0.0008204423356801271,0.02563580311834812,0.02840755134820938,0.0008231971878558397,0.025618212297558784,0.014988956041634083,0.0008289546240121126,0.025606947019696236,0.015532825142145157,0.0008361050859093666
26,detached,0.20472422242164612,0.056942809373140335,0.14778141677379608,0.3119358718395233,2e-05,1e-05,0.0,0.025213832035660744,0.030907319858670235,0.0008216576534323394,0.0251915343105793,0.026542646810412407,0.0008244247874245048,0.025172043591737747,0.027086125686764717,0.0008297726744785905,0.025154655799269676,0.016143817454576492,0.0008363925735466182
27,detached,0.18615981936454773,0.05084085464477539,0.13531896471977234,0.3839556574821472,2e-05,1e-05,0.0,0.02469828352332115,0.02531794272363186,0.0008246289216913283,0.024672430008649826,0.015859339386224747,0.000826943083666265,0.02465001866221428,0.02674219198524952,0.0008320393390022218,0.024630045518279076,0.016267117112874985,0.0008388339192606509
28,detached,0.19791768491268158,0.05111829563975334,0.14679938554763794,0.4402514100074768,2e-05,1e-05,0.0,0.024128161370754242,0.026161089539527893,0.0008290453115478158,0.024099105969071388,0.02702135406434536,0.0008312148274853826,0.02407483197748661,0.016200480982661247,0.0008363507222384214,0.024053184315562248,0.02884003520011902,0.0008428315632045269
29,detached,0.17141008377075195,0.04008844494819641,0.13132163882255554,0.4384681284427643,2e-05,1e-05,0.0,0.02347567491233349,0.01577826216816902,0.0008345090900547802,0.023444175720214844,0.01665894314646721,0.0008371651056222618,0.02341773547232151,0.026367152109742165,0.0008421296952292323,0.023394882678985596,0.015510750003159046,0.0008487144368700683
30,detached,0.18765044212341309,0.039573900401592255,0.14807653427124023,0.3455248773097992,2e-05,1e-05,0.0,0.022750385105609894,0.0159860048443079,0.0008375141769647598,0.02271958813071251,0.026193317025899887,0.0008399607031606138,0.022697247564792633,0.024382458999753,0.0008452550391666591,0.022680306807160378,0.02686639130115509,0.0008520171977579594
31,detached,0.17641210556030273,0.049025896936655045,0.127386212348938,0.5091696381568909,2e-05,1e-05,0.0,0.021977657452225685,0.026210736483335495,0.0008375002071261406,0.021956898272037506,0.016904061660170555,0.0008410539012402296,0.02194320410490036,0.0244111567735672,0.0008475655922666192,0.02193344011902809,0.01769324764609337,0.0008555867243558168
32,detached,0.1537637859582901,0.03895235434174538,0.11481142789125443,0.48188045620918274,2e-05,1e-05,0.0,0.020961808040738106,0.017151840031147003,0.0008387072011828423,0.020940933376550674,0.017099294811487198,0.0008420232916250825,0.020926661789417267,0.016157418489456177,0.0008490358013659716,0.02091725543141365,0.01622132956981659,0.0008574773673899472
