step,stage,loss,base_loss,refined_loss,grad_norm,lr_ssr,lr_heads,lr_backbone,base/k1/global,base/k1/local,base/k1/edge,refined/k1/global,refined/k1/local,refined/k1/edge,refined/k2/global,refined/k2/local,refined/k2/edge,refined/k3/global,refined/k3/local,refined/k3/edge
1,detached,0.16580596566200256,0.041818954050540924,0.12398701161146164,0.4989476501941681,2e-05,1e-05,0.0,0.01619149185717106,0.025005178526043892,0.0006222854135558009,0.01619149185717106,0.021398387849330902,0.0006222854135558009,0.01619149185717106,0.026089150458574295,0.0006222854135558009,0.01619149185717106,0.026058146730065346,0.0006222854135558009
2,detached,0.15391066670417786,0.041061948984861374,0.11284871399402618,0.5259959697723389,2e-05,1e-05,0.0,0.015369193628430367,0.025073900818824768,0.0006188572151586413,0.015367547981441021,0.021317245438694954,0.0006197293987497687,0.015366030856966972,0.022089727222919464,0.0006222366355359554,0.015364691615104675,0.021475454792380333,0.0006260463269427419
3,detached,0.1579234004020691,0.03770968317985535,0.12021370977163315,0.5840908288955688,2e-05,1e-05,0.0,0.014724682085216045,0.02236589416861534,0.0006191048887558281,0.014725868590176105,0.02539137192070484,0.000620370963588357,0.014727415516972542,0.024389024823904037,0.0006236700573936105,0.01472930982708931,0.02437814697623253,0.0006285239360295236
4,detached,0.15422219038009644,0.03551357239484787,0.11870862543582916,0.4879346489906311,2e-05,1e-05,0.0,0.014276382513344288,0.020620064809918404,0.0006171243730932474,0.014275443740189075,0.024633146822452545,0.000618243939243257,0.014281009323894978,0.025095246732234955,0.0006212634616531432,0.014274471439421177,0.024284085258841515,0.0006257148925215006
5,detached,0.1435333490371704,0.03632737696170807,0.10720596462488174,0.3123224973678589,2e-05,1e-05,0.0,0.013977635651826859,0.021734338253736496,0.0006154018919914961,0.013973363675177097,0.02063930407166481,0.0006163226207718253,0.013969331979751587,0.02169244922697544,0.0006188307888805866,0.013965574093163013,0.021108057349920273,0.0006227340782061219
6,detached,0.15060876309871674,0.03945823386311531,0.11115053296089172,0.4388408064842224,2e-05,1e-05,0.0,0.01378729660063982,0.02505624108016491,0.0006146949017420411,0.013782006688416004,0.02329878881573677,0.0006160460179671645,0.01377705205231905,0.02440181002020836,0.0006191700231283903,0.013772373087704182,0.020259758457541466,0.0006235309410840273
7,detached,0.13552728295326233,0.03462943062186241,0.10089784860610962,0.46695494651794434,2e-05,1e-05,0.0,0.013504543341696262,0.02050970494747162,0.0006151837296783924,0.013500912114977837,0.019397921860218048,0.0006165975937619805,0.01349762361496687,0.019562944769859314,0.0006199702620506287,0.013494640588760376,0.019582632929086685,0.0006246038246899843
8,detached,0.14579224586486816,0.033894140273332596,0.11189810186624527,0.3379208445549011,2e-05,1e-05,0.0,0.013296535238623619,0.019982343539595604,0.0006152607966214418,0.01329309493303299,0.022886700928211212,0.000616624834947288,0.013289888389408588,0.022910352796316147,0.0006197748589329422,0.013287101872265339,0.02437039278447628,0.0006241679657250643
9,detached,0.14546439051628113,0.03278062492609024,0.11268377304077148,0.32239794731140137,2e-05,1e-05,0.0,0.013120611198246479,0.019045064225792885,0.0006149473483674228,0.01311629731208086,0.024433324113488197,0.0006161524797789752,0.013112228363752365,0.024023333564400673,0.0006188630941323936,0.01310848630964756,0.023032432422041893,0.0006226469995453954
10,detached,0.12962248921394348,0.03268669545650482,0.09693580120801926,0.43421250581741333,2e-05,1e-05,0.0,0.012952660210430622,0.019119523465633392,0.00061451131477952,0.012948069721460342,0.018229767680168152,0.0006157179595902562,0.012943792156875134,0.018736006692051888,0.0006187093676999211,0.01293992530554533,0.019281115382909775,0.0006226884433999658
11,detached,0.14274299144744873,0.03628440201282501,0.10645858943462372,0.3909035921096802,2e-05,1e-05,0.0,0.012787891551852226,0.02288219891488552,0.0006143132341094315,0.012784234248101711,0.01967630349099636,0.0006152645219117403,0.012781123630702496,0.023763157427310944,0.0006178223411552608,0.012778407894074917,0.02282121405005455,0.0006210642168298364
12,detached,0.13306525349617004,0.032407503575086594,0.10065775364637375,0.4071018397808075,2e-05,1e-05,0.0,0.01259316224604845,0.019199233502149582,0.0006151088746264577,0.012591652572154999,0.01852407678961754,0.0006161397323012352,0.012590599246323109,0.018916308879852295,0.0006185041856952012,0.012590151280164719,0.02358865737915039,0.0006216634646989405
13,detached,0.13502205908298492,0.03544250503182411,0.09957955777645111,0.3883441388607025,2e-05,1e-05,0.0,0.012446718290448189,0.022379903122782707,0.0006158844335004687,0.012444889172911644,0.018600068986415863,0.0006169272819533944,0.012443759478628635,0.019379224628210068,0.0006193266017362475,0.012442813254892826,0.02241012454032898,0.0006224180688150227
14,detached,0.13773860037326813,0.0346626415848732,0.10307595878839493,0.3184705972671509,2e-05,1e-05,0.0,0.012269861064851284,0.021775245666503906,0.0006175339221954346,0.012267467565834522,0.018563751131296158,0.0006184019148349762,0.012265611439943314,0.023273011669516563,0.0006205906393006444,0.012264229357242584,0.02257945016026497,0.0006234449101611972
15,detached,0.13749098777770996,0.035472724586725235,0.10201826691627502,0.292436420917511,2e-05,1e-05,0.0,0.012092802673578262,0.022759776562452316,0.0006201438372954726,0.012090618722140789,0.018469974398612976,0.0006209315033629537,0.012088913470506668,0.022315524518489838,0.0006230435101315379,0.012087643146514893,0.023095939308404922,0.0006256820634007454
16,detached,0.13501521944999695,0.03164517134428024,0.10337004065513611,0.35281091928482056,2e-05,1e-05,0.0,0.011908428743481636,0.01911342702805996,0.0006233144085854292,0.011906401254236698,0.022951913997530937,0.0006241753580980003,0.011904946528375149,0.019989939406514168,0.0006263115210458636,0.011903880164027214,0.02283344231545925,0.0006290285382419825
17,detached,0.13042308390140533,0.03109593875706196,0.09932713955640793,0.3819617033004761,2e-05,1e-05,0.0,0.011749000288546085,0.018721994012594223,0.0006249448633752763,0.011746772564947605,0.018795141950249672,0.0006258836365304887,0.01174501609057188,0.02161315456032753,0.0006282433168962598,0.011743810959160328,0.021798014640808105,0.0006310964236035943
18,detached,0.13067302107810974,0.03202443569898605,0.09864857792854309,0.40957343578338623,2e-05,1e-05,0.0,0.011624508537352085,0.019774634391069412,0.0006252942839637399,0.011622979305684566,0.02162189781665802,0.0006262124516069889,0.011622095480561256,0.018530506640672684,0.0006284198607318103,0.011621681973338127,0.02174350805580616,0.0006312766927294433
19,detached,0.13203111290931702,0.034840743988752365,0.09719037264585495,0.47525304555892944,2e-05,1e-05,0.0,0.01152038760483265,0.02269556187093258,0.0006247956771403551,0.011519788764417171,0.01963692158460617,0.0006255628541111946,0.01151970960199833,0.022741854190826416,0.0006274111801758409,0.01151958480477333,0.018370328471064568,0.0006292141042649746
20,detached,0.13017699122428894,0.031054912135004997,0.0991220772266388,0.38032206892967224,2e-05,1e-05,0.0,0.011361111886799335,0.019069112837314606,0.0006246876437216997,0.011360179632902145,0.022048765793442726,0.0006251491722650826,0.01136005762964487,0.01925988495349884,0.0006267918506637216,0.011360702104866505,0.02185175195336342,0.0006288025178946555
21,detached,0.1296772062778473,0.030253876000642776,0.09942333400249481,0.4475368559360504,2e-05,1e-05,0.0,0.011249919421970844,0.018380332738161087,0.0006236257031559944,0.011249463073909283,0.021223928779363632,0.0006241872906684875,0.011249878443777561,0.020984333008527756,0.0006258066860027611,0.011250849813222885,0.021587219089269638,0.0006276621716096997
22,detached,0.1274847388267517,0.030652295798063278,0.09683243930339813,0.3972052335739136,2e-05,1e-05,0.0,0.011174840852618217,0.018855134025216103,0.0006223209202289581,0.011174277402460575,0.022236984223127365,0.0006228539859876037,0.011174392886459827,0.01776355691254139,0.0006244335090741515,0.011175029911100864,0.021434761583805084,0.0006261449307203293
23,detached,0.12167229503393173,0.029717637225985527,0.09195465594530106,0.43255963921546936,2e-05,1e-05,0.0,0.011142429895699024,0.017953945323824883,0.0006212608423084021,0.011141092516481876,0.0212075375020504,0.0006217843620106578,0.01114007830619812,0.018298352137207985,0.0006228780257515609,0.011139397509396076,0.017159484326839447,0.0006240586517378688
24,detached,0.1204962357878685,0.028548238798975945,0.0919479951262474,0.30497094988822937,2e-05,1e-05,0.0,0.011048411019146442,0.0168793722987175,0.0006204567034728825,0.011046487838029861,0.01744418404996395,0.0006207158439792693,0.011045151390135288,0.020960800349712372,0.0006216983310878277,0.011044121347367764,0.018542088568210602,0.0006227472331374884
25,detached,0.12181305885314941,0.03245701268315315,0.08935604244470596,0.3645499646663666,2e-05,1e-05,0.0,0.010950674302875996,0.020886726677417755,0.0006196108879521489,0.010949463583528996,0.020639145746827126,0.0006199823110364377,0.010949090123176575,0.017415525391697884,0.0006210188148543239,0.01094940397888422,0.01659020036458969,0.0006222150987014174
26,detached,0.12617573142051697,0.033242255449295044,0.09293348342180252,0.5213116407394409,2e-05,1e-05,0.0,0.010836094617843628,0.021787047386169434,0.000619111699052155,0.010836643166840076,0.020235855132341385,0.00061937072314322,0.010837798938155174,0.021554939448833466,0.000620378355961293,0.010839508846402168,0.01676756516098976,0.0006214253371581435
27,detached,0.12065991759300232,0.0317426472902298,0.08891727030277252,0.3938497304916382,2e-05,1e-05,0.0,0.010648861527442932,0.020474622026085854,0.0006191632710397243,0.0106477290391922,0.017163217067718506,0.0006193401059135795,0.010647346265614033,0.020565953105688095,0.0006203335360623896,0.010647586546838284,0.017384463921189308,0.000621304614469409
28,detached,0.12505322694778442,0.0315348356962204,0.09351839125156403,0.36590835452079773,2e-05,1e-05,0.0,0.010478348471224308,0.02043651044368744,0.000619976781308651,0.010475799441337585,0.02144581452012062,0.000620335980784148,0.01047395821660757,0.017351821064949036,0.0006214117165654898,0.010472585447132587,0.02143441140651703,0.0006222504889592528
29,detached,0.11694851517677307,0.02853773534297943,0.08841077983379364,0.43355467915534973,2e-05,1e-05,0.0,0.010321496054530144,0.017594655975699425,0.0006215836037881672,0.010319837369024754,0.017890552058815956,0.0006219213246367872,0.010318855755031109,0.0209229476749897,0.0006230190629139543,0.010318366810679436,0.01677117682993412,0.0006241075461730361
30,detached,0.12237776070833206,0.027150435373187065,0.09522732347249985,0.5237492918968201,2e-05,1e-05,0.0,0.010201491415500641,0.0163266621530056,0.0006222813972271979,0.010200356133282185,0.02107222005724907,0.0006224678363651037,0.010199938900768757,0.020255599170923233,0.0006234767497517169,0.010199833661317825,0.021429117769002914,0.0006243136012926698
31,detached,0.1188599020242691,0.03133538365364075,0.08752451837062836,0.43174540996551514,2e-05,1e-05,0.0,0.010094140656292439,0.020619414746761322,0.0006218302878551185,0.010092881508171558,0.017498616129159927,0.0006220935611054301,0.010090503841638565,0.02076924964785576,0.0006229749415069818,0.010089309886097908,0.017114877700805664,0.0006240122020244598
32,detached,0.11075115203857422,0.027314739301800728,0.08343641459941864,0.4226169288158417,2e-05,1e-05,0.0,0.009983104653656483,0.016710219904780388,0.00062141427770257,0.009980258531868458,0.018330853432416916,0.0006217964692041278,0.009977898560464382,0.016789745539426804,0.0006227634730748832,0.009976006112992764,0.016513317823410034,0.0006237780908122659
33,detached,0.11377447843551636,0.027445735409855843,0.08632874488830566,0.5532367825508118,2e-05,1e-05,0.0,0.009900987148284912,0.016924921423196793,0.0006198260234668851,0.009898977354168892,0.017654091119766235,0.0006203060038387775,0.009897824376821518,0.016364257782697678,0.0006213115993887186,0.009897313080728054,0.020752452313899994,0.0006222074152901769
34,detached,0.11678780615329742,0.031368955969810486,0.08541885018348694,0.5817728638648987,2e-05,1e-05,0.0,0.009858270175755024,0.020893050357699394,0.0006176348542794585,0.009856654331088066,0.0200221948325634,0.0006177617469802499,0.009855955839157104,0.016497336328029633,0.0006185871316120028,0.009855859912931919,0.017475325614213943,0.0006191814318299294
35,detached,0.11438749730587006,0.03048625960946083,0.08390124142169952,0.3209468722343445,2e-05,1e-05,0.0,0.009766850620508194,0.02010272815823555,0.0006166805978864431,0.009763863869011402,0.020141281187534332,0.0006169877597130835,0.009761595167219639,0.016046546399593353,0.0006178888725116849,0.009760146029293537,0.0165744386613369,0.0006184997037053108
36,detached,0.11495202779769897,0.03093411773443222,0.08401791006326675,0.574079692363739,2e-05,1e-05,0.0,0.009692465886473656,0.020625228062272072,0.0006164228543639183,0.009689738042652607,0.020008139312267303,0.0006169774569571018,0.009688091464340687,0.016514213755726814,0.0006181096541695297,0.009686725214123726,0.01657732017338276,0.0006185934762470424
37,detached,0.1127915158867836,0.029662644490599632,0.08312886953353882,0.37498992681503296,2e-05,1e-05,0.0,0.009566967375576496,0.01947939023375511,0.0006162875797599554,0.009564774110913277,0.02004290372133255,0.0006169877015054226,0.009563838131725788,0.016562936827540398,0.000618405407294631,0.009563694708049297,0.015976160764694214,0.0006191650754772127
38,detached,0.10955002903938293,0.02596798911690712,0.08358204364776611,0.3930858075618744,2e-05,1e-05,0.0,0.009477604180574417,0.01587400585412979,0.0006163782090879977,0.00947639811784029,0.016745567321777344,0.0006170918932184577,0.009475898928940296,0.020326653495430946,0.000618394638877362,0.009476357139647007,0.016226384788751602,0.0006192980799823999
39,detached,0.10526568442583084,0.026567786931991577,0.07869789749383926,0.2839106321334839,2e-05,1e-05,0.0,0.009393809363245964,0.01655827835202217,0.0006156988674774766,0.009392309933900833,0.016063740476965904,0.0006165236700326204,0.009391899220645428,0.016203254461288452,0.0006178051116876304,0.009392205625772476,0.016401637345552444,0.0006185166421346366
40,detached,0.11159993708133698,0.02727780118584633,0.08432213962078094,0.2961457073688507,2e-05,1e-05,0.0,0.00932315457612276,0.01734018884599209,0.0006144567742012441,0.009321482852101326,0.019804885610938072,0.0006153412396088243,0.009320789948105812,0.019498150795698166,0.0006163292564451694,0.009320676326751709,0.015207924880087376,0.0006165575468912721
41,detached,0.10499516129493713,0.025099705904722214,0.07989545911550522,0.33755484223365784,2e-05,1e-05,0.0,0.00927688553929329,0.015209915116429329,0.0006129059474915266,0.009275388903915882,0.017138918861746788,0.0006137858727015555,0.009275282733142376,0.016177615150809288,0.0006151320412755013,0.009275872260332108,0.016907699406147003,0.000615761848166585
42,detached,0.1095556765794754,0.026010282337665558,0.08354539424180984,0.3461531400680542,2e-05,1e-05,0.0,0.009250116534531116,0.016148801892995834,0.0006113644922152162,0.009248766116797924,0.01943603903055191,0.0006123908096924424,0.009248574264347553,0.019333193078637123,0.0006136870943009853,0.009249051101505756,0.01518972497433424,0.0006139645702205598
43,detached,0.10827935487031937,0.024861708283424377,0.08341764658689499,0.3398493528366089,2e-05,1e-05,0.0,0.009231388568878174,0.015020199120044708,0.0006101198960095644,0.00922943651676178,0.015324926003813744,0.0006110277608968318,0.009228686802089214,0.01936524733901024,0.0006123919156379998,0.009228629060089588,0.019204705953598022,0.0006125966319814324
44,detached,0.10823860764503479,0.0292567890137434,0.07898181676864624,0.28555312752723694,2e-05,1e-05,0.0,0.009202712215483189,0.019444959238171577,0.0006091170944273472,0.009199877269566059,0.019119760021567345,0.0006099393358454108,0.009198465384542942,0.014662734232842922,0.0006107690278440714,0.009198160842061043,0.015770865604281425,0.0006112490082159638
45,detached,0.1046442985534668,0.02625349722802639,0.07839079946279526,0.41719722747802734,2e-05,1e-05,0.0,0.009117117151618004,0.016527516767382622,0.0006088624359108508,0.009112788364291191,0.014532961882650852,0.0006096950965002179,0.009109824895858765,0.019751887768507004,0.0006108952220529318,0.009107795543968678,0.01494378037750721,0.0006111656548455358
46,detached,0.10389569401741028,0.024823101237416267,0.07907259464263916,0.3610982298851013,2e-05,1e-05,0.0,0.009033300913870335,0.015181176364421844,0.0006086257053539157,0.009030657820403576,0.01586509682238102,0.0006095449207350612,0.00902940146625042,0.015102317556738853,0.0006106483051553369,0.00902889296412468,0.0191848985850811,0.0006111405091360211
47,detached,0.11083422601222992,0.028180038556456566,0.0826541855931282,0.45009228587150574,2e-05,1e-05,0.0,0.008968889713287354,0.01860259845852852,0.0006085506174713373,0.008966182358562946,0.01953054592013359,0.000609481823630631,0.008964690379798412,0.015444554388523102,0.0006106486544013023,0.008964158594608307,0.018952613696455956,0.0006113068666309118
48,detached,0.10502889752388,0.028469527140259743,0.07655937224626541,0.513604998588562,2e-05,1e-05,0.0,0.008879714645445347,0.018980486318469048,0.0006093252450227737,0.008874733000993729,0.01866082102060318,0.000610143702942878,0.008871355094015598,0.01477694883942604,0.0006112359696999192,0.008868505246937275,0.014674515463411808,0.0006111158290877938
49,detached,0.10814444720745087,0.02570474147796631,0.08243970572948456,0.48805806040763855,2e-05,1e-05,0.0,0.00879612285643816,0.01629822514951229,0.0006103918422013521,0.008792277425527573,0.01877257227897644,0.0006110086105763912,0.008789613842964172,0.01962738297879696,0.0006118024466559291,0.008788238279521465,0.015834620222449303,0.0006121913902461529
50,detached,0.10635458678007126,0.028553925454616547,0.07780066132545471,0.6431912183761597,2e-05,1e-05,0.0,0.008779485709965229,0.01916421763598919,0.0006102218758314848,0.008778318762779236,0.018614785745739937,0.0006108743837103248,0.008778467774391174,0.016351379454135895,0.0006116383010521531,0.008779541589319706,0.014663669280707836,0.000611989526078105
51,detached,0.10134518146514893,0.025120291858911514,0.07622488588094711,0.3223089873790741,2e-05,1e-05,0.0,0.008674015291035175,0.015836168080568314,0.0006101096514612436,0.008670486509799957,0.01878378540277481,0.0006106843356974423,0.008668792434036732,0.015123269520699978,0.0006109311943873763,0.008668689988553524,0.014476941898465157,0.0006113030249252915
52,detached,0.10163749754428864,0.02473006583750248,0.0769074335694313,0.547841489315033,2e-05,1e-05,0.0,0.008638395927846432,0.01548279169946909,0.000608878443017602,0.008633200079202652,0.015204157680273056,0.0006095588905736804,0.008630214259028435,0.01920607127249241,0.000609956041444093,0.00862849596887827,0.014775671996176243,0.0006101061590015888
53,detached,0.10720528662204742,0.02789470925927162,0.0793105810880661,0.4873844087123871,2e-05,1e-05,0.0,0.008643316105008125,0.01864425651729107,0.0006071360548958182,0.008641907945275307,0.018289199098944664,0.0006078676669858396,0.008642179891467094,0.018277674913406372,0.0006081228493712842,0.008643805049359798,0.014991940930485725,0.0006078880978748202
54,detached,0.09854307770729065,0.024527041241526604,0.0740160346031189,0.4121910631656647,2e-05,1e-05,0.0,0.0085969939827919,0.015323806554079056,0.0006062403554096818,0.00859540980309248,0.014168599620461464,0.0006068593356758356,0.008595319464802742,0.01384760346263647,0.0006071538664400578,0.00859626941382885,0.01839216984808445,0.0006066564237698913
55,detached,0.10163640975952148,0.02771751396358013,0.0739188939332962,0.28349119424819946,2e-05,1e-05,0.0,0.008548378944396973,0.018563836812973022,0.0006052973913028836,0.008543754927814007,0.018394052982330322,0.0006060089217498899,0.00854083988815546,0.013872547075152397,0.0006060117157176137,0.008538970723748207,0.014211179688572884,0.0006055301637388766
