step,train/k0_point_rel,train/k0_depth_rel,train/k0_depth_delta_1.01,train/k0_depth_delta_1.25,train/k0_boundary_f1,val/k0_point_rel,val/k0_depth_rel,val/k0_depth_delta_1.01,val/k0_depth_delta_1.25,val/k0_boundary_f1,train/k3_point_rel,train/k3_depth_rel,train/k3_depth_delta_1.01,train/k3_depth_delta_1.25,train/k3_boundary_f1,val/k3_point_rel,val/k3_depth_rel,val/k3_depth_delta_1.01,val/k3_depth_delta_1.25,val/k3_boundary_f1
800,0.008871909463778138,0.0076627073576673865,0.7962341606616974,0.9996719509363174,0.894366666674614,0.021979297045618296,0.02021522121503949,0.4098534621298313,0.9931918382644653,0.8508867472410202,0.008024908602237701,0.006986224791035056,0.8143475949764252,0.9994532465934753,0.8902386426925659,0.024735354352742434,0.02258073049597442,0.3574792742729187,0.9933469891548157,0.8437122851610184
804,0.008756196708418429,0.007616899907588959,0.7986119836568832,0.9996732175350189,0.8957825601100922,0.02197020431049168,0.020177084719762206,0.4119795523583889,0.9931867718696594,0.8511824756860733,0.005897439201362431,0.004895042744465172,0.9025294035673141,0.999387115240097,0.888173371553421,0.024124423041939735,0.022273162845522165,0.3486480042338371,0.9930608868598938,0.8363783955574036
