step,loss,grad_norm,k1/global,k1/local,k1/edge
35,0.024516135454177856,0.15835025906562805,0.0155387450940907,0.008664014283567667,0.0003133757854811847
36,0.04615245573222637,0.10269118845462799,0.02780143776908517,0.017918989062309265,0.00043202909000683576
37,0.03590553253889084,0.12609094381332397,0.020639394409954548,0.014701507985591888,0.0005646308418363333
38,0.03626324608922005,0.06948257237672806,0.024879682809114456,0.010896018706262112,0.0004875443992204964
39,0.029006228782236576,0.09669104963541031,0.014768615830689669,0.013791956473141909,0.00044565559073816985
40,0.04205032717436552,0.10251429677009583,0.022175182588398457,0.01942109176889062,0.0004540542868198827
41,0.032450840808451176,0.12999534606933594,0.017330548260360956,0.014556566718965769,0.0005637265567202121
42,0.022550832480192184,0.13629066944122314,0.012694421224296093,0.009381531970575452,0.00047487998381257057
43,0.02633049339056015,0.07181324064731598,0.017716526985168457,0.008245508186519146,0.00036845858267042786
44,0.024076255038380623,0.1140909492969513,0.01382364728488028,0.009922950528562069,0.000329656497342512
45,0.12720278650522232,0.09845208376646042,0.10251607792451978,0.023807306308299303,0.0008794066670816392
46,0.01374403154477477,0.12511475384235382,0.007584103615954518,0.00578838330693543,0.0003715444327099249
47,0.0203438401222229,0.16841089725494385,0.012644905829802155,0.007391991559416056,0.00030694394081365317
48,0.043030595406889915,0.0818193107843399,0.018608597107231617,0.023801875300705433,0.0006201231008162722
49,0.021129285916686058,0.17493747174739838,0.010811140295118093,0.00993755180388689,0.0003805941960308701
50,0.013074934715405107,0.13048487901687622,0.006597466301172972,0.006129919434897602,0.0003475490666460246
51,0.13431368954479694,0.13558226823806763,0.10607545683160424,0.027230442967265844,0.00100778738851659
52,0.03710341174155474,0.1337820142507553,0.021573755890130997,0.015049350447952747,0.00048030418111011386
53,0.01983773522078991,0.15023209154605865,0.009195013903081417,0.010296078631654382,0.0003466425114311278
54,0.025675625540316105,0.12837918102741241,0.014745811931788921,0.01057337922975421,0.0003564350481610745
55,0.0458573866635561,0.21841557323932648,0.027449728921055794,0.01788075128570199,0.0005269068497000262
56,0.014003004413098097,0.14100080728530884,0.006924726068973541,0.006714999210089445,0.00036327917769085616
57,0.044400389306247234,0.1198410764336586,0.024162548128515482,0.01977422763593495,0.0004636124212993309
58,0.02435264177620411,0.10569128394126892,0.012385580921545625,0.011534195393323898,0.000432863540481776
59,0.0488050002604723,0.07747597992420197,0.029536028392612934,0.018763719126582146,0.0005052514898125082
60,0.022833816707134247,0.19635087251663208,0.012605447322130203,0.009820275590755045,0.0004080947837792337
61,0.020369636826217175,0.15535543859004974,0.01014933711849153,0.009850111557170749,0.00037018770672148094
62,0.026387272402644157,0.11303111910820007,0.013181788846850395,0.012741836719214916,0.00046364800073206425
63,0.02538608480244875,0.11082112789154053,0.014115105848759413,0.010942273074761033,0.0003287063300376758
64,0.20465458184480667,0.11842179298400879,0.14075807109475136,0.062712661921978,0.0011838519712910056
65,0.0419715428724885,0.08810658007860184,0.01894691539928317,0.022607608698308468,0.0004170179017819464
66,0.05808195564895868,0.08659803867340088,0.026715721003711224,0.030744250863790512,0.0006219835195224732
67,0.033154845237731934,0.09628748148679733,0.019316958263516426,0.013279261067509651,0.0005586249171756208
68,0.04481005668640137,0.10180222988128662,0.022597085684537888,0.021461475640535355,0.0007514944300055504
69,0.019105512648820877,0.06955789774656296,0.009964867262169719,0.00881090946495533,0.00032973536872304976
70,0.023499980568885803,0.21267378330230713,0.014268888626247644,0.0088557000271976,0.00037539127515628934
71,0.02559539396315813,0.2550069987773895,0.01404734468087554,0.011139723472297192,0.0004083266103407368
72,0.04449990205466747,0.16348937153816223,0.025362303480505943,0.018607093021273613,0.0005305061931721866
73,0.026349970139563084,0.17325261235237122,0.017658736556768417,0.008329846896231174,0.0003613861044868827
74,0.14387978333979845,0.10229655355215073,0.12127810390666127,0.021765870973467827,0.0008357997867278755
75,0.027591085992753506,0.14901992678642273,0.015550393145531416,0.011670706793665886,0.00036998451105318964
76,0.04282118380069733,0.05997064337134361,0.021197556518018246,0.020973702892661095,0.0006499238370452076
77,0.06130205653607845,0.07382305711507797,0.03994111064821482,0.02074425481259823,0.0006166909879539162
78,0.01990308379754424,0.1323832869529724,0.011086451821029186,0.008432249072939157,0.0003843835729639977
79,0.032732849940657616,0.13719910383224487,0.018104882445186377,0.014103136956691742,0.0005248309171292931
80,0.040769290179014206,0.21883328258991241,0.027995632961392403,0.012244059704244137,0.0005295980954542756
81,0.026667104102671146,0.09142445772886276,0.015298999845981598,0.010874763131141663,0.0004933409509249032
82,0.02125023864209652,0.0648336336016655,0.011566155590116978,0.009245822671800852,0.00043826007458847016
83,0.041829751804471016,0.08115961402654648,0.023054939694702625,0.018330908380448818,0.00044390141556505114
84,0.024515459779649973,0.08660878986120224,0.013839259278029203,0.010286717908456922,0.00038948158180573955
85,0.03053900646045804,0.18421553075313568,0.018179452512413263,0.011953434208407998,0.0004061176732648164
86,0.024569797329604626,0.13279218971729279,0.017050303984433413,0.007184749701991677,0.0003347425445099361
87,0.05141557194292545,0.10124459117650986,0.0305781620554626,0.02025006292387843,0.0005873451591469347
88,0.01764234621077776,0.16394475102424622,0.00891089579090476,0.00830944161862135,0.0004220084665575996
89,0.04487823694944382,0.20440223813056946,0.02966543845832348,0.014668436255306005,0.000544362235814333
90,0.026774263940751553,0.09696970134973526,0.014829399064183235,0.011510188225656748,0.0004346744099166244
91,0.04396308958530426,0.14092585444450378,0.022829854860901833,0.02036858256906271,0.0007646502635907382
92,0.016301675233989954,0.2289523482322693,0.009349419502541423,0.006617315346375108,0.00033494031231384724
93,0.027825099416077137,0.16437852382659912,0.015973143745213747,0.011401207651942968,0.00045074865920469165
94,0.019817153923213482,0.08975356817245483,0.0107960463501513,0.008709466084837914,0.00031164255051407963
95,0.021086030639708042,0.10003689676523209,0.010323177557438612,0.010340130887925625,0.0004227222816552967
96,0.028902981895953417,0.21947512030601501,0.02065165201202035,0.007847025757655501,0.0004043046064907685
97,0.054337725043296814,0.20305116474628448,0.041752549819648266,0.01216257642954588,0.00042259853216819465
98,0.02346805017441511,0.1366429477930069,0.009319081902503967,0.013598037185147405,0.000550930795725435
99,0.016686538234353065,0.10324148833751678,0.00848171184770763,0.00784423784352839,0.0003605887177400291
100,0.015769414138048887,0.1793886125087738,0.009432874387130141,0.005979450652375817,0.00035708882205653936
101,0.026487931609153748,0.11268265545368195,0.014104736503213644,0.011974071618169546,0.000409124098950997
102,0.03774098493158817,0.20446397364139557,0.017124312929809093,0.019987375708296895,0.0006292968610068783
103,0.04269414767622948,0.06954079866409302,0.02909830864518881,0.013171286787837744,0.00042455289803911
104,0.1279844529926777,0.2600553631782532,0.10291055124253035,0.02403922053053975,0.0010346777271479368
105,0.019678166136145592,0.11429022252559662,0.009205229580402374,0.010086518246680498,0.0003864178142976016
106,0.032690951600670815,0.15046316385269165,0.01658873911947012,0.015581546816974878,0.0005206648493185639
107,0.023356350604444742,0.14360131323337555,0.013862202409654856,0.009080111747607589,0.00041403688373975456
108,0.21448239497840405,0.17303135991096497,0.13532687537372112,0.07807569857686758,0.0010798093280754983
109,0.038943614810705185,0.24219653010368347,0.025968645699322224,0.012426040135324001,0.0005489283503266051
110,0.04460067581385374,0.08791422843933105,0.01972789689898491,0.02429557405412197,0.000577202532440424
111,0.030505212023854256,0.10837286710739136,0.01837575389072299,0.011674417648464441,0.00045504064473789185
112,0.028126577846705914,0.10402986407279968,0.013700360897928476,0.013865984044969082,0.0005602323362836614
113,0.020534952636808157,0.17100192606449127,0.012905664276331663,0.007277738302946091,0.00035155026125721633
114,0.027872764505445957,0.14928458631038666,0.01612265408039093,0.011282418854534626,0.0004676911630667746
115,0.040508218575268984,0.15113183856010437,0.01996099716052413,0.020241837832145393,0.0003053818945772946
116,0.024178134743124247,0.10189089924097061,0.01609509694389999,0.0076837134547531605,0.0003993241989519447
117,0.03547982592135668,0.36672329902648926,0.02597833052277565,0.009095101617276669,0.0004063941596541554
118,0.03556776326149702,0.1572248339653015,0.019991235341876745,0.015026949346065521,0.0005495777004398406
119,0.017432730179280043,0.11239578574895859,0.009226586669683456,0.007782817585393786,0.0004233258368913084
120,0.05224374495446682,0.2576823830604553,0.03035620041191578,0.021265139803290367,0.0006224046519491822
121,0.034589325077831745,0.12687531113624573,0.017827517818659544,0.016312590101733804,0.0004492180305533111
122,0.03529066452756524,0.3314165771007538,0.016608163714408875,0.018067291006445885,0.0006152098503662273
123,0.17905971314758062,0.11094032973051071,0.10447529144585133,0.07358228228986263,0.0010021405469160527
124,0.030957123264670372,0.0813758447766304,0.015649343840777874,0.014736716635525227,0.0005710624682251364
125,0.06214594095945358,0.12182622402906418,0.03318501356989145,0.028217483311891556,0.0007434471626766026
126,0.03425108827650547,0.13013778626918793,0.020036691799759865,0.013713714201003313,0.0005006835563108325
127,0.03986250702291727,0.05693464353680611,0.019951238529756665,0.019395962823182344,0.0005153051752131432
128,0.021624217741191387,0.14659854769706726,0.011090376414358616,0.01011341786943376,0.0004204230644972995
129,0.023831953294575214,0.178267702460289,0.013237356673926115,0.010140711907297373,0.00045388533908408135
130,0.04602357558906078,0.31630828976631165,0.029001123271882534,0.01648443564772606,0.000538018619408831
131,0.12934860563836992,0.19250361621379852,0.094308229861781,0.034139403025619686,0.0009009791101561859
132,0.018525722436606884,0.12288925051689148,0.011631700675934553,0.00661110645160079,0.0002829158038366586
133,0.04826541617512703,0.06242075935006142,0.023161492310464382,0.024588214699178934,0.0005157073755981401
134,0.024001242592930794,0.2320762574672699,0.011951990891247988,0.011589887086302042,0.00045936495007481426
135,0.02597687765955925,0.16830693185329437,0.0152771370485425,0.01029125414788723,0.0004084863467141986
136,0.022383330389857292,0.1991150975227356,0.012420589569956064,0.009547044523060322,0.00041569682070985436
137,0.021440799348056316,0.10858715325593948,0.010755383409559727,0.010208217892795801,0.0004771977837663144
138,0.026579310186207294,0.18332315981388092,0.01488606445491314,0.011244189459830523,0.0004490559076657519
139,0.024309971369802952,0.09645316004753113,0.01295339921489358,0.010881470516324043,0.00047510149306617677
140,0.03082849085330963,0.10663829743862152,0.0160663821734488,0.014271641615778208,0.0004904669767711312
141,0.021733207628130913,0.1085473969578743,0.013256667647510767,0.008036500308662653,0.00044004060328006744
142,0.16065047401934862,0.1389927715063095,0.10616546170786023,0.053509131306782365,0.0009758927772054449
143,0.0183899262920022,0.09628855437040329,0.009286147076636553,0.008727827109396458,0.00037595198955386877
144,0.02120115328580141,0.17548267543315887,0.010541425552219152,0.010265693999826908,0.0003940327005693689
145,0.036143542267382145,0.10236349701881409,0.01873858878389001,0.016772666480392218,0.0006322860717773438
146,0.038074301555752754,0.17155320942401886,0.01804953720420599,0.019312639255076647,0.0007121245726011693
147,0.045682650059461594,0.05534973368048668,0.01940174214541912,0.025586686097085476,0.0006942207983229309
148,0.02572582196444273,0.1602679193019867,0.018189818365499377,0.007198282517492771,0.0003377203829586506
149,0.04389462620019913,0.07635590434074402,0.021292821038514376,0.022135802311822772,0.0004660045087803155
150,0.011576569639146328,0.24861516058444977,0.005815428798086941,0.005394392996095121,0.0003667478449642658
151,0.05582443065941334,0.2395763397216797,0.037889013066887856,0.017445250414311886,0.0004901660140603781
152,0.03660085052251816,0.2539340853691101,0.024755516555160284,0.011461087502539158,0.00038424483500421047
153,0.0509615782648325,0.07296720147132874,0.029969079419970512,0.020516306161880493,0.0004761922755278647
154,0.14069465547800064,0.18503853678703308,0.11386310309171677,0.025697482284158468,0.0011340660275891423
155,0.05701189860701561,0.07617031782865524,0.02615136234089732,0.030146293807774782,0.0007142421090975404
156,0.06540260463953018,0.0869879275560379,0.03425971046090126,0.03053816733881831,0.0006047268398106098
157,0.026983654126524925,0.16907289624214172,0.01734471181407571,0.00924184382893145,0.00039709974953439087
158,0.041871536523103714,0.14337819814682007,0.022556066047400236,0.018783642211928964,0.0005318294570315629
159,0.027312363497912884,0.14404743909835815,0.014960589352995157,0.011972285807132721,0.0003794892691075802
160,0.15161016676574945,0.12238866835832596,0.09795035142451525,0.05275719938799739,0.0009026226762216538
161,0.1602908819913864,0.09533222019672394,0.09932038374245167,0.060016612987965345,0.000953895621933043
162,0.03697382099926472,0.11665078997612,0.017372120171785355,0.018955813720822334,0.0006458862917497754
163,0.02770473249256611,0.2274939864873886,0.015322501538321376,0.011852239025756717,0.0005299923359416425
164,0.05216727405786514,0.23664093017578125,0.028040197677910328,0.023536392487585545,0.0005906853475607932
165,0.19507601484656334,0.08073623478412628,0.16147805377840996,0.03243981581181288,0.0011581384751480073
166,0.021311338059604168,0.2077946662902832,0.010249542072415352,0.010681647341698408,0.0003801476559601724
167,0.0452557778917253,0.34247249364852905,0.02570682275108993,0.019088528351858258,0.00046042750182095915
168,0.016134639270603657,0.1264892816543579,0.00820976635441184,0.007531173527240753,0.0003936997673008591
169,0.05205442849546671,0.10716710984706879,0.036373903043568134,0.015120308380573988,0.0005602162273135036
170,0.033044624142348766,0.13707010447978973,0.01330456929281354,0.01910212356597185,0.0006379306723829359
171,0.028544209897518158,0.2066194713115692,0.013820863794535398,0.014200715813785791,0.0005226290231803432
172,0.13086362462490797,0.1398140788078308,0.10581123596057296,0.023985331412404776,0.0010670581395970657
173,0.026208017021417618,0.1377505511045456,0.015147586353123188,0.010641791392117739,0.000418639654526487
174,0.04175693355500698,0.12066393345594406,0.01865906361490488,0.022682880982756615,0.00041499073267914355
175,0.04104124195873737,0.10956282913684845,0.0255566518753767,0.01503293076530099,0.00045166019117459655
176,0.0232703797519207,0.10821541398763657,0.013995039276778698,0.008806724101305008,0.00046861717419233173
177,0.034442463889718056,0.1974707394838333,0.017189958598464727,0.016637342050671577,0.0006151656853035092
178,0.01657728524878621,0.07884150743484497,0.008421394973993301,0.007719294633716345,0.0004365955828689039
179,0.012670127209275961,0.3367098569869995,0.007137655979022384,0.005113141378387809,0.0004193298809695989
180,0.039439303800463676,0.26103460788726807,0.022406061179935932,0.01638753153383732,0.0006457131530623883
181,0.021852918900549412,0.1657085120677948,0.012957979924976826,0.008511927677318454,0.000383011472877115
182,0.12922938633710146,0.27229616045951843,0.10459077171981335,0.02369778649881482,0.0009408317855559289
183,0.04332868102937937,0.10041099786758423,0.021334834396839142,0.021306229289621115,0.0006876175466459244
184,0.021308614872395992,0.16167066991329193,0.011772064724937081,0.009115767199546099,0.00042078286060132086
185,0.029354162514209747,0.07132059335708618,0.01945092435926199,0.009477616753429174,0.0004256210377207026
186,0.022503883577883244,0.27392491698265076,0.011020795442163944,0.011018611025065184,0.0004644766013370827
187,0.022180364467203617,0.22446949779987335,0.012260773684829473,0.009499024134129286,0.0004205671139061451
188,0.018269358202815056,0.12105874717235565,0.008838387206196785,0.009056883864104748,0.00037408710340969265
189,0.026651605032384396,0.12949921190738678,0.015078031457960606,0.011139710200950503,0.0004338635044405237
190,0.032197380438447,0.07909180968999863,0.015562145039439201,0.016132019460201263,0.0005032143089920282
191,0.02186606638133526,0.10817045718431473,0.012888600118458271,0.00860681408084929,0.00037065151263959706
192,0.03202804084867239,0.21536897122859955,0.02028790768235922,0.011358663905411959,0.00038146959559526294
193,0.07544726552441716,0.2970374822616577,0.05249557178467512,0.022405279567465186,0.0005464185669552535
194,0.1679341800045222,0.26389193534851074,0.10185953229665756,0.06510421982966363,0.0009704138792585582
195,0.05773099139332771,0.1552807092666626,0.02881390694528818,0.028178862296044827,0.0007382229377981275
196,0.033655657432973385,0.20987875759601593,0.015468392986804247,0.01750174816697836,0.0006855166866444051
197,0.011696828063577414,0.448207825422287,0.00684147619176656,0.0045557786943390965,0.0002995726972585544
198,0.05513381585478783,0.2595825791358948,0.02903224527835846,0.02552242251113057,0.0005791487055830657
199,0.010480000171810389,0.5548102259635925,0.005001530284062028,0.005131302634254098,0.0003471667441772297
200,0.03943265601992607,0.3587656319141388,0.025131666101515293,0.013822890818119049,0.0004780964372912422
201,0.018207878340035677,0.3600146174430847,0.010183237958699465,0.007601324352435768,0.0004233164218021557
202,0.06247776374220848,0.212964728474617,0.04806336248293519,0.013777235988527536,0.0006371669878717512
203,0.037609015591442585,0.2535780072212219,0.01880066515877843,0.01828032499179244,0.0005280254990793765
204,0.026625418569892645,0.22595302760601044,0.012056142324581742,0.014115667436271906,0.0004536093329079449
205,0.03057529218494892,0.1692844033241272,0.014923567418009043,0.015061222948133945,0.0005905032739974558
206,0.013660697033628821,0.3155524432659149,0.007646056357771158,0.005674144602380693,0.0003404965973459184
207,0.01804731087759137,0.13014450669288635,0.009996246080845594,0.007634588866494596,0.0004164758138358593
208,0.027794149704277515,0.18500682711601257,0.014942238107323647,0.01239048596471548,0.0004614259087247774
209,0.018202166073024273,0.16686145961284637,0.009126634337008,0.008702593389898539,0.0003729382005985826
210,0.026329861022531986,0.15568505227565765,0.015366205014288425,0.010431941132992506,0.0005317146715242416
211,0.05179562885314226,0.27906128764152527,0.02432359242811799,0.02692160475999117,0.0005504292203113437
212,0.030642555095255375,0.24157863855361938,0.015817915555089712,0.014227908570319414,0.0005967328470433131
213,0.023736074566841125,0.17068995535373688,0.011927905958145857,0.011342757381498814,0.0004654118965845555
214,0.01421043835580349,0.3728938698768616,0.008720921818166971,0.005182001506909728,0.00030751395388506353
215,0.04784805094823241,0.12981420755386353,0.028982753632590175,0.018318889196962118,0.0005464067799039185
216,0.02438401710242033,0.1421584039926529,0.014131694100797176,0.00980883720330894,0.00044348579831421375
217,0.029940670356154442,0.39732325077056885,0.019705256447196007,0.009776944760233164,0.000458470152807422
218,0.037651156075298786,0.08162958174943924,0.02226445358246565,0.014793417416512966,0.0005932857166044414
219,0.03667842783033848,0.06128042936325073,0.016588642727583647,0.01940023433417082,0.0006895493133924901
220,0.03607495129108429,0.09268586337566376,0.024839564226567745,0.010788894724100828,0.0004464939556783065
221,0.03454941511154175,0.10554962605237961,0.0222257599234581,0.011855665128678083,0.0004679906851379201
222,0.029649194329977036,0.10289378464221954,0.01810192922130227,0.011074969545006752,0.00047229629126377404
223,0.02322898106649518,0.20238272845745087,0.01209771167486906,0.01067387918010354,0.0004573905316647142
224,0.0858707819133997,0.1568574458360672,0.038351237773895264,0.046829091385006905,0.0006904468464199454
225,0.02838878706097603,0.0896526500582695,0.017932286020368338,0.010014284867793322,0.0004422161291586235
226,0.02807274553924799,0.09635630995035172,0.017595967277884483,0.010011083446443081,0.0004656950768548995
227,0.17516839131712914,0.4228793978691101,0.11010473221540451,0.06405048025771976,0.0010131898743566126
228,0.03802996501326561,0.12850232422351837,0.017586720176041126,0.019721669144928455,0.000721576769137755
229,0.02417361317202449,0.1317281574010849,0.017862290958873928,0.00591347215231508,0.0003978510794695467
230,0.045337081886827946,0.07407486438751221,0.0228648092597723,0.02190093882381916,0.0005713378777727485
231,0.03671161085367203,0.06131512299180031,0.02111557312309742,0.015123454853892326,0.000472583225928247
232,0.025755067355930805,0.14502285420894623,0.01435561990365386,0.010939169442281127,0.0004602774861268699
233,0.02956719510257244,0.14094899594783783,0.019070432987064123,0.0100593576207757,0.00043740219553001225
234,0.03566525969654322,0.33873212337493896,0.02437117788940668,0.01079808035865426,0.0004960006335750222
235,0.025402287021279335,0.2249327301979065,0.01697505870833993,0.008034218335524201,0.00039301137439906597
236,0.03707669023424387,0.15783849358558655,0.021389912348240614,0.015234286896884441,0.00045249040704220533
237,0.042480939999222755,0.40423667430877686,0.027240135706961155,0.014677160885185003,0.0005636450077872723
238,0.03184945322573185,0.4415798485279083,0.019392878282815218,0.01195200439542532,0.0005045706056989729
239,0.02791258506476879,0.2446220964193344,0.016752755735069513,0.01072960952296853,0.00043022065074183047
240,0.023898056708276272,0.16655312478542328,0.016728861024603248,0.006801549345254898,0.00036764673131983727
241,0.026284895837306976,0.17454510927200317,0.015536184888333082,0.010317075299099088,0.0004316350969020277
242,0.03157654404640198,0.3771199584007263,0.019673549570143223,0.011461627203971148,0.0004413674178067595
243,0.030604965053498745,0.3848841190338135,0.02087948238477111,0.009289405308663845,0.00043607714178506285
244,0.03647914621978998,0.08190485090017319,0.017939599230885506,0.017932481598109007,0.0006070671370252967
245,0.01785263977944851,0.06878882646560669,0.007704602088779211,0.009751243982464075,0.0003967936791013926
246,0.013193989638239145,0.31951260566711426,0.0062648935709148645,0.006559734814800322,0.0003693615144584328
247,0.02407645992934704,0.08144445717334747,0.011312657268717885,0.012278567999601364,0.0004852343845413998
248,0.023574327118694782,0.47887882590293884,0.01337919244542718,0.009668771643191576,0.0005263622151687741
249,0.028938411734998226,0.12838633358478546,0.020044489298015833,0.008465426973998547,0.0004284958413336426
250,0.03741111233830452,0.17023417353630066,0.018137464299798012,0.018793913535773754,0.00047973373148124665
251,0.03958291467279196,0.16812710464000702,0.023223351687192917,0.015737488167360425,0.0006220761424629018
252,0.04157282039523125,0.13201452791690826,0.026997847482562065,0.013996186666190624,0.000578787992708385
253,0.19503694213926792,0.13973014056682587,0.12893682206049562,0.06517276307567954,0.000927351982682012
254,0.023476102389395237,0.06382733583450317,0.012386467773467302,0.010573715902864933,0.0005159196443855762
255,0.06619064509868622,0.12275441735982895,0.02990148914977908,0.03569158772006631,0.0005975684034638107
256,0.024979780428111553,0.5566247701644897,0.013889411929994822,0.010561664588749409,0.000528703720192425
257,0.14875107258558273,0.2504695951938629,0.12379425973631442,0.024056660942733288,0.0009001483267638832
258,0.03708762116730213,0.39263859391212463,0.01890408806502819,0.01752721332013607,0.0006563192000612617
259,0.017536022700369358,0.28531792759895325,0.011188894044607878,0.00600093905813992,0.0003461898595560342
260,0.03250199090689421,0.25683367252349854,0.01607306022197008,0.015785500407218933,0.0006434281531255692
261,0.020489103626459837,0.09912855923175812,0.013012152165174484,0.007075137575156987,0.00040181376971304417
262,0.17873764783143997,0.2612282633781433,0.14371278509497643,0.03366456367075443,0.0013602953404188156
263,0.02692847140133381,0.052137456834316254,0.013561613392084837,0.012836328707635403,0.0005305305530782789
264,0.02244084980338812,0.07558629661798477,0.013806029688566923,0.008183478377759457,0.00045134233369026333
265,0.02812452893704176,0.26112470030784607,0.01392003009095788,0.013696135487407446,0.0005083621072117239
266,0.021460612304508686,0.11878339946269989,0.01242056954652071,0.008577044354751706,0.0004629985778592527
267,0.02111160010099411,0.16733168065547943,0.012785883154720068,0.007841164246201515,0.0004845523799303919
268,0.018761981278657913,0.3143453598022461,0.011028287466615438,0.007371339248493314,0.0003623553493525833
269,0.01863224059343338,0.3395066261291504,0.011760808527469635,0.006516012363135815,0.00035542108525987715
270,0.03687259089201689,0.427592396736145,0.022448563016951084,0.013856549747288227,0.0005674780404660851
271,0.03283285442739725,0.18868564069271088,0.022258160635828972,0.01010327273979783,0.000471422026748769
272,0.022342301905155182,0.18817895650863647,0.013675212860107422,0.00829830183647573,0.00036878690298181027
273,0.03322691284120083,0.13456661999225616,0.014503167476505041,0.018124867230653763,0.0005988778721075505
274,0.029821195639669895,0.09075699746608734,0.020907483994960785,0.008474634028971195,0.0004390760004753247
275,0.03884327411651611,0.08467891812324524,0.021396919153630733,0.016864663921296597,0.0005816910706926137
276,0.1820483012124896,0.1671455204486847,0.1533371740952134,0.027643549256026745,0.0010675667726900429
277,0.052270930260419846,0.35061442852020264,0.028957908041775227,0.022659678477793932,0.0006533411797136068
278,0.18627183139324188,0.20887450873851776,0.12664869613945484,0.05873890686780214,0.000884224587935023
279,0.03046262636780739,0.3624933660030365,0.01583121530711651,0.014127762988209724,0.0005036477232351899
280,0.030094866640865803,0.2139766812324524,0.020516083110123873,0.009191063698381186,0.00038772093830630183
281,0.0454650092869997,0.15800830721855164,0.02434104820713401,0.02060718950815499,0.0005167726194486022
282,0.020757739432156086,0.3199867308139801,0.012113547418266535,0.008245518431067467,0.0003986736119259149
283,0.12404000665992498,0.11056019365787506,0.09997035935521126,0.023128786822780967,0.0009408594487467781
284,0.037417865358293056,0.12233292311429977,0.025047697126865387,0.011992580257356167,0.00037758667895104736
285,0.04430999979376793,0.12511570751667023,0.022719732020050287,0.021025366615504026,0.0005649012164212763
286,0.02607299480587244,0.1264793872833252,0.019241496920585632,0.006404423736967146,0.00042707467218860984
287,0.04007190652191639,0.3421999514102936,0.027428313624113798,0.012236460112035275,0.00040713085036259145
288,0.046693988144397736,0.1683477908372879,0.02680861484259367,0.019305809400975704,0.00057956189266406
289,0.02998061291873455,0.09567790478467941,0.01481543481349945,0.014608819037675858,0.0005563592712860554
290,0.05393676087260246,0.06449277698993683,0.03340581292286515,0.020053596701472998,0.00047734935651533306
291,0.18536307476460934,0.261974573135376,0.10898511577397585,0.0752650797367096,0.0011128666228614748
