step,train/k0_point_rel,train/k0_depth_rel,train/k0_depth_delta_1.01,train/k0_depth_delta_1.25,train/k0_boundary_f1,train/k0_crop_point_rel,train/k0_crop_depth_rel,train/k0_crop_depth_delta_1.01,train/k0_crop_depth_delta_1.25,train/k0_crop_boundary_f1,train/k0_structure_point_rel,train/k0_structure_depth_rel,train/k0_structure_depth_delta_1.01,train/k0_structure_depth_delta_1.25,train/k0_structure_boundary_f1,val/k0_point_rel,val/k0_depth_rel,val/k0_depth_delta_1.01,val/k0_depth_delta_1.25,val/k0_boundary_f1,val/k0_crop_point_rel,val/k0_crop_depth_rel,val/k0_crop_depth_delta_1.01,val/k0_crop_depth_delta_1.25,val/k0_crop_boundary_f1,val/k0_structure_point_rel,val/k0_structure_depth_rel,val/k0_structure_depth_delta_1.01,val/k0_structure_depth_delta_1.25,val/k0_structure_boundary_f1,train/k3_point_rel,train/k3_depth_rel,train/k3_depth_delta_1.01,train/k3_depth_delta_1.25,train/k3_boundary_f1,train/k3_crop_point_rel,train/k3_crop_depth_rel,train/k3_crop_depth_delta_1.01,train/k3_crop_depth_delta_1.25,train/k3_crop_boundary_f1,train/k3_structure_point_rel,train/k3_structure_depth_rel,train/k3_structure_depth_delta_1.01,train/k3_structure_depth_delta_1.25,train/k3_structure_boundary_f1,val/k3_point_rel,val/k3_depth_rel,val/k3_depth_delta_1.01,val/k3_depth_delta_1.25,val/k3_boundary_f1,val/k3_crop_point_rel,val/k3_crop_depth_rel,val/k3_crop_depth_delta_1.01,val/k3_crop_depth_delta_1.25,val/k3_crop_boundary_f1,val/k3_structure_point_rel,val/k3_structure_depth_rel,val/k3_structure_depth_delta_1.01,val/k3_structure_depth_delta_1.25,val/k3_structure_boundary_f1
1600,0.0509141339128837,0.042896625120192766,0.4026977793127298,0.9631274455785751,0.8134135976433754,0.08354478151941637,0.07318367389083472,0.28254677453693355,0.9178868138565207,0.7911052582961209,0.0603038425082868,0.05010726076181767,0.2910054267102958,0.9702266510927452,0.6181399639485017,0.08524280186975375,0.06560376385459676,0.20257822470739484,0.9586543403565884,0.8673252873122692,0.0678873360157013,0.06687915325164795,0.0387098528444767,0.98095703125,0.8564038872718811,0.08174815773963928,0.08044400811195374,0.0487738735973835,0.9823133945465088,0.7628540396690369,0.04284349837340415,0.035151456692256035,0.44749433293938634,0.9671174895763397,0.8014152163267135,0.07290237157974604,0.06265917311440099,0.3801917646009967,0.9235963101656932,0.7798451387657309,0.049598214936987406,0.039622653266942164,0.39299829233929795,0.9702047784373445,0.6090616966193577,0.08983085490763187,0.06886351993307471,0.17756011127494276,0.9582099243998528,0.8466098271310329,0.06601988524198532,0.0648588240146637,0.0444607213139534,0.9830729365348816,0.8489570021629333,0.08123389631509781,0.07981729507446289,0.0538194440305233,0.9817708134651184,0.7814577221870422
1700,0.050719571649096906,0.04270902479998767,0.4041629070788622,0.9632224732637406,0.8144298997521401,0.08339459802252504,0.07304920600551479,0.2827764154183415,0.9181798865210336,0.7916760672375841,0.06026468199308751,0.050110294237592314,0.2894533632173783,0.9701734443880478,0.618014172844167,0.0849658278748393,0.06553551566321403,0.20822341763414443,0.9587214142084122,0.8679889291524887,0.06828511506319046,0.06726055592298508,0.0383029505610466,0.9808756709098816,0.8568462133407593,0.08205441385507584,0.0807308629155159,0.0482855923473835,0.9822048544883728,0.7641851902008057,0.04322892112191767,0.03551218601875007,0.439711309671402,0.9678500938415527,0.8032743066549302,0.07265050823466396,0.06245960872444623,0.38219076943285063,0.9246375043437166,0.7817334844818655,0.04938297165241444,0.039449138487777057,0.3829224231248757,0.9718449329430202,0.609263188574674,0.09070051903836429,0.07059605570975691,0.17942051321733743,0.9541882798075676,0.8458315804600716,0.06633850187063217,0.06516896933317184,0.0458984375,0.982042133808136,0.8522445559501648,0.08328567445278168,0.08176032453775406,0.0340711809694767,0.9800347089767456,0.785415768623352
1800,0.0505700015835464,0.04258297128137201,0.4061081587150693,0.9633023142814636,0.814271192252636,0.08327221373131252,0.07293485057592955,0.2844687341800276,0.9180219983154873,0.7911332300249135,0.06006225933022094,0.04989347018231199,0.29219670910915396,0.9703170286034638,0.6178665193465521,0.08498498902190477,0.06543319975025952,0.20693561271764338,0.9588488899171352,0.8678185492753983,0.06795823574066162,0.06694615632295609,0.0404188372194767,0.9809299111366272,0.8543006181716919,0.08162418752908707,0.08032524585723877,0.0486111119389534,0.9823133945465088,0.7657405138015747,0.042324996329843996,0.03476866294629872,0.47891243174672127,0.9669907337427139,0.8012131074070931,0.07214255952539872,0.062098722061458625,0.39326090576513756,0.9240759329975776,0.7789138386834342,0.04795728548306902,0.03859287802622004,0.4016507722718536,0.9710206580611894,0.6143650467384536,0.08750691206660122,0.06967114529106766,0.19107974972575903,0.9535881094634533,0.8448248952627182,0.06882765889167786,0.06757785379886627,0.0762803852558136,0.9815809726715088,0.8480377793312073,0.08687309175729752,0.08527765423059464,0.03092447854578495,0.9797092080116272,0.7858573794364929
1900,0.050375487515702845,0.04241617410443723,0.4076069892197847,0.9634387964010238,0.8143703716993332,0.08306780889770894,0.07276104843981986,0.28400961084748216,0.9182230132930683,0.7914934231425231,0.059865940256782296,0.04972454708702159,0.2914710480473795,0.9704522355547491,0.618219570731217,0.08505510090617463,0.0653327134787105,0.20704272901639342,0.9592042937874794,0.8678795732557774,0.06790369004011154,0.06687293201684952,0.0416666679084301,0.9807400107383728,0.8518006801605225,0.08160366117954254,0.08029060065746307,0.0487738735973835,0.982042133808136,0.7653706669807434,0.04219398324843496,0.03465450642630458,0.46171698421239854,0.9678918892145156,0.8009490555524826,0.07188476854056683,0.06176196551829014,0.3911912552309486,0.9246944177825496,0.7785917680780843,0.04798361421826313,0.03829940819655949,0.4012108500695454,0.9720074826816343,0.609224722351668,0.0895153017481789,0.07006207946687937,0.18469722534064204,0.9553539864718914,0.8424461297690868,0.06685750931501389,0.06555040925741196,0.0761447474360466,0.9819878339767456,0.8443500399589539,0.08391789346933365,0.08219430595636368,0.0694986954331398,0.9802517294883728,0.7809735536575317
2000,0.05020241131540388,0.042271857298910614,0.40810694798827174,0.9635933524370194,0.8144554382562638,0.0828080194879253,0.07254805233118669,0.2847879540245488,0.9186826595720256,0.7917757217051848,0.05968633076211192,0.049639358501529916,0.28990824357167166,0.9704580846822487,0.6188109470707066,0.08468916651327163,0.06514118518680334,0.2102696883957833,0.9595126397907734,0.8681362196803093,0.06838837265968323,0.06736782193183899,0.0387641079723835,0.9806044101715088,0.8522433638572693,0.08224755525588989,0.08093342930078506,0.0475260429084301,0.9818251132965088,0.7656081914901733,0.042084875674918296,0.034496388691477475,0.47216025844216347,0.968663963675499,0.7944708797335625,0.07249590262489498,0.06237160381070286,0.3990595661244302,0.9244167804718018,0.7728383788522685,0.04993546704919833,0.04021823014361116,0.40743317592115896,0.969848910592637,0.6084636092748282,0.08996286999899894,0.07062179531203583,0.17974955472163856,0.9537092037498951,0.8361295610666275,0.06940761208534241,0.06818144768476486,0.0273708775639534,0.9814724326133728,0.8371178507804871,0.08831267803907394,0.08675156533718109,0.02262369729578495,0.9794921875,0.7773587703704834
2100,0.05003702421672642,0.042126594209112224,0.4092055029422045,0.963690527677536,0.8158212643861771,0.08261317322206385,0.07237727795991133,0.2854448864060753,0.9189327674091987,0.7929910348271424,0.05953505575516314,0.049522619799904105,0.29077772380573286,0.9705420957421357,0.6190528632053789,0.0846347842598334,0.06512601725989953,0.21166650648228824,0.9597323015332222,0.8688002452254295,0.06826777011156082,0.06724086403846741,0.0412326380610466,0.9803602695465088,0.8514644503593445,0.08203992992639542,0.0807284265756607,0.0476888008415699,0.9817165732383728,0.7661042213439941,0.04212503589689732,0.034628226868808266,0.4611941039562225,0.9676502883434296,0.7966972923278809,0.0730138237781401,0.0629867678859605,0.38459226517182477,0.9240200789469593,0.773916410668841,0.0495702364253548,0.03995805933087502,0.4009703893109031,0.9697385981397809,0.6118426071304195,0.0910250935703516,0.07132741092937067,0.17932597012259066,0.9518940486013889,0.8362465910613537,0.06717708706855774,0.0658729076385498,0.03515625,0.9818251132965088,0.8281453251838684,0.08546849340200424,0.0838213637471199,0.0356987863779068,0.9792209267616272,0.7680357694625854
2200,0.049837417914532126,0.041956722298637034,0.41067239388823507,0.9637613701820373,0.8154171288013459,0.0824781481071182,0.07225571265268438,0.28589408198055233,0.9189695311042497,0.7924485856069708,0.059199754025716825,0.04920628928702395,0.2921899218498817,0.9708527382814659,0.6181846341153361,0.08464194997213781,0.06503008317667991,0.21068195975385606,0.9598553329706192,0.8683027699589729,0.06851773709058762,0.06748540699481964,0.0399034284055233,0.9804145097732544,0.8499752283096313,0.08228899538516998,0.08096591383218765,0.0462782122194767,0.9817708134651184,0.7666739821434021,0.043034191061742604,0.03531347776763141,0.43944881327450275,0.9663389182090759,0.8046997290849686,0.07228048899615148,0.06211643541266896,0.37733937757757474,0.9248082480340634,0.782882884144783,0.04946454440436836,0.03952944437744764,0.3800350633572857,0.9705479988512004,0.6143678534986838,0.09050020133145154,0.07115704985335469,0.18944001849740744,0.9525479599833488,0.8472469784319401,0.06826606392860413,0.06710951775312424,0.0560709647834301,0.9817708134651184,0.8485463857650757,0.0858038142323494,0.08433127403259277,0.0259874127805233,0.9799262285232544,0.7738240361213684
2300,0.04966268223710358,0.04179228570777923,0.41229145240038634,0.9639231729507446,0.8166482239961624,0.08232055296945684,0.07210986998002485,0.28664892412862686,0.9192468434009912,0.7941115821869869,0.05922314498292388,0.0492294033954166,0.291857511938532,0.9707079945870165,0.6198072025798401,0.08446546894265339,0.06487451127031818,0.21464706491678953,0.9600292146205902,0.8698381669819355,0.0683591365814209,0.06732561439275742,0.0421006940305233,0.98046875,0.8505325317382812,0.08207488059997559,0.08075524121522903,0.0481770820915699,0.9817165732383728,0.7656803131103516,0.04193990068044513,0.034399704341776666,0.466431185901165,0.9676156282424927,0.8034935143589973,0.07157464502906462,0.06153539178963258,0.39235860067156125,0.925420122326545,0.7796559536232138,0.047942855096650576,0.03849072228976578,0.3977286029115038,0.9706932711151411,0.6156330320913836,0.08852814050624147,0.0715616125962697,0.18605224805651233,0.951686792075634,0.8427539393305779,0.06785823404788971,0.0665438249707222,0.1286078542470932,0.9802517294883728,0.8460790514945984,0.08621077239513397,0.08462174981832504,0.02804904617369175,0.9793294072151184,0.786271333694458
2400,0.0495166937308386,0.04165835863444954,0.41248319417238233,0.9639967733621597,0.8163614711165428,0.0822656171150365,0.07206784884603519,0.2867450932708551,0.9194066963105831,0.7935220908443883,0.05913952481493635,0.04918208544335838,0.2915342077437156,0.970900666038945,0.6186719992250767,0.0845422824495472,0.06493435089942068,0.2146006370894611,0.9599507004022598,0.8692373558878899,0.06858551502227783,0.06755124032497406,0.0418023020029068,0.980224609375,0.8521799445152283,0.08219626545906067,0.08087491989135742,0.0476345494389534,0.981553852558136,0.7680709958076477,0.04127502163872123,0.033707063645124435,0.4806809064000845,0.9694976305961609,0.8045948949456215,0.07128346212348848,0.06111721000370552,0.41140080243349075,0.925640953036974,0.7824237079552885,0.048599459643844725,0.038649240069372474,0.4251166042291893,0.969986083372584,0.6181624585165167,0.09010527504142374,0.07042364403605461,0.18328937608748674,0.9550284668803215,0.8437241092324257,0.06525570154190063,0.06400278210639954,0.0257432721555233,0.9803873896598816,0.8586657047271729,0.08232477307319641,0.08079389482736588,0.02457682229578495,0.9806315302848816,0.7881699800491333
2500,0.049404833540320395,0.041556903305463494,0.4151391457021236,0.964029860496521,0.8160162153840065,0.08225027578970734,0.07204469996240903,0.28654210199162644,0.9193425290989425,0.7933087714438168,0.05912681995838318,0.04911241845561648,0.29295591728867226,0.9709225060804835,0.618583082590463,0.08474394684890285,0.06484846776584163,0.21323974337428808,0.9599074684083462,0.8689938001334667,0.06779978424310684,0.06675737351179123,0.0494520403444767,0.9801703691482544,0.8494111895561218,0.08131498098373413,0.08001337200403214,0.0490451380610466,0.9817708134651184,0.7668981552124023,0.04128009463660419,0.033848928599618376,0.4824436428397894,0.9686038023233414,0.7969617453217507,0.07126460946604328,0.061303185966779604,0.3996583570568067,0.925665703584563,0.7734076394787375,0.04836752411540387,0.03881252798655967,0.4064842201066467,0.9694728806333722,0.6136547873886127,0.08902105200104415,0.07070276938611642,0.1799248491297476,0.9539345800876617,0.8353503160178661,0.06527522951364517,0.06406157463788986,0.0267469622194767,0.98095703125,0.843845784664154,0.08282045274972916,0.0812632367014885,0.02571614645421505,0.9802517294883728,0.7949857711791992
2600,0.049161643404513594,0.04134415542706847,0.4164842314273119,0.9642190301418304,0.8180478802323341,0.08201433681303037,0.07184108051488984,0.2879287084599711,0.919830655151943,0.7954111863982003,0.05901763958961896,0.04906362910175099,0.2933858226422431,0.9709592720247665,0.6208407420594737,0.08445848751580343,0.06474543898366392,0.21994190383702517,0.9601525627076626,0.8705570697784424,0.06826852262020111,0.06722254306077957,0.0467936210334301,0.9800347089767456,0.8510969877243042,0.0817960724234581,0.08047633618116379,0.0485568568110466,0.9814995527267456,0.7712180614471436,0.0417327412776649,0.034213252533227205,0.4649203833937645,0.9694056630134582,0.7970752954483032,0.07293402798965855,0.06284067452937928,0.38772120228353535,0.9245763376074018,0.7747255656516777,0.051184654639998696,0.04136127391654366,0.3958483246278088,0.9675138210350612,0.6154132763732154,0.0905236053513363,0.07038199173985049,0.17616915237158537,0.9546873606741428,0.8360985293984413,0.06545267254114151,0.0642264261841774,0.0451931431889534,0.9802788496017456,0.838112473487854,0.08214632421731949,0.08058613538742065,0.02555338479578495,0.9789496660232544,0.7827146649360657
2700,0.04906012383289635,0.041254569278098646,0.4171409036964178,0.96421042740345,0.8171588772535324,0.08191107011417735,0.07175872814050822,0.28692431122345746,0.9197505645032199,0.7940241812535052,0.05858318892500873,0.04868242778938334,0.2919446762106469,0.9711409526051216,0.6195040381741974,0.08416601573117077,0.06453450577100739,0.22174306586384773,0.9603267647325993,0.8696926981210709,0.06847839057445526,0.06741783767938614,0.0453559048473835,0.9802517294883728,0.8481490015983582,0.08230528235435486,0.08095851540565491,0.0487738735973835,0.9816623330116272,0.7694817185401917,0.04072379322256893,0.033345022178255024,0.49360946655273436,0.9695346736907959,0.7990453931689262,0.0707002464717008,0.06080260833303602,0.41374591260023835,0.9255544138404558,0.7742409228153948,0.04755384613812532,0.0381663786862397,0.42953994272733637,0.9694957935585166,0.6134986704531705,0.08777998591540381,0.070497153501492,0.19118977966718376,0.9537451229989529,0.838296826928854,0.06748264282941818,0.06616842746734619,0.1201443150639534,0.98046875,0.8451710343360901,0.08908397704362869,0.08742562681436539,0.0344509556889534,0.9788954257965088,0.7939697504043579
