step,stage,loss,grad_norm,lr_ssr,lr_heads,lr_backbone,base/k1/edge,base/k1/global,base/k1/local,refined/k1/edge,refined/k1/global,refined/k1/local,refined/k2/edge,refined/k2/global,refined/k2/local,refined/k3/edge,refined/k3/global,refined/k3/local
50,detached_warmup,0.28088612854480743,1.1157153844833374,2e-05,1e-06,0.0,0.000690326647600159,0.034664008766412735,0.034154755994677544,0.0006923901964910328,0.03468949068337679,0.03541512507945299,0.0006954637938179076,0.03471558541059494,0.034976416267454624,0.0006985366344451904,0.03474219888448715,0.03475183621048927
51,detached_warmup,0.3648853749036789,1.3703951835632324,2e-05,1e-06,0.0,0.0008722745697014034,0.053640393540263176,0.03250799421221018,0.0008753419097047299,0.05360509641468525,0.03280686680227518,0.0008781940559856594,0.053570205345749855,0.04134458303451538,0.0008810832805465907,0.053535159677267075,0.040368182584643364
52,detached_warmup,0.22298775613307953,0.6893109679222107,2e-05,1e-06,0.0,0.0006559753383044153,0.02947059366852045,0.020019295625388622,0.0006595171289518476,0.029466009698808193,0.03094406332820654,0.0006638486811425537,0.02946211863309145,0.019258545711636543,0.0006673726020380855,0.02945855353027582,0.03226186614483595
53,detached_warmup,0.19568746536970139,1.21652090549469,2e-05,1e-06,0.0,0.0006753781053703278,0.022942738607525826,0.024970396421849728,0.0006774076609872282,0.02292126789689064,0.026786974631249905,0.0006803405995015055,0.022899885661900043,0.025166143663227558,0.0006833454826846719,0.02287919633090496,0.02440438512712717
54,detached_warmup,0.3097260519862175,1.1954190731048584,2e-05,1e-06,0.0,0.0006176292372401804,0.049735523760318756,0.02897720504552126,0.0006199270428624004,0.04973983485251665,0.02470241952687502,0.0006229352147784084,0.049745853058993816,0.02420896477997303,0.000625778513494879,0.049751811660826206,0.030378163792192936
55,detached_warmup,0.1588888019323349,0.7576412558555603,2e-05,1e-06,0.0,0.0007597318617627025,0.016972959972918034,0.020476906560361385,0.0007618429663125426,0.016952679492533207,0.024378541857004166,0.0007647011079825461,0.0169328972697258,0.02338705025613308,0.0007674993539694697,0.016913619823753834,0.01982036978006363
56,detached_warmup,0.16700942069292068,0.799037516117096,2e-05,1e-06,0.0,0.0006505868805106729,0.02079678326845169,0.020926048047840595,0.000652636808808893,0.020802337676286697,0.021045081317424774,0.0006558883469551802,0.020808935165405273,0.020038270391523838,0.0006589343538507819,0.02081684209406376,0.019157078117132187
57,detached_warmup,0.1597784087061882,0.5561575889587402,2e-05,1e-06,0.0,0.0006022126617608592,0.02213706122711301,0.017465035431087017,0.000606094065005891,0.022123238537460566,0.017209050245583057,0.0006096951547078788,0.02211113227531314,0.01772192120552063,0.0006132560374680907,0.02210068004205823,0.016479023499414325
58,detached_warmup,0.19342461228370667,1.1650420427322388,2e-05,1e-06,0.0,0.0006752276094630361,0.022856343537569046,0.02319914847612381,0.000677425239700824,0.022832379676401615,0.024639582261443138,0.0006801109411753714,0.022808648645877838,0.02515746746212244,0.0006830866332165897,0.02278546802699566,0.02642972022294998
59,detached_warmup,0.2292729988694191,1.038222074508667,2e-05,1e-06,0.0,0.0005973262595944107,0.03647128026932478,0.018461143597960472,0.0005996275576762855,0.03644424304366112,0.0185138126835227,0.0006026122719049454,0.03641727194190025,0.01995736639946699,0.0006057033897377551,0.036390041932463646,0.024212561547756195
60,detached_warmup,0.33565181493759155,0.9361169934272766,2e-05,1e-06,0.0,0.0007561228121630847,0.04457875341176987,0.04327225312590599,0.0007577950018458068,0.04459520801901817,0.04404843598604202,0.0007601244433317333,0.04461449012160301,0.045995334163308144,0.0007628267048858106,0.04463221691548824,0.020878267474472523
61,detached_warmup,0.22019577771425247,1.5361953973770142,2e-05,1e-06,0.0,0.0005942338902968913,0.03285279031842947,0.02005656622350216,0.0005974769010208547,0.032809702679514885,0.024632513523101807,0.0006012316443957388,0.03276652283966541,0.01896790787577629,0.0006047520146239549,0.03272368852049112,0.02298838272690773
62,detached_warmup,0.3146466016769409,1.0140703916549683,2e-05,1e-06,0.0,0.0008744347142055631,0.036094317212700844,0.042047795839607716,0.0008777682378422469,0.03608255460858345,0.03992866259068251,0.0008811089501250535,0.03607151657342911,0.04341456014662981,0.0008841025701258332,0.036061305552721024,0.041428472846746445
63,detached_warmup,0.28433937579393387,0.969074010848999,2e-05,1e-06,0.0,0.0006142093916423619,0.0460888147354126,0.02354900911450386,0.000617969548329711,0.04606910143047571,0.022233357653021812,0.0006218763592187315,0.04605079535394907,0.022642500698566437,0.0006255634652916342,0.046033197082579136,0.029192982241511345
64,detached_warmup,0.2555308863520622,0.7447476983070374,2e-05,1e-06,0.0,0.0006895181140862405,0.03612598869949579,0.019484463147819042,0.0006928261718712747,0.03613677155226469,0.034963177517056465,0.0006967784429434687,0.036147963255643845,0.033295112662017345,0.0007004779763519764,0.036159370094537735,0.020438451319932938
65,detached_warmup,0.16069693863391876,0.7945217490196228,2e-05,1e-06,0.0,0.0006529341917484999,0.017596582882106304,0.022522157058119774,0.0006571303238160908,0.01760135218501091,0.023509438149631023,0.0006622082437388599,0.017607109621167183,0.01932299416512251,0.0006669689901173115,0.017613855190575123,0.022284205071628094
66,detached_warmup,0.15449940413236618,0.7664677500724792,2e-05,1e-06,0.0,0.0006528464728035033,0.01758173108100891,0.02178019192069769,0.0006570377736352384,0.01758332271128893,0.022876976057887077,0.0006620720378123224,0.01758600026369095,0.018766053020954132,0.0006666386034339666,0.01758943311870098,0.018097102642059326
67,detached_warmup,0.18323467671871185,0.6216341257095337,2e-05,1e-06,0.0,0.0006435439572669566,0.022312425076961517,0.022005698643624783,0.0006461569864768535,0.022294923663139343,0.020519033074378967,0.0006495648412965238,0.022277168929576874,0.021684051491320133,0.0006525581993628293,0.022260399535298347,0.02728915587067604
68,detached_warmup,0.2543185353279114,1.7432146072387695,2e-05,1e-06,0.0,0.00047678691043984145,0.04205242497846484,0.018631804268807173,0.00048214150592684746,0.04206292424350977,0.023607162525877357,0.0004870474513154477,0.04207480512559414,0.023220389615744352,0.0004911924479529262,0.042089028749614954,0.018642823677510023
69,detached_warmup,0.19924797117710114,0.6958578824996948,2e-05,1e-06,0.0,0.0006772574852220714,0.026157455518841743,0.022624955512583256,0.0006795114022679627,0.02613557782024145,0.02360347844660282,0.0006821590359322727,0.026114107109606266,0.023238041438162327,0.0006848128978163004,0.026093297637999058,0.022557321935892105
70,detached_warmup,0.2875295430421829,0.6749346256256104,2e-05,1e-06,0.0,0.0008180013683158904,0.031023770570755005,0.038251121528446674,0.0008203197503462434,0.031043602153658867,0.0396158816292882,0.0008229129598475993,0.031064615584909916,0.03984510153532028,0.0008251274703070521,0.031086396425962448,0.04231268912553787
71,detached_warmup,0.28730233013629913,0.9553393125534058,2e-05,1e-06,0.0,0.0007899819465819746,0.03486362751573324,0.036028225906193256,0.0007928665436338633,0.034873127937316895,0.035613853484392166,0.0007960531220305711,0.034883285872638226,0.036657084710896015,0.0007989701116457582,0.03489450830966234,0.03631072863936424
72,detached_warmup,0.1999119445681572,0.4737269878387451,2e-05,1e-06,0.0,0.0007124801049940288,0.021928044967353344,0.029727144166827202,0.0007145058771129698,0.021922048181295395,0.02929145283997059,0.0007170156750362366,0.021916774101555347,0.02571008261293173,0.0007194540521595627,0.02191193588078022,0.024641001597046852
73,detached_warmup,0.38012566417455673,0.7122757434844971,2e-05,1e-06,0.0,0.00090007547987625,0.04634726420044899,0.01988269342109561,0.0009040402946993709,0.046350542455911636,0.07693891040980816,0.0009077196300495416,0.04635567404329777,0.07505860924720764,0.0009109783859457821,0.04636099562048912,0.01920816535130143
74,detached_warmup,0.3076587840914726,1.3601067066192627,2e-05,1e-06,0.0,0.0006162427016533911,0.049461182206869125,0.02304206509143114,0.0006220957729965448,0.049446205608546734,0.0278589129447937,0.0006258553185034543,0.04943187069147825,0.02844513114541769,0.0006284487899392843,0.04941935837268829,0.02806141320616007
75,detached_warmup,0.36076056957244873,0.9956718683242798,2e-05,1e-06,0.0,0.0007630370382685214,0.05516040697693825,0.035306379199028015,0.0007656420348212123,0.055142177268862724,0.02976877521723509,0.000768428755691275,0.055124374106526375,0.03527619503438473,0.0007706284231971949,0.05510627664625645,0.03680825885385275
76,detached_warmup,0.17223624140024185,0.9885756969451904,2e-05,1e-06,0.0,0.0006238864734768867,0.0239799153059721,0.017833711579442024,0.0006270197918638587,0.023958440870046616,0.019196873530745506,0.0006298903608694673,0.023937609046697617,0.018229900859296322,0.0006327565643005073,0.023918066173791885,0.018668177537620068
77,detached_warmup,0.530800461769104,0.7853660583496094,2e-05,1e-06,0.0,0.0009022069280035794,0.04776746220886707,0.08456337079405785,0.0009039356955327094,0.047771159559488297,0.08361352607607841,0.0009060398151632398,0.047776246443390846,0.08421172574162483,0.0009082091273739934,0.04777846485376358,0.08369810879230499
78,detached_warmup,0.21705355495214462,0.44377726316452026,2e-05,1e-06,0.0,0.0007947568665258586,0.026281402446329594,0.02100186049938202,0.000798270630184561,0.0262745413929224,0.02118233870714903,0.0008020028180908412,0.02626887522637844,0.03321478422731161,0.0008049585740081966,0.026264088228344917,0.03336567897349596
79,detached_warmup,0.265592023730278,0.5907663106918335,2e-05,1e-06,0.0,0.0008291236590594053,0.0358068086206913,0.019080249592661858,0.0008314886945299804,0.03580816462635994,0.040754443034529686,0.0008339114428963512,0.035810962319374084,0.02255784347653389,0.0008367061091121286,0.03581445291638374,0.03662785328924656
80,detached_warmup,0.17982397973537445,0.9516393542289734,2e-05,1e-06,0.0,0.0006008163036312908,0.028138110414147377,0.01614794135093689,0.0006047901115380228,0.028137129731476307,0.016482485458254814,0.0006083185144234449,0.028136471286416054,0.015567283146083355,0.0006115018622949719,0.028136215172708035,0.016652924939990044
81,detached_warmup,0.3132539242506027,0.5020688772201538,2e-05,1e-06,0.0,0.0008565023308619857,0.03633987158536911,0.038609981536865234,0.0008588747296016663,0.03633974306285381,0.038022251799702644,0.0008610477671027184,0.0363406166434288,0.05116367153823376,0.0008632460085209459,0.03634250350296497,0.036655623465776443
82,detached_warmup,0.19461454451084137,0.7609215974807739,2e-05,1e-06,0.0,0.0006411676877178252,0.022311792708933353,0.026694859378039837,0.0006439661083277315,0.022294380702078342,0.026139194145798683,0.0006467690109275281,0.02227765042334795,0.02244536578655243,0.0006485946360044181,0.0222616009414196,0.02760920114815235
83,detached_warmup,0.22695713490247726,1.1530081033706665,2e-05,1e-06,0.0,0.0007297886768355966,0.02794923074543476,0.028418094851076603,0.0007313634268939495,0.027915874496102333,0.02729298733174801,0.0007333412067964673,0.027882788330316544,0.027153492905199528,0.000735142850317061,0.02785029076039791,0.029564750380814075
84,detached_warmup,0.2522457391023636,0.4925953447818756,2e-05,1e-06,0.0,0.000650367233902216,0.034870159812271595,0.022036137990653515,0.0006541410693898797,0.0348607674241066,0.03362893406301737,0.0006577076856046915,0.03485137037932873,0.021595273166894913,0.000660657708067447,0.034842599183321,0.03293762635439634
85,detached_warmup,0.4535466283559799,1.7270745038986206,2e-05,1e-06,0.0,0.0008825631812214851,0.06981521844863892,0.0380293894559145,0.0008852032478898764,0.06976450234651566,0.04079756140708923,0.0008878012304194272,0.06971359997987747,0.039548611268401146,0.0008906904840841889,0.0696616843342781,0.05266979709267616
86,detached_warmup,0.11320843175053596,0.7380680441856384,2e-05,1e-06,0.0,0.00047730322694405913,0.012778525240719318,0.014839471084997058,0.00048325555690098554,0.012787229847162962,0.014093125937506557,0.0004893572186119854,0.012798815499991179,0.013999491464346647,0.0004934507014695555,0.012812581844627857,0.01715582748875022
87,detached_warmup,0.33446794748306274,0.9268754124641418,2e-05,1e-06,0.0,0.000725036341464147,0.0422542504966259,0.04382634721696377,0.0007288825581781566,0.04222244396805763,0.03706401027739048,0.0007325350015889853,0.04219137877225876,0.04548256006091833,0.0007355461420956999,0.042160557582974434,0.03634439408779144
88,detached_warmup,0.35872359573841095,0.6639351844787598,2e-05,1e-06,0.0,0.0008701424230821431,0.03711182065308094,0.052035653963685036,0.0008725929947104305,0.03709912672638893,0.04989619366824627,0.000875395635375753,0.03708682395517826,0.05167665146291256,0.000877590267919004,0.03707537055015564,0.05324622988700867
89,detached_warmup,0.19668731093406677,1.6860922574996948,2e-05,1e-06,0.0,0.0007475460879504681,0.025368086993694305,0.023413097485899925,0.0007513088639825583,0.025415683165192604,0.02330702356994152,0.0007553034229204059,0.025464361533522606,0.02204735390841961,0.0007578978547826409,0.025514166802167892,0.02314548473805189
90,detached_warmup,0.18982388824224472,0.5655243992805481,2e-05,1e-06,0.0,0.0005597455892711878,0.024840177036821842,0.016287446953356266,0.0005690135876648128,0.024822532199323177,0.02922990545630455,0.0005771038704551756,0.024805493652820587,0.015141372568905354,0.0005824727122671902,0.02478910516947508,0.02761951833963394
