step,loss,grad_norm,k1/global,k1/local,k1/edge,k2/global,k2/local,k2/edge,k3/global,k3/local,k3/edge
1,0.04349869955331087,0.5785568952560425,0.00860579265281558,0.005872478010132909,0.00026782088389154524,0.00860579265281558,0.005362335359677672,0.00026782088389154524,0.00860579265281558,0.005643043899908662,0.00026782088389154524
2,0.21861708164215088,0.5435669422149658,0.041149357333779335,0.030852570198476315,0.0007024299120530486,0.04114905185997486,0.030328476801514626,0.0007034019799903035,0.041148627176880836,0.03187825717031956,0.0007049075793474913
3,0.10441943630576134,0.7798378467559814,0.019029172137379646,0.014625699259340763,0.0006423635350074619,0.019018891267478466,0.015707739628851414,0.0006442438461817801,0.019008933566510677,0.01509555010125041,0.0006468449719250202
4,0.050011465325951576,0.7135770916938782,0.009497875813394785,0.006521178875118494,0.00031997557380236685,0.009488841984421015,0.007022562436759472,0.00032591343915555626,0.009480107575654984,0.007021176163107157,0.00033383446861989796
5,0.06551659852266312,1.193263292312622,0.014301341492682695,0.006409286288544536,0.00035579942050389946,0.014281250070780516,0.007220308529213071,0.0003624429227784276,0.014260038267821074,0.007955077104270458,0.00037105211231391877
6,0.0919690765440464,0.6760254502296448,0.017140444368124008,0.013024852611124516,0.00047553269541822374,0.017126224003732204,0.013154283165931702,0.0004816762520931661,0.017112278379499912,0.012964301742613316,0.0004894808953395113
7,0.10562216863036156,0.6354713439941406,0.022778595332056284,0.012186569161713123,0.0004411529516801238,0.02274899510666728,0.01251632859930396,0.00044915173202753067,0.022720177192240953,0.01132276188582182,0.00045843710540793836
8,0.5057568103075027,0.8897646069526672,0.12578692380338907,0.022747059585526586,0.000855052363476716,0.1257768701761961,0.047026803251355886,0.0008621158776804805,0.125766740180552,0.05606495286338031,0.0008702717022970319
9,0.07157541438937187,0.30472317337989807,0.010594489984214306,0.014744354877620935,0.000380692450562492,0.010582985123619437,0.012526675825938582,0.0003878347924910486,0.010571760591119528,0.011390664149075747,0.0003959585301345214
10,0.06687970459461212,1.3349310159683228,0.012815939728170633,0.009195663966238499,0.00035919289803132415,0.01285160006955266,0.0095200315117836,0.00036752123560290784,0.012889015953987837,0.008502774639055133,0.00037796603282913566
11,0.07132206484675407,0.8384714722633362,0.015399742405861616,0.008295824285596609,0.0003589208936318755,0.015375960385426879,0.008306849747896194,0.0003710990131366998,0.015354119008406997,0.007473005447536707,0.00038654025411233306
12,0.07291268184781075,0.777398943901062,0.015541091095656157,0.008886492112651467,0.0003532756818458438,0.015537146013230085,0.007669455255381763,0.00036190311948303133,0.015533880330622196,0.008657460333779454,0.00037197624624241143
13,0.058128492906689644,0.7486011385917664,0.01010245829820633,0.009208057541400194,0.0003866838233079761,0.010100309271365404,0.009119237074628472,0.00039779288636054844,0.010099687147885561,0.008303852751851082,0.0004104130784980953
14,0.11819343641400337,0.6892669796943665,0.017814169637858868,0.01999348821118474,0.0006831865757703781,0.017824566457420588,0.020774541422724724,0.0006901474262122065,0.017837107181549072,0.021877564024180174,0.0006986629159655422
15,0.04847361892461777,0.40732839703559875,0.008367659989744425,0.006849410245195031,0.0003279732191003859,0.008354990743100643,0.007558732060715556,0.0003366964519955218,0.008344728732481599,0.007986612850800157,0.00034681362740229815
16,0.10560518130660057,0.4772340953350067,0.01855378644540906,0.016628471203148365,0.0004857374879065901,0.018538514152169228,0.017947880551218987,0.0004938947968184948,0.01852383790537715,0.013928997796028852,0.0005040582618676126
17,0.11742566153407097,0.9216603636741638,0.023556106723845005,0.014755563344806433,0.0005016615614295006,0.02351971808820963,0.014868556056171656,0.0005104584852233529,0.023483742959797382,0.01570925395935774,0.0005206020432524383
18,0.08167482540011406,0.7330313324928284,0.016357303131371737,0.010454325936734676,0.0004661993880290538,0.016361072193831205,0.010326524265110493,0.0004744105681311339,0.016364896204322577,0.010385867208242416,0.0004842245252802968
19,0.09350334294140339,0.4498205780982971,0.01867900462821126,0.007136024301871657,0.0003680799127323553,0.018668585922569036,0.006927477661520243,0.00038020763895474374,0.01865845639258623,0.022291630739346147,0.0003938696754630655
20,0.10674837231636047,1.1003841161727905,0.0229720501229167,0.013341566547751427,0.00042679638136178255,0.02291282918304205,0.010843452997505665,0.00043339496187400073,0.022854289039969444,0.012522722594439983,0.00044127373257651925
21,0.08981748297810555,1.0181750059127808,0.0188073618337512,0.010915370658040047,0.00038098596269264817,0.018824910279363394,0.010166085325181484,0.00039274440496228635,0.018842824269086123,0.011080935597419739,0.000406263570766896
22,0.05911141633987427,0.46522727608680725,0.009382182266563177,0.009723455645143986,0.00038268220669124275,0.009381282608956099,0.009960405062884092,0.00038837248575873673,0.00938072195276618,0.010118148289620876,0.00039416503568645567
23,0.5078539401292801,0.9498826265335083,0.11852681264281273,0.037644464522600174,0.0011114164954051375,0.11852687783539295,0.039606766775250435,0.0011148018820676953,0.11852697469294071,0.07167721167206764,0.001118610001867637
24,0.1295364536345005,0.6728717088699341,0.02355004381388426,0.02004814799875021,0.0006090603128541261,0.023555127903819084,0.01887307222932577,0.0006146793020889163,0.02356046997010708,0.01810504961758852,0.0006208057166077197
25,0.14018145948648453,1.1962974071502686,0.02796219289302826,0.018998838029801846,0.0005225635832175612,0.027916491962969303,0.019214176572859287,0.0005279501638142392,0.02787116914987564,0.01663396740332246,0.0005341072974260896
26,0.07952527515590191,0.5783631205558777,0.016028383281081915,0.010707280598580837,0.00037116561725270003,0.016003191005438566,0.010515268426388502,0.00037802907172590494,0.01597825577482581,0.009158005472272635,0.00038569766911678016
27,0.08471319451928139,0.8658255934715271,0.01592528447508812,0.012394813355058432,0.0004883146320935339,0.015945779159665108,0.011412077117711306,0.0004937422199873254,0.015966728795319796,0.01158655108883977,0.0004999025841243565
28,0.4127617869526148,0.7018417716026306,0.10163897043094039,0.055524520576000214,0.0009476049744989723,0.10164448106661439,0.025107351131737232,0.0009499839798081666,0.10165054723620415,0.024345797020941973,0.0009525368805043399
29,0.5652340538799763,0.551503598690033,0.13408237602561712,0.07207800331525505,0.0009057502466021106,0.13409662246704102,0.02699721697717905,0.0009073287947103381,0.13411031989380717,0.06114779179915786,0.0009086524951271713
30,0.13589633256196976,0.4138369560241699,0.024616708047688007,0.020049741491675377,0.0005111936770845205,0.024613062851130962,0.018691716250032187,0.0005175806145416573,0.0246096383780241,0.021762467455118895,0.0005242195766186342
31,0.11982433497905731,0.7783764600753784,0.02721721353009343,0.012421926250681281,0.000358008750481531,0.027184491511434317,0.011504898313432932,0.0003626195830293,0.027151748072355986,0.013256196863949299,0.0003672315215226263
32,0.07343254052102566,0.2916518747806549,0.012504999991506338,0.011800228152424097,0.000457083762739785,0.012500579934567213,0.01154865208081901,0.00046191840374376625,0.012496659997850657,0.011195783969014883,0.00046663108514621854
33,0.14545747637748718,0.6019936800003052,0.027163625694811344,0.020895426627248526,0.0006737429066561162,0.027164967730641365,0.02070282306522131,0.0006780141848139465,0.027166751213371754,0.020329605787992477,0.0006825222517363727
34,0.10021741688251495,0.5255905985832214,0.020587081089615822,0.01202990347519517,0.0005284484941512346,0.020578326657414436,0.012141967192292213,0.0005330890708137304,0.02056965883821249,0.012710853945463896,0.0005380918737500906
35,0.07290061935782433,0.9603322744369507,0.01555886073037982,0.008723791921511292,0.00030946913466323167,0.015529647003859282,0.009191856952384114,0.00031524206860922277,0.015500517096370459,0.007448970573022962,0.0003222656960133463
36,0.12986679002642632,0.5228022933006287,0.02779707172885537,0.01370810391381383,0.0004281972214812413,0.027798517141491175,0.013306236825883389,0.0004331478849053383,0.027800573501735926,0.018156104255467653,0.00043883727630600333
37,0.10890430957078934,0.7757515907287598,0.020635331980884075,0.014830087311565876,0.0005614469991996884,0.020642860792577267,0.015651186928153038,0.0005654379783663899,0.020651478320360184,0.01479658205062151,0.0005698944296455011
38,0.10945374891161919,0.40290385484695435,0.024883219972252846,0.010333590675145388,0.0004844624054385349,0.02487508486956358,0.010833620559424162,0.0004888185212621465,0.024867351166903973,0.012194029055535793,0.0004935712058795616
39,0.08342825621366501,0.5283492803573608,0.014778240118175745,0.012357484083622694,0.0004419319157022983,0.014761242549866438,0.012407723348587751,0.00044723739847540855,0.014744493179023266,0.013037430122494698,0.0004524749529082328
40,0.12708779983222485,0.6121791005134583,0.022184140048921108,0.020558391930535436,0.00045108026824891567,0.022167081478983164,0.017695303773507476,0.00045575457625091076,0.02215040847659111,0.02096475660800934,0.0004608726594597101
41,0.1366562470793724,0.8211796283721924,0.017319039907306433,0.02791832620278001,0.0005597330164164305,0.0173393152654171,0.0276038721203804,0.000565334630664438,0.017360204365104437,0.02741935709491372,0.0005710561817977577
42,0.06700856611132622,0.8425202965736389,0.012685491237789392,0.009354998357594013,0.00047184179129544646,0.0127023383975029,0.009045050479471684,0.0004780333983944729,0.012719609308987856,0.009066528640687466,0.0004846746742259711
43,0.07996951788663864,0.4693382978439331,0.017729677259922028,0.00926710176281631,0.00036485020245891064,0.01770529430359602,0.00819819699972868,0.00037011655513197184,0.01768100867047906,0.00827798806130886,0.0003752863558474928
