checkpoint,step,split,initial_point_rel,k0_point_rel,k3_point_rel,k3_point_reduction_vs_initial,ssr_point_reduction_k3_vs_k0,initial_boundary_f1,k0_boundary_f1,k3_boundary_f1,k3_boundary_change_vs_initial,ssr_boundary_change_k3_vs_k0
best,250,train,0.06012116097263061,0.052124601398827505,0.052133095884346406,0.13286611500933365,-0.0001629649971595093,0.7825617644935846,0.7899094357155263,0.7899094382300973,0.007347673736512683,2.514570995870713e-09
best,250,val,0.06414470527670346,0.0626841493503889,0.0626923995296238,0.022641085352482215,-0.00013161507845915743,0.8234827499836683,0.8233598126098514,0.8233707761391997,-0.0001119738444685936,1.0963529348373413e-05
best,250,test,0.042414161027409136,0.03982725122477859,0.03983408014755696,0.06083064753266865,-0.0001714635725129643,0.8190765306353569,0.8196071079000831,0.8196307718753815,0.0005542412400245667,2.3663975298404694e-05
latest,2500,train,0.06012116097263061,0.09356474804226309,0.09199846861883998,-0.5302177657667175,0.016740059223112724,0.7825617644935846,0.7129594041034579,0.7115721934475004,-0.07098957104608417,-0.0013872106559574826
latest,2500,val,0.06414470527670346,0.09677848048158921,0.09522526839282364,-0.4845382480447413,0.01604914730047924,0.8234827499836683,0.7116849860176444,0.7097358950413764,-0.11374685494229198,-0.001949090976268053
latest,2500,test,0.042414161027409136,0.06887101184111089,0.06783194601302966,-0.5992759109202912,0.015087128826833607,0.8190765306353569,0.7233986062929034,0.7298934468999505,-0.0891830837354064,0.006494840607047081
