step,stage,loss,base_loss,refined_loss,grad_norm,lr_ssr,lr_heads,lr_backbone,base/k1/global,base/k1/local,base/k1/edge,refined/k1/global,refined/k1/local,refined/k1/edge,refined/k2/global,refined/k2/local,refined/k2/edge,refined/k3/global,refined/k3/local,refined/k3/edge
1,detached,0.34975099563598633,0.08567750453948975,0.2640734910964966,1.1753950119018555,2e-05,1e-05,0.0,0.04093192145228386,0.04386189579963684,0.0008836867054924369,0.04093192145228386,0.04839701950550079,0.0008836867054924369,0.04093192145228386,0.04487458989024162,0.0008836867054924369,0.04093192145228386,0.04535503685474396,0.0008836867054924369
2,detached,0.3434244990348816,0.08292317390441895,0.26050132513046265,1.2012219429016113,2e-05,1e-05,0.0,0.038511011749506,0.04354212433099747,0.0008700320031493902,0.038503751158714294,0.04626581445336342,0.0008701736805960536,0.03849658742547035,0.047296490520238876,0.0008710117544978857,0.03848953917622566,0.048835501074790955,0.0008724487852305174
3,detached,0.32110169529914856,0.08421644568443298,0.23688524961471558,1.1719187498092651,2e-05,1e-05,0.0,0.03649361431598663,0.046857692301273346,0.0008651376701891422,0.03647953271865845,0.041240144520998,0.0008658915758132935,0.036465637385845184,0.04216153547167778,0.000868561037350446,0.03645201399922371,0.04147956892848015,0.000872381788212806
4,detached,0.3130740821361542,0.0787852481007576,0.23428882658481598,0.9835471510887146,2e-05,1e-05,0.0,0.03499621897935867,0.04293131083250046,0.0008577158441767097,0.034978918731212616,0.04194958508014679,0.000859792809933424,0.034961801022291183,0.043033186346292496,0.0008642516913823783,0.03494478762149811,0.04182673245668411,0.0008697713492438197
5,detached,0.3091997504234314,0.07790984958410263,0.23128990828990936,0.8570066690444946,2e-05,1e-05,0.0,0.03411686047911644,0.042944539338350296,0.0008484508143737912,0.03410331532359123,0.04220294952392578,0.0008512136992067099,0.034090716391801834,0.04162035137414932,0.000856973638292402,0.03407875820994377,0.04262194037437439,0.0008636702550575137
6,detached,0.31063809990882874,0.07881981879472733,0.231818288564682,0.5879344940185547,2e-05,1e-05,0.0,0.033825263381004333,0.04415573179721832,0.000838826410472393,0.033819980919361115,0.04247961938381195,0.0008428116561844945,0.033815715461969376,0.044897016137838364,0.0008499895920976996,0.03381191939115524,0.0404432937502861,0.0008579267887398601
7,detached,0.2892301678657532,0.07306049764156342,0.21616965532302856,0.5317772030830383,2e-05,1e-05,0.0,0.03365050628781319,0.038580555468797684,0.0008294376311823726,0.0336393266916275,0.036826424300670624,0.0008348850533366203,0.033648211508989334,0.03854351118206978,0.0008434922201558948,0.03365762531757355,0.037323154509067535,0.000853014353197068
8,detached,0.3048155605792999,0.07195911556482315,0.23285643756389618,0.6261104941368103,2e-05,1e-05,0.0,0.03364548832178116,0.03749484568834305,0.0008187813218683004,0.03366110846400261,0.043131276965141296,0.0008250025566667318,0.03367767110466957,0.042664676904678345,0.0008345629321411252,0.03369539976119995,0.04352150857448578,0.0008452245965600014
9,detached,0.3060254454612732,0.06958811730146408,0.23643732070922852,0.7136396169662476,2e-05,1e-05,0.0,0.03368205577135086,0.03509696200489998,0.0008090938208624721,0.033702362328767776,0.044399261474609375,0.0008162879385054111,0.03372376784682274,0.04423006623983383,0.0008267394732683897,0.03374643251299858,0.04415435716509819,0.0008380496874451637
10,detached,0.27950599789619446,0.07034536451101303,0.20916064083576202,0.6825183033943176,2e-05,1e-05,0.0,0.033633001148700714,0.03591214120388031,0.0008002190152183175,0.03365495428442955,0.03580329567193985,0.0008076950325630605,0.03367882966995239,0.03551185876131058,0.0008182955789379776,0.03370386362075806,0.03435220569372177,0.0008296428713947535
11,detached,0.30631309747695923,0.07849440723657608,0.22781869769096375,0.932334303855896,2e-05,1e-05,0.0,0.033449046313762665,0.0442521870136261,0.0007931730942800641,0.033469099551439285,0.035595715045928955,0.0008012305479496717,0.033493101596832275,0.044788479804992676,0.0008122072322294116,0.03351845592260361,0.04451635852456093,0.0008240467868745327
12,detached,0.28688398003578186,0.06989853829145432,0.21698543429374695,0.7158025503158569,2e-05,1e-05,0.0,0.03292237967252731,0.0361863449215889,0.000789815210737288,0.0329427644610405,0.036969851702451706,0.0007978848880156875,0.03296400606632233,0.03429675102233887,0.0008092134958133101,0.03298710659146309,0.04439719021320343,0.0008206586353480816
13,detached,0.29137489199638367,0.0769660621881485,0.21440882980823517,0.858363151550293,2e-05,1e-05,0.0,0.03230714052915573,0.0438704788684845,0.0007884414517320693,0.03232357278466225,0.03588389605283737,0.0007963207317516208,0.03233860805630684,0.03513737767934799,0.0008071345509961247,0.032359879463911057,0.04394315183162689,0.0008188778883777559
14,detached,0.2941046953201294,0.07437717914581299,0.2197275161743164,0.7877686619758606,2e-05,1e-05,0.0,0.03150913119316101,0.04207700490951538,0.0007910440908744931,0.03151965141296387,0.03464454784989357,0.0007985805859789252,0.03153187036514282,0.04504934698343277,0.000809079094324261,0.03154507279396057,0.0430091992020607,0.0008201635209843516
