id,split,scene,frame,k0_point_rel,k0_depth_rel,k0_depth_delta_1.01,k0_depth_delta_1.25,k0_boundary_f1,k1_point_rel,k1_depth_rel,k1_depth_delta_1.01,k1_depth_delta_1.25,k1_boundary_f1,k3_point_rel,k3_depth_rel,k3_depth_delta_1.01,k3_depth_delta_1.25,k3_boundary_f1,k5_point_rel,k5_depth_rel,k5_depth_delta_1.01,k5_depth_delta_1.25,k5_boundary_f1
ai_019_007_cam_00_frame.0000,train,ai_019_007,0,0.1303970068693161,0.1223398894071579,0.0394999198615551,0.8234354853630066,0.8130444884300232,0.12194635719060898,0.11293600499629974,0.05963134765625,0.8499603271484375,0.7970399856567383,0.11261928081512451,0.10162763297557831,0.1229248046875,0.8776397705078125,0.7760547995567322,0.10692653059959412,0.09453065693378448,0.1513773649930954,0.896759033203125,0.7662079334259033
ai_024_008_cam_00_frame.0099,train,ai_024_008,99,0.10407786071300507,0.09804787486791611,0.0598805770277977,0.8988901972770691,0.796505331993103,0.09839876741170883,0.09179753065109253,0.0737253874540329,0.9010467529296875,0.8102589845657349,0.09008558839559555,0.08180078864097595,0.1390126645565033,0.9036458730697632,0.7989627718925476,0.08664143085479736,0.0768221765756607,0.1572469174861908,0.9038493037223816,0.773426353931427
ai_019_004_cam_00_frame.0000,train,ai_019_004,0,0.07551416754722595,0.06968455761671066,0.1738789975643158,0.9447784423828125,0.925500214099884,0.0692395269870758,0.06404226273298264,0.2297414243221283,0.9457753896713257,0.9270000457763672,0.06177537888288498,0.05722440406680107,0.3304646909236908,0.9456380605697632,0.9258997440338135,0.06017182394862175,0.055418096482753754,0.3632456660270691,0.9454803466796875,0.9207550883293152
ai_019_004_cam_00_frame.0099,train,ai_019_004,99,0.0722944587469101,0.06627928465604782,0.3963267207145691,0.9309641718864441,0.8675025701522827,0.06912986934185028,0.0632014125585556,0.4400584101676941,0.9313914179801941,0.8658179044723511,0.06889715790748596,0.06284786015748978,0.4428202509880066,0.9319509267807007,0.8601203560829163,0.07144233584403992,0.06521105766296387,0.3930460810661316,0.9317881464958191,0.8544126152992249
ai_052_008_cam_01_frame.0099,train,ai_052_008,99,0.02970389649271965,0.025752905756235123,0.45383721590042114,0.9833148121833801,0.8606809377670288,0.02613239176571369,0.022293057292699814,0.5584412813186646,0.9835132956504822,0.8656758069992065,0.0300732534378767,0.02565864473581314,0.6058863401412964,0.9835336208343506,0.8729344010353088,0.03760037198662758,0.03234647959470749,0.5049816370010376,0.9776920676231384,0.8735529780387878
ai_026_013_cam_00_frame.0000,train,ai_026_013,0,0.062063585966825485,0.041667502373456955,0.1674245297908783,0.9848226308822632,0.8473787307739258,0.0586346834897995,0.036661937832832336,0.2154490202665329,0.9864095449447632,0.8441157937049866,0.057901568710803986,0.03387784585356712,0.2836049497127533,0.9868520498275757,0.8439661264419556,0.05977405235171318,0.035059716552495956,0.3221435546875,0.985870361328125,0.8421245217323303
ai_055_006_cam_00_frame.0000,train,ai_055_006,0,0.05969534441828728,0.05205294489860535,0.2562764585018158,0.9577687978744507,0.815495491027832,0.055628202855587006,0.04834890365600586,0.3031565546989441,0.9581858515739441,0.8169015645980835,0.05128198117017746,0.04498645290732384,0.3168385922908783,0.9593912959098816,0.809871256351471,0.050613969564437866,0.04493259638547897,0.3223521113395691,0.9599761962890625,0.8057183027267456
ai_054_008_cam_00_frame.0000,train,ai_054_008,0,0.07269441336393356,0.06869594752788544,0.43630480766296387,0.8862892985343933,0.5428520441055298,0.0710664838552475,0.06697601079940796,0.4430810511112213,0.8864215612411499,0.5479602813720703,0.07362262904644012,0.06913823634386063,0.3501823842525482,0.8864622712135315,0.5454698801040649,0.0779050886631012,0.07297201454639435,0.21818293631076813,0.8863605260848999,0.5500906705856323
ai_044_009_cam_00_frame.0000,train,ai_044_009,0,0.10826051235198975,0.10131581872701645,0.3364512324333191,0.8557536005973816,0.4153827130794525,0.10583525151014328,0.09919726848602295,0.3877309262752533,0.8557230830192566,0.40458178520202637,0.10341697931289673,0.09710684418678284,0.4353129267692566,0.8556417226791382,0.3951109051704407,0.10402518510818481,0.09761503338813782,0.4332427978515625,0.8556365966796875,0.3961680233478546
ai_052_010_cam_00_frame.0000,train,ai_052_010,0,0.05120974779129028,0.044187918305397034,0.1341451108455658,0.98193359375,0.8409709334373474,0.04674387723207474,0.040472544729709625,0.176910400390625,0.9825338125228882,0.8305186629295349,0.04413706809282303,0.038956888020038605,0.3073171079158783,0.9818776845932007,0.8190810084342957,0.04721498489379883,0.043154358863830566,0.2314554899930954,0.9812825918197632,0.8117120862007141
ai_052_004_cam_00_frame.0000,train,ai_052_004,0,0.05078062415122986,0.04716676473617554,0.40740966796875,0.9508616328239441,0.7736590504646301,0.04870655760169029,0.045202985405921936,0.44732666015625,0.9496714472770691,0.7698440551757812,0.04941413924098015,0.04598654806613922,0.4304962158203125,0.9497477412223816,0.7621076107025146,0.05183481425046921,0.048349373042583466,0.363006591796875,0.95098876953125,0.7550919651985168
ai_053_018_cam_00_frame.0000,train,ai_053_018,0,0.1465476006269455,0.12343506515026093,0.042230453342199326,0.8428897261619568,0.9535828828811646,0.13736680150032043,0.11435426771640778,0.03480884060263634,0.8426811695098877,0.9531310796737671,0.1274292767047882,0.1031365618109703,0.03841027989983559,0.8423607349395752,0.950494110584259,0.12264702469110489,0.09461657702922821,0.04784625768661499,0.8866360187530518,0.9436104893684387
ai_054_006_cam_00_frame.0000,train,ai_054_006,0,0.03375851735472679,0.030489055439829826,0.536102294921875,0.9733378291130066,0.7996092438697815,0.030569717288017273,0.027499165385961533,0.58123779296875,0.9764048457145691,0.7995916604995728,0.029298827052116394,0.026190288364887238,0.5949300527572632,0.9769134521484375,0.7989804744720459,0.030483003705739975,0.0271749310195446,0.5567067861557007,0.9765218496322632,0.7958896160125732
ai_008_004_cam_00_frame.0000,train,ai_008_004,0,0.017527155578136444,0.01589973270893097,0.6781158447265625,0.9949747920036316,0.896400511264801,0.01725795678794384,0.01595715992152691,0.6799774169921875,0.994903564453125,0.8920490145683289,0.019549069926142693,0.01839844137430191,0.5166575312614441,0.9946136474609375,0.8734537959098816,0.022575799375772476,0.021258702501654625,0.4104817807674408,0.99462890625,0.8514581918716431
ai_027_009_cam_02_frame.0099,train,ai_027_009,99,0.030126117169857025,0.027224069461226463,0.421783447265625,0.9817911982536316,0.9200125336647034,0.02562745474278927,0.02304372936487198,0.5350850820541382,0.9817962646484375,0.9215772747993469,0.02305508777499199,0.020944854244589806,0.584808349609375,0.9817098379135132,0.9184010028839111,0.02768656238913536,0.025311604142189026,0.4330698847770691,0.981689453125,0.9108346700668335
ai_048_007_cam_00_frame.0001,train,ai_048_007,1,0.03299475461244583,0.03098958358168602,0.3953806757926941,0.9804789423942566,0.9172689914703369,0.027455896139144897,0.025731690227985382,0.4813486933708191,0.9821268916130066,0.918558657169342,0.026842933148145676,0.024536289274692535,0.5605570673942566,0.9827525019645691,0.9081798195838928,0.032340794801712036,0.029442571103572845,0.46527099609375,0.9830474853515625,0.8943787217140198
ai_002_003_cam_00_frame.0000,train,ai_002_003,0,0.03522393852472305,0.03321877866983414,0.5040283203125,0.9696401357650757,0.8544193506240845,0.032175712287425995,0.030349379405379295,0.569366455078125,0.969451904296875,0.8541977405548096,0.030015598982572556,0.02822858653962612,0.6321767568588257,0.9693603515625,0.8528541326522827,0.03116767480969429,0.029309337958693504,0.5688629150390625,0.9686635732650757,0.8437147736549377
ai_044_006_cam_01_frame.0099,train,ai_044_006,99,0.042282234877347946,0.037420887500047684,0.242017924785614,0.981139063835144,0.7527721524238586,0.0385386161506176,0.033537816256284714,0.3066018223762512,0.9811797142028809,0.7588469982147217,0.038656700402498245,0.033444784581661224,0.33218714594841003,0.9812509417533875,0.7380744814872742,0.04332203418016434,0.037855859845876694,0.28006529808044434,0.9814849495887756,0.7200179696083069
ai_027_005_cam_00_frame.0000,train,ai_027_005,0,0.06849612295627594,0.06067132204771042,0.33514404296875,0.9277496337890625,0.8446451425552368,0.06492242217063904,0.057161204516887665,0.3925374448299408,0.9332987666130066,0.8429701924324036,0.06164972111582756,0.05394410714507103,0.5009765625,0.9410451650619507,0.8469351530075073,0.06277353316545486,0.05496889352798462,0.4470062255859375,0.9415944814682007,0.8318153619766235
ai_034_003_cam_00_frame.0000,train,ai_034_003,0,0.02975279837846756,0.027513286098837852,0.3821970820426941,0.9833018183708191,0.8578451871871948,0.025565898045897484,0.023440932855010033,0.5210622549057007,0.983367919921875,0.8572381734848022,0.02424757555127144,0.022010374814271927,0.6273040771484375,0.983001708984375,0.8483056426048279,0.02718500792980194,0.024660736322402954,0.545440673828125,0.9827677607536316,0.8388721346855164
ai_045_005_cam_03_frame.0099,train,ai_045_005,99,0.08287380635738373,0.07414478063583374,0.2201995849609375,0.9183909296989441,0.9169954657554626,0.0772804245352745,0.06771521270275116,0.283660888671875,0.9182383418083191,0.9178652167320251,0.0679047554731369,0.05587585270404816,0.3939310908317566,0.9181162714958191,0.8738400340080261,0.06567337363958359,0.0519099161028862,0.4989064633846283,0.9202117919921875,0.8606839776039124
ai_009_001_cam_00_frame.0099,train,ai_009_001,99,0.035049617290496826,0.03242290019989014,0.42004165053367615,0.9778281450271606,0.7935267090797424,0.03130914270877838,0.02832750976085663,0.46685823798179626,0.9774854183197021,0.7949590086936951,0.03746127337217331,0.033675093203783035,0.4010861814022064,0.9768579602241516,0.7937520742416382,0.04487964138388634,0.04058012738823891,0.29545754194259644,0.9754659533500671,0.794279158115387
