sample_directory,sample_id,snapshot,step,training_stage,k,scope,point_rel,depth_rel,depth_delta_1.01,depth_delta_1.25,boundary_f1
07_ai_019_004_cam_00_frame.0099,ai_019_004_cam_00_frame.0099,initial,0,initial,1,full,0.08768990635871887,0.080174021422863,0.2464040219783783,0.9224955439567566,0.8510226011276245
07_ai_019_004_cam_00_frame.0099,ai_019_004_cam_00_frame.0099,initial,0,initial,1,crop,0.1844811588525772,0.17061595618724823,0.1024848073720932,0.8413357138633728,0.9260382056236267
07_ai_019_004_cam_00_frame.0099,ai_019_004_cam_00_frame.0099,initial,0,initial,1,structure,0.21668797731399536,0.20031823217868805,0.1139865443110466,0.8271484375,0.8040807843208313
07_ai_019_004_cam_00_frame.0099,ai_019_004_cam_00_frame.0099,initial,0,initial,3,full,0.08768990635871887,0.080174021422863,0.2464040219783783,0.9224955439567566,0.8510226011276245
07_ai_019_004_cam_00_frame.0099,ai_019_004_cam_00_frame.0099,initial,0,initial,3,crop,0.1844811588525772,0.17061595618724823,0.1024848073720932,0.8413357138633728,0.9260382056236267
07_ai_019_004_cam_00_frame.0099,ai_019_004_cam_00_frame.0099,initial,0,initial,3,structure,0.21668797731399536,0.20031823217868805,0.1139865443110466,0.8271484375,0.8040807843208313
07_ai_019_004_cam_00_frame.0099,ai_019_004_cam_00_frame.0099,initial,0,initial,5,full,0.08768990635871887,0.080174021422863,0.2464040219783783,0.9224955439567566,0.8510226011276245
07_ai_019_004_cam_00_frame.0099,ai_019_004_cam_00_frame.0099,initial,0,initial,5,crop,0.1844811588525772,0.17061595618724823,0.1024848073720932,0.8413357138633728,0.9260382056236267
07_ai_019_004_cam_00_frame.0099,ai_019_004_cam_00_frame.0099,initial,0,initial,5,structure,0.21668797731399536,0.20031823217868805,0.1139865443110466,0.8271484375,0.8040807843208313
07_ai_019_004_cam_00_frame.0099,ai_019_004_cam_00_frame.0099,stage1,2000,detached,0,full,1.0820695161819458,1.0,0.0,0.0,0.0
07_ai_019_004_cam_00_frame.0099,ai_019_004_cam_00_frame.0099,stage1,2000,detached,0,crop,1.076865315437317,1.0,0.0,0.0,0.0
07_ai_019_004_cam_00_frame.0099,ai_019_004_cam_00_frame.0099,stage1,2000,detached,0,structure,1.076602816581726,1.0,0.0,0.0,0.0
07_ai_019_004_cam_00_frame.0099,ai_019_004_cam_00_frame.0099,stage1,2000,detached,1,full,1.0820695161819458,1.0,0.0,0.0,0.0
07_ai_019_004_cam_00_frame.0099,ai_019_004_cam_00_frame.0099,stage1,2000,detached,1,crop,1.076865315437317,1.0,0.0,0.0,0.0
07_ai_019_004_cam_00_frame.0099,ai_019_004_cam_00_frame.0099,stage1,2000,detached,1,structure,1.076602816581726,1.0,0.0,0.0,0.0
07_ai_019_004_cam_00_frame.0099,ai_019_004_cam_00_frame.0099,stage1,2000,detached,3,full,1.0820695161819458,1.0,0.0,0.0,0.0
07_ai_019_004_cam_00_frame.0099,ai_019_004_cam_00_frame.0099,stage1,2000,detached,3,crop,1.076865315437317,1.0,0.0,0.0,0.0
07_ai_019_004_cam_00_frame.0099,ai_019_004_cam_00_frame.0099,stage1,2000,detached,3,structure,1.076602816581726,1.0,0.0,0.0,0.0
07_ai_019_004_cam_00_frame.0099,ai_019_004_cam_00_frame.0099,stage1,2000,detached,5,full,1.0820695161819458,1.0,0.0,0.0,0.0
07_ai_019_004_cam_00_frame.0099,ai_019_004_cam_00_frame.0099,stage1,2000,detached,5,crop,1.076865315437317,1.0,0.0,0.0,0.0
07_ai_019_004_cam_00_frame.0099,ai_019_004_cam_00_frame.0099,stage1,2000,detached,5,structure,1.076602816581726,1.0,0.0,0.0,0.0
07_ai_019_004_cam_00_frame.0099,ai_019_004_cam_00_frame.0099,final,2100,joint_best,0,full,1.0820695161819458,1.0,0.0,0.0,0.0
07_ai_019_004_cam_00_frame.0099,ai_019_004_cam_00_frame.0099,final,2100,joint_best,0,crop,1.076865315437317,1.0,0.0,0.0,0.0
07_ai_019_004_cam_00_frame.0099,ai_019_004_cam_00_frame.0099,final,2100,joint_best,0,structure,1.076602816581726,1.0,0.0,0.0,0.0
07_ai_019_004_cam_00_frame.0099,ai_019_004_cam_00_frame.0099,final,2100,joint_best,1,full,1.0820695161819458,1.0,0.0,0.0,0.0
07_ai_019_004_cam_00_frame.0099,ai_019_004_cam_00_frame.0099,final,2100,joint_best,1,crop,1.076865315437317,1.0,0.0,0.0,0.0
07_ai_019_004_cam_00_frame.0099,ai_019_004_cam_00_frame.0099,final,2100,joint_best,1,structure,1.076602816581726,1.0,0.0,0.0,0.0
07_ai_019_004_cam_00_frame.0099,ai_019_004_cam_00_frame.0099,final,2100,joint_best,3,full,1.0820695161819458,1.0,0.0,0.0,0.0
07_ai_019_004_cam_00_frame.0099,ai_019_004_cam_00_frame.0099,final,2100,joint_best,3,crop,1.076865315437317,1.0,0.0,0.0,0.0
07_ai_019_004_cam_00_frame.0099,ai_019_004_cam_00_frame.0099,final,2100,joint_best,3,structure,1.076602816581726,1.0,0.0,0.0,0.0
07_ai_019_004_cam_00_frame.0099,ai_019_004_cam_00_frame.0099,final,2100,joint_best,5,full,1.0820695161819458,1.0,0.0,0.0,0.0
07_ai_019_004_cam_00_frame.0099,ai_019_004_cam_00_frame.0099,final,2100,joint_best,5,crop,1.076865315437317,1.0,0.0,0.0,0.0
07_ai_019_004_cam_00_frame.0099,ai_019_004_cam_00_frame.0099,final,2100,joint_best,5,structure,1.076602816581726,1.0,0.0,0.0,0.0
