split,objective,parameter_group,batch_count,parameter_numel_mean,parameter_numel_median,parameter_numel_min,parameter_numel_max,active_parameter_numel_mean,active_parameter_numel_median,active_parameter_numel_min,active_parameter_numel_max,active_parameter_tensors_mean,active_parameter_tensors_median,active_parameter_tensors_min,active_parameter_tensors_max,gradient_l2_mean,gradient_l2_median,gradient_l2_min,gradient_l2_max,gradient_rms_mean,gradient_rms_median,gradient_rms_min,gradient_rms_max,gradient_l1_mean,gradient_l1_median,gradient_l1_min,gradient_l1_max,gradient_abs_max_mean,gradient_abs_max_median,gradient_abs_max_min,gradient_abs_max_max,gradient_nonzero_fraction_mean,gradient_nonzero_fraction_median,gradient_nonzero_fraction_min,gradient_nonzero_fraction_max
train,local,input_fusion,4,262496.0,262496.0,262496.0,262496.0,262496.0,262496.0,262496.0,262496.0,3.0,3.0,3.0,3.0,0.009531963952655905,0.009498029578424494,0.008300802005628254,0.01083099464814638,1.86046303835842e-05,1.853839676236937e-05,1.6201630007108673e-05,2.1140098002489395e-05,3.245279185101486,3.232865050260809,2.786756142385393,3.7286304974989335,0.00027106283596367575,0.00023324533685809,0.0001974318001884967,0.0004203288699500263,1.0,1.0,1.0,1.0
train,local,output,4,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,2.0,2.0,2.0,2.0,1.6769649313105195,1.6823683305116233,1.2999585307146433,2.043164533504189,0.2919221243624431,0.2928627354295641,0.22629373386641813,0.35566929272422604,8.07255233998876,8.107512137386948,6.26384866097942,9.811336424201727,0.5873226299881935,0.5889950692653656,0.4777657687664032,0.6935346126556396,1.0,1.0,1.0,1.0
val,combined_checkpoint,bottleneck,4,28708864.0,28708864.0,28708864.0,28708864.0,28708864.0,28708864.0,28708864.0,28708864.0,13.0,13.0,13.0,13.0,0.1737742033833779,0.16993221936227731,0.14360002461114318,0.2116323501978138,3.243226667173833e-05,3.171521979196647e-05,2.6800723016303973e-05,3.949790408671642e-05,629.8926504392393,643.8845640343623,541.4259913872206,690.3754823010125,0.0011396864501875825,0.0005663963820552453,0.000408122141379863,0.0030178308952599764,1.0,1.0,1.0,1.0
val,combined_checkpoint,decoder,4,10970880.0,10970880.0,10970880.0,10970880.0,10970880.0,10970880.0,10970880.0,10970880.0,56.0,56.0,56.0,56.0,0.1984818324149554,0.19711562135161803,0.1422941733553363,0.25740191360124914,5.9923894174396746e-05,5.9511419711705576e-05,4.296020891197673e-05,7.771252836219909e-05,331.96295153535743,328.8332740893767,255.88151433982182,414.30374362285465,0.0032889797003008425,0.003217089339159429,0.0025613908655941486,0.004160349257290363,0.9992532959981333,0.9992532959981333,0.9992532959981333,0.9992532959981333
val,combined_checkpoint,encoder,4,10796800.0,10796800.0,10796800.0,10796800.0,10796800.0,10796800.0,10796800.0,10796800.0,52.0,52.0,52.0,52.0,0.3607189173502431,0.3570232287718968,0.22446215508744494,0.5043670567697337,0.00010977953592404934,0.0001086548070630544,6.831177970654078e-05,0.00015349674986354776,615.106517715964,624.009845373827,460.7223211825009,751.684058933701,0.007362492731772363,0.007901966804638505,0.002911023795604706,0.010735013522207737,0.9992412566686426,0.9992412566686426,0.9992412566686426,0.9992412566686426
val,combined_checkpoint,input_fusion,4,262496.0,262496.0,262496.0,262496.0,262496.0,262496.0,262496.0,262496.0,3.0,3.0,3.0,3.0,0.12275078808601746,0.06718377843676579,0.0429004371490247,0.31373515832151355,0.00023958683152570107,0.00013113030764665996,8.373371746012536e-05,0.000612352993349359,32.06518429887518,19.240269044034157,15.21103795700218,74.56916115043023,0.007051583263091743,0.006805800832808018,0.0024951728992164135,0.012099558487534523,1.0,1.0,1.0,1.0
val,combined_checkpoint,output,4,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,2.0,2.0,2.0,2.0,4.3817532236421055,4.478767902467793,3.629595991163093,4.9398810984697406,0.7627653301479402,0.779653418031211,0.631831562207869,0.8599229223214702,20.86119011649862,21.3903004033491,17.450512306764722,23.213647352531552,1.5605217218399048,1.6204656958580017,1.2359286546707153,1.7652268409729004,1.0,1.0,1.0,1.0
val,combined_paper,bottleneck,4,28708864.0,28708864.0,28708864.0,28708864.0,28708864.0,28708864.0,28708864.0,28708864.0,13.0,13.0,13.0,13.0,0.17416372982037048,0.17051453658448346,0.1438342846023129,0.21179156151020212,3.2504965754998486e-05,3.182390029269919e-05,2.6844444019515097e-05,3.952761841508047e-05,631.3086021903639,644.6082158754776,542.2962111807394,693.7217658297606,0.0011421575109125115,0.0005683661001967266,0.0004097085911780596,0.003022189252078533,1.0,1.0,1.0,1.0
val,combined_paper,decoder,4,10970880.0,10970880.0,10970880.0,10970880.0,10970880.0,10970880.0,10970880.0,10970880.0,56.0,56.0,56.0,56.0,0.19874890856327226,0.19745749681344615,0.1423074267955018,0.2577732138306949,6.0004527462862094e-05,5.96146357529228e-05,4.296421027439998e-05,7.782462807120279e-05,332.4506137900364,329.4177096134722,256.03184175095987,414.93519418224156,0.003292746201623231,0.003220141166821122,0.0025655764620751143,0.004165126010775566,0.9992532959981333,0.9992532959981333,0.9992532959981333,0.9992532959981333
val,combined_paper,encoder,4,10796800.0,10796800.0,10796800.0,10796800.0,10796800.0,10796800.0,10796800.0,10796800.0,52.0,52.0,52.0,52.0,0.3611888235791656,0.35765591621029025,0.2246284735229613,0.5048149883731204,0.00010992254502409287,0.00010884735624756079,6.836239629410632e-05,0.0001536330713071436,616.2159990868599,625.6380658518606,461.20514822241444,752.3827164213044,0.007372730178758502,0.007911150343716145,0.0029162270948290825,0.010752392932772636,0.9992412566686426,0.9992412566686426,0.9992412566686426,0.9992412566686426
val,combined_paper,input_fusion,4,262496.0,262496.0,262496.0,262496.0,262496.0,262496.0,262496.0,262496.0,3.0,3.0,3.0,3.0,0.12293695508106645,0.06733805056907434,0.04304452002716811,0.314027199158949,0.00023995019506229353,0.0001314314183111929,8.401494058536749e-05,0.0006129230030414209,32.11872797922095,19.284473854123533,15.267097479846274,74.63886672879046,0.0070521183661185205,0.006793302949517965,0.0024974874686449766,0.012124380096793175,1.0,1.0,1.0,1.0
val,combined_paper,output,4,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,2.0,2.0,2.0,2.0,4.435291401151494,4.532226924205495,3.684306944562067,4.992404811632917,0.7720851305929147,0.7889594392249948,0.6413555167306638,0.8690661271910054,21.12779962841887,21.659155453788117,17.720742288976908,23.47214531712234,1.5794335305690765,1.6396159529685974,1.25626802444458,1.7822341918945312,1.0,1.0,1.0,1.0
val,edge_paper,bottleneck,4,28708864.0,28708864.0,28708864.0,28708864.0,28708864.0,28708864.0,28708864.0,28708864.0,13.0,13.0,13.0,13.0,0.0031466221788174183,0.0025599740366934894,0.002265509365724807,0.005201031276157887,5.872683495689352e-07,4.777795496354519e-07,4.2282227434187686e-07,9.706920246629604e-07,11.347741221770246,9.205557995192828,8.440695154572818,18.539153742122505,1.3883071687814663e-05,1.2494766906456789e-05,8.201041055144742e-06,2.2341711883200333e-05,1.0,1.0,1.0,1.0
val,edge_paper,decoder,4,10970880.0,10970880.0,10970880.0,10970880.0,10970880.0,10970880.0,10970880.0,10970880.0,56.0,56.0,56.0,56.0,0.005404376665546035,0.005443577329732935,0.004855890290365082,0.005874461712353185,1.631642006950546e-06,1.6434771276954557e-06,1.4660478107334952e-06,1.7735659616777773e-06,6.04172043685664,6.184832820321294,5.140497711995598,6.656718394788376,0.00012436906399670988,0.00012291811435716227,0.00010472568101249635,0.00014691434626001865,0.9992532732105356,0.9992532959981333,0.9992532048477424,0.9992532959981333
val,edge_paper,encoder,4,10796800.0,10796800.0,10796800.0,10796800.0,10796800.0,10796800.0,10796800.0,10796800.0,52.0,52.0,52.0,52.0,0.004719333116234468,0.004309291256025588,0.00356121889702128,0.006697531055865418,1.4362601306772536e-06,1.3114698772194404e-06,1.0838049767690885e-06,2.038295791501045e-06,9.75511247446612,8.192112677087676,7.348159123669891,15.28806542001924,6.404369651136221e-05,6.297249638009816e-05,4.3724972783820704e-05,8.650482050143182e-05,0.9992412566686426,0.9992412566686426,0.9992412566686426,0.9992412566686426
val,edge_paper,input_fusion,4,262496.0,262496.0,262496.0,262496.0,262496.0,262496.0,262496.0,262496.0,3.0,3.0,3.0,3.0,0.0012492670726479418,0.0011207572058013842,0.0009496895166325313,0.0018058643623564674,2.438338232544532e-06,2.187510744610353e-06,1.8536182599798807e-06,3.5247131809775402e-06,0.3541231436584613,0.3383190798062454,0.2700017987016927,0.4698526163196617,7.453240323229693e-05,7.857673335820436e-05,4.169017483945936e-05,9.928597137331963e-05,1.0,1.0,1.0,1.0
val,edge_paper,output,4,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,2.0,2.0,2.0,2.0,0.2371455517828049,0.23820855064544372,0.22474303371584542,0.24742207212448677,0.04128174177467124,0.041466786124962976,0.039122740501626736,0.04307065434713227,1.1526059507632453,1.1540976347459946,1.0830273093888536,1.2192012241721386,0.08389352820813656,0.08313735201954842,0.08201396465301514,0.08728544414043427,1.0,1.0,1.0,1.0
val,global,bottleneck,4,28708864.0,28708864.0,28708864.0,28708864.0,28708864.0,28708864.0,28708864.0,28708864.0,13.0,13.0,13.0,13.0,0.1304005534998474,0.12316195701332677,0.11356148694420821,0.16171681302852778,2.4337245937010395e-05,2.2986273888172904e-05,2.1194494674725635e-05,3.0181941296970136e-05,467.466390712471,464.9981597276219,425.66420790500985,514.2050354896306,0.0009665811085142195,0.0005056062072981149,0.0003325098077766597,0.0025226022116839886,1.0,1.0,1.0,1.0
val,global,decoder,4,10970880.0,10970880.0,10970880.0,10970880.0,10970880.0,10970880.0,10970880.0,10970880.0,56.0,56.0,56.0,56.0,0.1384973977862022,0.13612981893469933,0.10325782784734847,0.17847212542806168,4.181391972953373e-05,4.109912108614763e-05,3.1174697821544076e-05,5.388273892429559e-05,235.86024540827205,230.0080798373709,191.10416535951288,292.3206565988336,0.0019092988222837448,0.0018567437073215842,0.0013753436505794525,0.0025483642239123583,0.9992532959981333,0.9992532959981333,0.9992532959981333,0.9992532959981333
val,global,encoder,4,10796800.0,10796800.0,10796800.0,10796800.0,10796800.0,10796800.0,10796800.0,10796800.0,52.0,52.0,52.0,52.0,0.305102480486909,0.29783947653538784,0.19869652777443803,0.4260344411024222,9.285348537628233e-05,9.064309616501078e-05,6.047038721736474e-05,0.000129657361957743,487.30541528307344,487.92170325387497,382.914235483585,590.464019140959,0.006202187098097056,0.006556032923981547,0.002595279598608613,0.009101402945816517,0.9992412566686426,0.9992412566686426,0.9992412566686426,0.9992412566686426
val,global,input_fusion,4,262496.0,262496.0,262496.0,262496.0,262496.0,262496.0,262496.0,262496.0,3.0,3.0,3.0,3.0,0.10085924950447439,0.05680428117544248,0.03433098681327474,0.2554974488537379,0.00019685859777864625,0.00011087144902387436,6.700773560801324e-05,0.0004986837574588231,25.920405613859327,15.999157765426077,11.992749120014935,59.69055780457022,0.005483635701239109,0.005233090370893478,0.002192399464547634,0.009275962598621845,1.0,1.0,1.0,1.0
val,global,output,4,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,2.0,2.0,2.0,2.0,2.294178290933015,2.338084501831843,1.7643012590278975,2.736242901040476,0.3993651792300682,0.4070082695052327,0.3071254275712629,0.47631875033854454,10.714001709478907,10.968400347977877,8.245657698251307,12.673548443708569,0.823532909154892,0.8401155173778534,0.6404485702514648,0.9734520316123962,1.0,1.0,1.0,1.0
val,local,bottleneck,4,28708864.0,28708864.0,28708864.0,28708864.0,28708864.0,28708864.0,28708864.0,28708864.0,13.0,13.0,13.0,13.0,0.06094498147998854,0.06318331141255204,0.04703407497584263,0.07037922811900743,1.1374437938307991e-05,1.1792187591932227e-05,8.77818244926551e-06,1.3135194120101999e-05,224.8388160919106,232.03184230607087,177.12537479598208,258.1662049595185,0.00026400333081255667,0.00014964313595555723,0.00011443519906606525,0.000642291852273047,1.0,1.0,1.0,1.0
val,local,decoder,4,10970880.0,10970880.0,10970880.0,10970880.0,10970880.0,10970880.0,10970880.0,10970880.0,56.0,56.0,56.0,56.0,0.0771434115132139,0.07145397092356015,0.05632189619961848,0.10934380800611683,2.3290462263091496e-05,2.1572756256160054e-05,1.7004212962480646e-05,3.3012123577565236e-05,129.03419098994,120.76778420466695,92.17829800406837,182.42289754635772,0.0015518137952312827,0.0014857620117254555,0.001336673623882234,0.0018990575335919857,0.9992532959981333,0.9992532959981333,0.9992532959981333,0.9992532959981333
val,local,encoder,4,10796800.0,10796800.0,10796800.0,10796800.0,10796800.0,10796800.0,10796800.0,10796800.0,52.0,52.0,52.0,52.0,0.08605297185603807,0.08529729398976031,0.05879172303322268,0.11482557641140899,2.6188965593031636e-05,2.5958986067484604e-05,1.7892402533731656e-05,3.4945487703425684e-05,187.78581133558689,189.0925180181943,141.21962286774564,231.73858643821322,0.0012019769783364609,0.0011045528808608651,0.00037020869785919785,0.0022285934537649155,0.9992412335136336,0.9992412566686426,0.999241164048607,0.9992412566686426
val,local,input_fusion,4,262496.0,262496.0,262496.0,262496.0,262496.0,262496.0,262496.0,262496.0,3.0,3.0,3.0,3.0,0.026422552374065007,0.014268722494094412,0.012784082353196181,0.06436868215487503,5.1571934509194676e-05,2.7849906836312945e-05,2.495216391457772e-05,0.00012563576044957508,7.600758240734935,4.71170607187473,4.446049341325455,16.533571477864825,0.001647154764214065,0.0015727254649391398,0.00035804708022624254,0.0030851210467517376,1.0,1.0,1.0,1.0
val,local,output,4,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,2.0,2.0,2.0,2.0,1.9732597664354978,2.030205044473301,1.758769492635013,2.073859484160376,0.34350043473277925,0.3534133352513455,0.306162470644295,0.3610125977841309,9.493195532355458,9.716681160964072,8.504967918619514,10.034451888874173,0.703020378947258,0.7221949994564056,0.6086788177490234,0.7590126991271973,1.0,1.0,1.0,1.0
