batch_id,split,pair_index,sample_ids,objective,parameter_group,parameter_numel,active_parameter_numel,active_parameter_tensors,gradient_l2,gradient_rms,gradient_l1,gradient_abs_max,gradient_nonzero_fraction
test_effective_08,test,-1,ai_046_001_cam_00_frame.0000|ai_046_001_cam_00_frame.0014|ai_046_001_cam_00_frame.0028|ai_046_001_cam_00_frame.0042|ai_046_001_cam_00_frame.0057|ai_046_001_cam_00_frame.0071|ai_046_001_cam_00_frame.0085|ai_046_001_cam_00_frame.0099,edge_paper,encoder,10796800,10796800,52,0.0020694384873544617,6.298033893923983e-07,4.306002939822859,2.5243642085115425e-05,0.999241164048607
test_effective_08,test,-1,ai_046_001_cam_00_frame.0000|ai_046_001_cam_00_frame.0014|ai_046_001_cam_00_frame.0028|ai_046_001_cam_00_frame.0042|ai_046_001_cam_00_frame.0057|ai_046_001_cam_00_frame.0071|ai_046_001_cam_00_frame.0085|ai_046_001_cam_00_frame.0099,edge_paper,input_fusion,262496,262496,3,0.0006778532687027491,1.3230441891259097e-06,0.1919540623529059,4.1330469684908167e-05,1.0
test_effective_08,test,-1,ai_046_001_cam_00_frame.0000|ai_046_001_cam_00_frame.0014|ai_046_001_cam_00_frame.0028|ai_046_001_cam_00_frame.0042|ai_046_001_cam_00_frame.0057|ai_046_001_cam_00_frame.0071|ai_046_001_cam_00_frame.0085|ai_046_001_cam_00_frame.0099,edge_paper,output,33,33,2,0.172591690749832,0.03004435696316145,0.8416647036501672,0.055649422109127045,1.0
test_effective_08,test,-1,ai_046_001_cam_00_frame.0000|ai_046_001_cam_00_frame.0014|ai_046_001_cam_00_frame.0028|ai_046_001_cam_00_frame.0042|ai_046_001_cam_00_frame.0057|ai_046_001_cam_00_frame.0071|ai_046_001_cam_00_frame.0085|ai_046_001_cam_00_frame.0099,combined_checkpoint,bottleneck,28708864,28708864,13,0.08288914850783279,1.546997722480423e-05,312.57460618024413,0.00026303468621335924,1.0
test_effective_08,test,-1,ai_046_001_cam_00_frame.0000|ai_046_001_cam_00_frame.0014|ai_046_001_cam_00_frame.0028|ai_046_001_cam_00_frame.0042|ai_046_001_cam_00_frame.0057|ai_046_001_cam_00_frame.0071|ai_046_001_cam_00_frame.0085|ai_046_001_cam_00_frame.0099,combined_checkpoint,decoder,10970880,10970880,56,0.12350939983554676,3.728887483170419e-05,203.76761265822927,0.0031106385868042707,0.9992532959981333
test_effective_08,test,-1,ai_046_001_cam_00_frame.0000|ai_046_001_cam_00_frame.0014|ai_046_001_cam_00_frame.0028|ai_046_001_cam_00_frame.0042|ai_046_001_cam_00_frame.0057|ai_046_001_cam_00_frame.0071|ai_046_001_cam_00_frame.0085|ai_046_001_cam_00_frame.0099,combined_checkpoint,encoder,10796800,10796800,52,0.13479337010154807,4.102239417906316e-05,279.9837866642918,0.0018336568027734756,0.9992412566686426
test_effective_08,test,-1,ai_046_001_cam_00_frame.0000|ai_046_001_cam_00_frame.0014|ai_046_001_cam_00_frame.0028|ai_046_001_cam_00_frame.0042|ai_046_001_cam_00_frame.0057|ai_046_001_cam_00_frame.0071|ai_046_001_cam_00_frame.0085|ai_046_001_cam_00_frame.0099,combined_checkpoint,input_fusion,262496,262496,3,0.02240965459643681,4.373950036543389e-05,7.919031112225236,0.000981923658400774,1.0
test_effective_08,test,-1,ai_046_001_cam_00_frame.0000|ai_046_001_cam_00_frame.0014|ai_046_001_cam_00_frame.0028|ai_046_001_cam_00_frame.0042|ai_046_001_cam_00_frame.0057|ai_046_001_cam_00_frame.0071|ai_046_001_cam_00_frame.0085|ai_046_001_cam_00_frame.0099,combined_checkpoint,output,33,33,2,3.7529298419499635,0.6533012298528372,18.01205567829311,1.2975858449935913,1.0
test_effective_08,test,-1,ai_046_001_cam_00_frame.0000|ai_046_001_cam_00_frame.0014|ai_046_001_cam_00_frame.0028|ai_046_001_cam_00_frame.0042|ai_046_001_cam_00_frame.0057|ai_046_001_cam_00_frame.0071|ai_046_001_cam_00_frame.0085|ai_046_001_cam_00_frame.0099,combined_paper,bottleneck,28708864,28708864,13,0.08298250141343189,1.5487400100409607e-05,312.92276569265346,0.0002633364638313651,1.0
test_effective_08,test,-1,ai_046_001_cam_00_frame.0000|ai_046_001_cam_00_frame.0014|ai_046_001_cam_00_frame.0028|ai_046_001_cam_00_frame.0042|ai_046_001_cam_00_frame.0057|ai_046_001_cam_00_frame.0071|ai_046_001_cam_00_frame.0085|ai_046_001_cam_00_frame.0099,combined_paper,decoder,10970880,10970880,56,0.12373164811757609,3.735597408391647e-05,204.15456435008215,0.003114969003945589,0.9992532959981333
test_effective_08,test,-1,ai_046_001_cam_00_frame.0000|ai_046_001_cam_00_frame.0014|ai_046_001_cam_00_frame.0028|ai_046_001_cam_00_frame.0042|ai_046_001_cam_00_frame.0057|ai_046_001_cam_00_frame.0071|ai_046_001_cam_00_frame.0085|ai_046_001_cam_00_frame.0099,combined_paper,encoder,10796800,10796800,52,0.134954306499453,4.1071372822060516e-05,280.32699239614703,0.0018333017360419035,0.9992412566686426
test_effective_08,test,-1,ai_046_001_cam_00_frame.0000|ai_046_001_cam_00_frame.0014|ai_046_001_cam_00_frame.0028|ai_046_001_cam_00_frame.0042|ai_046_001_cam_00_frame.0057|ai_046_001_cam_00_frame.0071|ai_046_001_cam_00_frame.0085|ai_046_001_cam_00_frame.0099,combined_paper,input_fusion,262496,262496,3,0.022468231036828268,4.385383074142797e-05,7.939013330064052,0.0009863895829766989,1.0
test_effective_08,test,-1,ai_046_001_cam_00_frame.0000|ai_046_001_cam_00_frame.0014|ai_046_001_cam_00_frame.0028|ai_046_001_cam_00_frame.0042|ai_046_001_cam_00_frame.0057|ai_046_001_cam_00_frame.0071|ai_046_001_cam_00_frame.0085|ai_046_001_cam_00_frame.0099,combined_paper,output,33,33,2,3.7943014575456693,0.6605031037188379,18.215045870281756,1.3114981651306152,1.0
